Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Monty.,Veteran,Gouda Gangsters,Cheese Guild,Solar,42.7,985,63,0.558,0.587,37,26,21925,12030,9895,41,35,96,138,29.7%,350.2,192.1,158.0,0.65,0.56,1.53,2.20,348.0,191.0,157.1,0.65,0.56,1.52,2.19,149,128,2.38,2.04,2.37,2.03
,,,Arbartenn,Veteran,Grizzly Bears,The Bear Den,Lunar,42.3,981,64,0.583,0.578,37,27,20901,11720,9181,43,36,82,152,28.3%,335.2,188.0,147.2,0.69,0.58,1.32,2.44,326.6,183.1,143.5,0.67,0.56,1.28,2.38,145,116,2.33,1.86,2.27,1.81
,,,Virrexo,Veteran,Cepheus,The Nexus,Solar,42.0,689,42,0.322,0.214,9,33,15100,8760,6340,39,17,58,111,35.1%,344.8,200.0,144.8,0.89,0.39,1.32,2.53,359.5,208.6,151.0,0.93,0.40,1.38,2.64,88,140,2.01,3.20,2.10,3.33
,,,Ty (Arcus),Veteran,Pushwalkers,The Quad Dynasty,Solar,41.8,980,60,0.535,0.533,32,28,20356,11730,8626,49,36,69,158,31.0%,326.8,188.3,138.5,0.79,0.58,1.11,2.54,339.3,195.5,143.8,0.82,0.60,1.15,2.63,164,150,2.63,2.41,2.73,2.50
,,,Supercruz101,Veteran,"Rockin Revenants
Mosaic Maestros","Ghoul School
Art Club",Solar,41.7,732,46,0.361,0.304,14,32,16720,9470,7250,32,16,87,112,28.6%,359.4,203.5,155.8,0.69,0.34,1.87,2.41,363.5,205.9,157.6,0.70,0.35,1.89,2.43,91,131,1.96,2.82,1.98,2.85
,,,Regularlyjones,Veteran,Gorillas,The Jungle,Solar,41.5,879,56,0.554,0.607,34,22,18865,10130,8735,33,34,77,128,25.8%,337.6,181.3,156.3,0.59,0.61,1.38,2.29,336.9,180.9,156.0,0.59,0.61,1.38,2.29,137,119,2.45,2.13,2.45,2.13
,,,Leaf.,Veteran,Mosaic Maestros,Art Club,Solar,40.7,556,35,0.326,0.257,9,26,11737,6610,5127,25,15,48,96,26.0%,332.1,187.0,145.1,0.71,0.42,1.36,2.72,335.3,188.9,146.5,0.71,0.43,1.37,2.74,64,102,1.81,2.89,1.83,2.91
,,,Jay_Kay99,Veteran,"Cthulhu
Linguini Lancers
cthulhu
Grizzly Bears","The Mythos
Italian Battalion
The Mythos
The Bear Den",Lunar,40.3,938,60,0.609,0.650,39,21,19518,11930,7588,49,35,77,143,34.3%,327.4,200.1,127.3,0.82,0.59,1.29,2.40,325.3,198.8,126.5,0.82,0.58,1.28,2.38,156,117,2.62,1.96,2.60,1.95
,,,Mathews175,Veteran,Banana Spiders,Eight Legged Freaks,Lunar,40.0,788,51,0.367,0.431,22,29,17433,9210,8223,28,18,85,126,22.2%,348.0,183.9,164.2,0.56,0.36,1.70,2.52,341.8,180.6,161.2,0.55,0.35,1.67,2.47,88,126,1.76,2.52,1.73,2.47
,,,Gorillacream707,Veteran,Gladiators,The Sovereign,Lunar,39.1,933,57,0.393,0.333,19,38,19736,10610,9126,36,29,82,146,24.7%,332.8,178.9,153.9,0.61,0.49,1.38,2.46,346.2,186.1,160.1,0.63,0.51,1.44,2.56,118,156,1.99,2.63,2.07,2.74
,,,Sge Nemesis,Veteran,Possessed,Destined,Solar,38.8,473,32,0.495,0.531,17,15,9807,5810,3997,24,19,36,66,36.4%,326.2,193.2,132.9,0.80,0.63,1.20,2.20,306.5,181.6,124.9,0.75,0.59,1.13,2.06,71,72,2.36,2.39,2.22,2.25
,,,Braamse,Veteran,Banshees,The Monster Mash,Lunar,38.5,846,51,0.427,0.510,26,25,17570,10050,7520,36,27,75,135,26.7%,326.7,186.9,139.8,0.67,0.50,1.39,2.51,344.5,197.1,147.5,0.71,0.53,1.47,2.65,110,133,2.05,2.47,2.16,2.61
,,,Donkmedaddy,Veteran,Grizzly Bears,The Bear Den,Lunar,37.8,58,4,0.419,0.500,2,2,1128,530,598,2,3,2,8,25.0%,306.0,143.8,162.2,0.54,0.81,0.54,2.17,282.0,132.5,149.5,0.50,0.75,0.50,2.00,9,11,2.44,2.98,2.25,2.75
,,,Jknop2,Veteran,Singularity,Event Horizon,Solar,37.8,1032,64,0.513,0.547,35,29,22977,13180,9797,49,27,111,138,35.5%,350.3,200.9,149.4,0.75,0.41,1.69,2.10,359.0,205.9,153.1,0.77,0.42,1.73,2.16,158,153,2.41,2.33,2.47,2.39
,,,Chawes.,Veteran,Lightning,Electric Mayhem,Lunar,37.3,914,55,0.575,0.636,35,20,18848,10730,8118,43,28,72,143,30.1%,324.4,184.7,139.7,0.74,0.48,1.24,2.46,342.7,195.1,147.6,0.78,0.51,1.31,2.60,138,113,2.38,1.95,2.51,2.05
,,,Drupenson,Veteran,"Linguini Lancers
Crashtans","Italian Battalion
Maste Wanagement",Lunar,37.0,596,38,0.430,0.368,14,24,11993,6750,5243,30,17,38,100,30.0%,316.6,178.2,138.4,0.79,0.45,1.00,2.64,315.6,177.6,138.0,0.79,0.45,1.00,2.63,88,105,2.32,2.77,2.32,2.76
,,,Galacticcccc,Veteran,Rockin Revenants,Ghoul School,Solar,36.7,643,39,0.337,0.256,10,29,12609,7210,5399,28,21,45,111,25.2%,308.5,176.4,132.1,0.69,0.51,1.10,2.72,323.3,184.9,138.4,0.72,0.54,1.15,2.85,81,124,1.98,3.03,2.08,3.18
,,,Derrrrrrrrp,Veteran,Guanacos,The Herd,Lunar,36.3,853,51,0.531,0.490,25,26,17253,10030,7223,39,26,69,138,28.3%,318.2,185.0,133.2,0.72,0.48,1.27,2.55,338.3,196.7,141.6,0.76,0.51,1.35,2.71,129,119,2.38,2.19,2.53,2.33
,,,Rednovaultimate,Veteran,Pride,Seven Deadly Sins,Lunar,36.3,689,41,0.450,0.463,19,22,13581,7920,5661,34,19,47,122,27.9%,310.1,180.8,129.3,0.78,0.43,1.07,2.79,331.2,193.2,138.1,0.83,0.46,1.15,2.98,106,120,2.42,2.74,2.59,2.93
,,,Moxxiemoxxx,Veteran,Mosaic Maestros,Art Club,Solar,36.1,456,28,0.434,0.464,13,15,9228,5070,4158,20,12,34,77,26.0%,318.4,174.9,143.5,0.69,0.41,1.17,2.66,329.6,181.1,148.5,0.71,0.43,1.21,2.75,65,77,2.24,2.66,2.32,2.75
,,,Nizzlepls,Veteran,Guanacos,The Herd,Lunar,35.2,850,52,0.503,0.442,23,29,17298,9460,7838,38,25,62,131,29.0%,320.2,175.1,145.1,0.70,0.46,1.15,2.42,332.7,181.9,150.7,0.73,0.48,1.19,2.52,123,122,2.28,2.26,2.37,2.35
,,,Nitro,Veteran,Blues,Whale Defense,Solar,35.0,930,55,0.634,0.655,36,19,17357,10950,6407,43,34,66,165,26.1%,293.6,185.2,108.4,0.73,0.58,1.12,2.79,315.6,199.1,116.5,0.78,0.62,1.20,3.00,161,113,2.72,1.91,2.93,2.05
,,,Rivdogg.,Veteran,Singularity,Event Horizon,Solar,34.8,240,16,0.366,0.438,7,9,4992,2610,2382,11,6,17,36,30.6%,327.2,171.1,156.1,0.72,0.39,1.11,2.36,312.0,163.1,148.9,0.69,0.38,1.06,2.25,28,40,1.84,2.62,1.75,2.50
,,,Reccoonn,Veteran,Mosaic Maestros,Art Club,Solar,34.5,313,22,0.342,0.273,6,16,7199,4040,3159,15,7,37,34,44.1%,361.8,203.1,158.8,0.75,0.35,1.86,1.71,327.2,183.6,143.6,0.68,0.32,1.68,1.55,36,55,1.81,2.76,1.64,2.50
,,,Cup!,Veteran,Crashtans,Maste Wanagement,Solar,34.2,586,35,0.358,0.343,12,23,12350,7300,5050,27,17,59,80,33.8%,331.6,196.0,135.6,0.72,0.46,1.58,2.15,352.9,208.6,144.3,0.77,0.49,1.69,2.29,80,115,2.15,3.09,2.29,3.29
,,,Pete Weber,Veteran,Typhoons,Storm,Solar,34.2,648,44,0.461,0.455,20,24,12598,6800,5798,23,18,49,115,20.0%,305.9,165.1,140.8,0.56,0.44,1.19,2.79,286.3,154.5,131.8,0.52,0.41,1.11,2.61,83,92,2.02,2.23,1.89,2.09
,,,Viper15,Veteran,"Wyverns
Nightmare","The Forest
The Shadows",Solar,34.0,688,44,0.431,0.409,18,26,14546,7980,6566,26,18,70,98,26.5%,332.6,182.5,150.1,0.59,0.41,1.60,2.24,330.6,181.4,149.2,0.59,0.41,1.59,2.23,92,110,2.10,2.52,2.09,2.50
,,,Evdog,Veteran,Banana Spiders,Eight Legged Freaks,Lunar,33.9,271,17,0.251,0.235,4,13,5351,2930,2421,12,6,19,48,25.0%,310.6,170.1,140.5,0.70,0.35,1.10,2.79,314.8,172.4,142.4,0.71,0.35,1.12,2.82,31,61,1.80,3.54,1.82,3.59
,,,Keiko,Veteran,Gladiators,The Sovereign,Lunar,33.9,520,33,0.334,0.273,9,24,11301,5990,5311,17,11,60,74,23.0%,341.9,181.2,160.7,0.51,0.33,1.82,2.24,342.5,181.5,160.9,0.52,0.33,1.82,2.24,61,95,1.85,2.87,1.85,2.88
,,,Chis,Veteran,Gladiators,The Sovereign,Lunar,33.7,844,52,0.393,0.308,16,36,16971,9800,7171,44,23,59,130,33.8%,316.3,182.7,133.7,0.82,0.43,1.10,2.42,326.4,188.5,137.9,0.85,0.44,1.13,2.50,109,144,2.03,2.68,2.10,2.77
,,,Shawroom,Veteran,Crashtans,Maste Wanagement,Solar,33.7,117,7,0.410,0.571,4,3,2425,1340,1085,6,2,9,19,31.6%,326.1,180.2,145.9,0.81,0.27,1.21,2.55,346.4,191.4,155.0,0.86,0.29,1.29,2.71,15,19,2.02,2.55,2.14,2.71
,,,Feen,Veteran,Hades,The Gods,Lunar,33.7,911,58,0.288,0.241,14,44,18833,10000,8833,34,18,84,150,22.7%,325.2,172.7,152.5,0.59,0.31,1.45,2.59,324.7,172.4,152.3,0.59,0.31,1.45,2.59,92,166,1.59,2.87,1.59,2.86
,,,Tenched,Veteran,"Rockin Revenants
Peppers","Ghoul School
The Garden",Solar,33.6,313,19,0.286,0.263,5,14,6130,3810,2320,17,9,23,51,33.3%,308.1,191.5,116.6,0.85,0.45,1.16,2.56,322.6,200.5,122.1,0.89,0.47,1.21,2.68,38,67,1.91,3.37,2.00,3.53
,,,Cel,Veteran,Cepheus,The Nexus,Solar,32.4,786,50,0.352,0.280,14,36,15091,7720,7371,26,28,50,122,21.3%,302.1,154.5,147.5,0.52,0.56,1.00,2.44,301.8,154.4,147.4,0.52,0.56,1.00,2.44,103,151,2.06,3.02,2.06,3.02
,,,Cubby,Veteran,Rockin Revenants,Ghoul School,Solar,32.2,491,31,0.426,0.323,10,21,10285,5680,4605,24,9,42,73,32.9%,329.5,182.0,147.6,0.77,0.29,1.35,2.34,331.8,183.2,148.5,0.77,0.29,1.35,2.35,73,88,2.34,2.82,2.35,2.84
,,,Corners-,Veteran,"Guanacos
Crashtans","The Herd
Maste Wanagement",Solar,32.2,637,38,0.381,0.342,13,25,12949,7450,5499,25,24,59,80,31.3%,319.8,184.0,135.8,0.62,0.59,1.46,1.98,340.8,196.1,144.7,0.66,0.63,1.55,2.11,83,113,2.05,2.79,2.18,2.97
,,,Stingray,Veteran,Singularity,Event Horizon,Solar,31.9,772,47,0.595,0.638,30,17,16025,8820,7205,25,33,77,82,30.5%,326.6,179.7,146.8,0.51,0.67,1.57,1.67,341.0,187.7,153.3,0.53,0.70,1.64,1.74,128,100,2.61,2.04,2.72,2.13
,,,Irishhhh,Veteran,Mosaic Maestros,Art Club,Solar,31.3,816,52,0.383,0.346,18,34,16387,8540,7847,30,23,64,119,25.2%,315.9,164.6,151.3,0.58,0.44,1.23,2.29,315.1,164.2,150.9,0.58,0.44,1.23,2.29,103,140,1.99,2.70,1.98,2.69
,,,Dray,Veteran,"Mean Manatees
Crashtans","Speed Demons
Maste Wanagement",Solar,30.9,807,50,0.395,0.420,21,29,16423,8760,7663,34,22,63,111,30.6%,320.2,170.8,149.4,0.66,0.43,1.23,2.16,328.5,175.2,153.3,0.68,0.44,1.26,2.22,110,144,2.14,2.81,2.20,2.88
,,,(P|F)Ineapple,Veteran,"Singularity
Nightmare
Peppers
Banana Spiders","Event Horizon
The Shadows
The Garden
Eight Legged Freaks",Solar,30.8,220,14,0.354,0.429,6,8,4335,2380,1955,10,6,15,33,30.3%,310.0,170.2,139.8,0.72,0.43,1.07,2.36,309.6,170.0,139.6,0.71,0.43,1.07,2.36,25,37,1.79,2.65,1.79,2.64
,,,Imperial,Veteran,Hades,The Gods,Lunar,29.9,606,41,0.318,0.293,12,29,11973,5960,6013,19,23,43,76,25.0%,310.8,154.7,156.1,0.49,0.60,1.12,1.97,292.0,145.4,146.7,0.46,0.56,1.05,1.85,70,114,1.82,2.96,1.71,2.78
,,,Drskimmilk,Veteran,Merciless Mob,The Syndicate,Lunar,29.6,527,35,0.332,0.314,11,24,10698,5570,5128,16,17,49,67,23.9%,319.4,166.3,153.1,0.48,0.51,1.46,2.00,305.7,159.1,146.5,0.46,0.49,1.40,1.91,57,90,1.70,2.69,1.63,2.57
,,,Danub,Veteran,"Crashtans
Gouda Gangsters","Maste Wanagement
Cheese Guild",Solar,29.0,574,36,0.305,0.278,10,26,11686,6060,5626,24,12,45,81,29.6%,320.3,166.1,154.2,0.66,0.33,1.23,2.22,324.6,168.3,156.3,0.67,0.33,1.25,2.25,63,107,1.73,2.93,1.75,2.97
,,,Skotos,Veteran,"Crashtans
Mosaic Maestros","Maste Wanagement
Art Club",Solar,27.2,646,40,0.226,0.125,5,35,12666,6870,5796,18,18,65,92,19.6%,308.5,167.3,141.2,0.44,0.44,1.58,2.24,316.7,171.8,144.9,0.45,0.45,1.63,2.30,66,143,1.61,3.48,1.65,3.58
,,,Natefrog02,Veteran,Rockin Revenants,Ghoul School,Solar,26.5,213,12,0.429,0.333,4,8,3878,2210,1668,7,8,16,31,22.6%,286.4,163.2,123.2,0.52,0.59,1.18,2.29,323.2,184.2,139.0,0.58,0.67,1.33,2.58,30,36,2.22,2.66,2.50,3.00
,,,Stealthman777,Veteran,Hades,The Gods,Lunar,26.2,720,46,0.289,0.239,11,35,14528,7400,7128,20,15,73,100,20.0%,317.4,161.7,155.8,0.44,0.33,1.60,2.19,315.8,160.9,155.0,0.43,0.33,1.59,2.17,71,128,1.55,2.80,1.54,2.78
,,,Clyde,Veteran,Banshees,The Monster Mash,Lunar,25.8,580,36,0.366,0.417,15,21,11385,5820,5565,16,14,54,82,19.5%,308.8,157.9,150.9,0.43,0.38,1.46,2.22,316.3,161.7,154.6,0.44,0.39,1.50,2.28,64,92,1.74,2.50,1.78,2.56
,,,Nahzey,Veteran,Knead for Speed,The Bakery,Solar,24.5,370,23,0.564,0.609,14,9,6486,3640,2846,14,14,20,54,25.9%,275.8,154.8,121.0,0.60,0.60,0.85,2.30,282.0,158.3,123.7,0.61,0.61,0.87,2.35,59,50,2.51,2.13,2.57,2.17
,,,Goose,Veteran,Calzones,Fifty-Fifty Pizzeria,Lunar,23.4,397,25,0.493,0.520,13,12,7199,3930,3269,14,14,26,53,26.4%,285.3,155.7,129.5,0.55,0.55,1.03,2.10,288.0,157.2,130.8,0.56,0.56,1.04,2.12,58,59,2.30,2.34,2.32,2.36
,,,Hannandgrenade,Veteran,Merciless Mob,The Syndicate,Lunar,21.7,470,31,0.360,0.258,8,23,8591,4270,4321,16,14,27,62,25.8%,287.6,142.9,144.6,0.54,0.47,0.90,2.08,277.1,137.7,139.4,0.52,0.45,0.87,2.00,59,85,1.97,2.85,1.90,2.74
,,,Wittinghalo64,Veteran,"Banana Spiders
Cepheus
Crashtans","Eight Legged Freaks
The Nexus
Maste Wanagement",Solar,21.4,494,31,0.324,0.258,8,23,9108,4860,4248,21,6,33,81,25.9%,290.1,154.8,135.3,0.67,0.19,1.05,2.58,293.8,156.8,137.0,0.68,0.19,1.06,2.61,59,94,1.88,2.99,1.90,3.03
,,,Miso,Veteran,Grizzly Bears,The Bear Den,Lunar,21.3,47,4,0.279,0.250,1,3,930,510,420,1,1,6,6,16.7%,311.3,170.7,140.6,0.33,0.33,2.01,2.01,232.5,127.5,105.0,0.25,0.25,1.50,1.50,3,6,1.00,2.01,0.75,1.50
,,,Curlz.Rl,Veteran,Lightning,Electric Mayhem,Lunar,19.9,181,12,0.500,0.500,6,6,3460,1790,1670,7,3,14,24,29.2%,300.7,155.6,145.2,0.61,0.26,1.22,2.09,288.3,149.2,139.2,0.58,0.25,1.17,2.00,26,26,2.26,2.26,2.17,2.17
,,,Ned1Oo,Veteran,"Crashtans
Guanacos
Singularity
Banana Spiders","Maste Wanagement
The Herd
Event Horizon
Eight Legged Freaks",Lunar,19.8,217,14,0.270,0.143,2,12,4298,2370,1928,6,6,25,22,27.3%,311.6,171.8,139.8,0.43,0.43,1.81,1.59,307.0,169.3,137.7,0.43,0.43,1.79,1.57,26,48,1.88,3.48,1.86,3.43
,,,Deadcupcake,Veteran,"Rockin Revenants
Wyverns
Linguini Lancers","Ghoul School
The Forest
Italian Battalion",Solar,19.6,528,33,0.327,0.303,10,23,9733,5080,4653,14,19,43,58,24.1%,290.0,151.4,138.6,0.42,0.57,1.28,1.73,294.9,153.9,141.0,0.42,0.58,1.30,1.76,61,97,1.82,2.89,1.85,2.94
,,,Koto,Veteran,"Crashtans
Mean Manatees","Maste Wanagement
Speed Demons",Lunar,18.5,745,46,0.368,0.370,17,29,13743,7690,6053,24,19,68,94,25.5%,290.2,162.4,127.8,0.51,0.40,1.44,1.99,298.8,167.2,131.6,0.52,0.41,1.48,2.04,95,134,2.01,2.83,2.07,2.91
,,,Soulxnz,Veteran,"Cepheus
Guanacos","The Nexus
The Herd",Solar,17.9,481,28,0.311,0.286,8,20,8819,5410,3409,24,6,40,71,33.8%,288.4,176.9,111.5,0.78,0.20,1.31,2.32,315.0,193.2,121.8,0.86,0.21,1.43,2.54,61,100,2.00,3.27,2.18,3.57
,,,Lazaryo,Veteran,Guanacos,The Herd,Lunar,16.5,79,4,0.201,0.000,0,4,1506,880,626,3,2,8,8,37.5%,299.9,175.2,124.7,0.60,0.40,1.59,1.59,376.5,220.0,156.5,0.75,0.50,2.00,2.00,6,15,1.19,2.99,1.50,3.75
,,,Corrupt_Arrow,Veteran,Hades,The Gods,Lunar,15.4,459,27,0.262,0.185,5,22,7983,4270,3713,14,9,35,67,20.9%,273.6,146.4,127.3,0.48,0.31,1.20,2.30,295.7,158.1,137.5,0.52,0.33,1.30,2.48,42,83,1.44,2.84,1.56,3.07
,,,Qx5Z,Veteran,"Linguini Lancers
Gouda Gangsters","Italian Battalion
Cheese Guild",Solar,15.2,265,17,0.411,0.471,8,9,4705,2150,2555,6,8,17,30,20.0%,279.3,127.6,151.7,0.36,0.47,1.01,1.78,276.8,126.5,150.3,0.35,0.47,1.00,1.76,40,50,2.37,2.97,2.35,2.94
,,,Redtaill,Veteran,Mosaic Maestros,Art Club,Solar,12.4,13,1,0.630,1.000,1,0,338,150,188,0,0,3,0,,409.0,181.5,227.5,0.00,0.00,3.63,0.00,338.0,150.0,188.0,0.00,0.00,3.00,0.00,4,3,4.84,3.63,4.00,3.00
,,,Zaya,Veteran,Linguini Lancers,Italian Battalion,Lunar,11.8,513,34,0.333,0.235,8,26,9722,5380,4342,20,7,50,53,37.7%,298.1,165.0,133.2,0.61,0.21,1.53,1.63,285.9,158.2,127.7,0.59,0.21,1.47,1.56,61,95,1.87,2.91,1.79,2.79
,,,Mysty,Veteran,Banshees,The Monster Mash,Lunar,11.7,405,25,0.337,0.400,10,15,7674,3970,3704,12,6,41,42,28.6%,298.1,154.2,143.9,0.47,0.23,1.59,1.63,307.0,158.8,148.2,0.48,0.24,1.64,1.68,45,70,1.75,2.72,1.80,2.80
,,,Thecroctopustv,Veteran,Banana Spiders,Eight Legged Freaks,Lunar,8.7,815,52,0.377,0.423,22,30,13869,7240,6629,25,15,60,99,25.3%,267.7,139.8,128.0,0.48,0.29,1.16,1.91,266.7,139.2,127.5,0.48,0.29,1.15,1.90,91,127,1.76,2.45,1.75,2.44
,,,Sweetnlow120,Veteran,Peppermint,Minty Fresh,Solar,8.2,93,7,0.249,0.143,1,6,1758,880,878,4,1,7,8,50.0%,297.4,148.9,148.5,0.68,0.17,1.18,1.35,251.1,125.7,125.4,0.57,0.14,1.00,1.14,10,20,1.69,3.38,1.43,2.86
,,,Kilo,Veteran,Banana Spiders,Eight Legged Freaks,Lunar,-22.1,68,4,0.366,0.500,2,2,826,470,356,3,0,2,7,42.9%,191.1,108.7,82.4,0.69,0.00,0.46,1.62,206.5,117.5,89.0,0.75,0.00,0.50,1.75,10,14,2.31,3.24,2.50,3.50
,,,Chillin,Rival,Polar Bears,The Bear Den,Lunar,106.8,500,34,0.636,0.647,22,12,14756,8830,5926,43,31,37,113,38.1%,449.5,269.0,180.5,1.31,0.94,1.13,3.44,434.0,259.7,174.3,1.26,0.91,1.09,3.32,107,76,3.26,2.32,3.15,2.24
,,,Thirteen_1313,Rival,"Ocelots
Dolphins
Ruthless Racket
Hue Heroes","The Jungle
Whale Defense
The Syndicate
Art Club",Solar,104.5,349,20,0.554,0.600,12,8,9971,6420,3551,30,20,31,87,34.5%,435.2,280.2,155.0,1.31,0.87,1.35,3.80,498.6,321.0,177.6,1.50,1.00,1.55,4.35,63,55,2.75,2.40,3.15,2.75
,,,Justlaben,Rival,Mozza Marauders,Italian Battalion,Lunar,98.5,960,60,0.633,0.667,40,20,29739,18330,11409,72,43,142,188,38.3%,471.8,290.8,181.0,1.14,0.68,2.25,2.98,495.7,305.5,190.2,1.20,0.72,2.37,3.13,164,115,2.60,1.82,2.73,1.92
,,,Redline (Change This),Rival,Necrotic Nerds,Ghoul School,Solar,98.3,34,2,0.436,0.500,1,1,787,470,317,0,5,4,2,0.0%,352.6,210.6,142.0,0.00,2.24,1.79,0.90,393.5,235.0,158.5,0.00,2.50,2.00,1.00,6,7,2.69,3.14,3.00,3.50
,,,Donkmedaddy,Rival,Polar Bears,The Bear Den,Lunar,88.4,799,56,0.610,0.625,35,21,22490,12920,9570,50,42,86,152,32.9%,428.7,246.3,182.4,0.95,0.80,1.64,2.90,401.6,230.7,170.9,0.89,0.75,1.54,2.71,156,118,2.97,2.25,2.79,2.11
,,,D_Matt_,Rival,Werewolves,The Forest,Solar,87.3,909,56,0.583,0.643,36,20,24909,14880,10029,67,45,80,193,34.7%,417.4,249.3,168.1,1.12,0.75,1.34,3.23,444.8,265.7,179.1,1.20,0.80,1.43,3.45,170,138,2.85,2.31,3.04,2.46
,,,The_Peskiest,Rival,Necrotic Nerds,Ghoul School,Solar,84.8,1013,64,0.617,0.641,41,23,28115,17520,10595,87,45,90,207,42.0%,422.7,263.4,159.3,1.31,0.68,1.35,3.11,439.3,273.8,165.5,1.36,0.70,1.41,3.23,198,147,2.98,2.21,3.09,2.30
,,,Free.,Rival,Lust,Seven Deadly Sins,Lunar,83.7,14,1,0.626,1.000,1,0,457,330,127,3,0,0,3,100.0%,497.2,359.0,138.2,3.26,0.00,0.00,3.26,457.0,330.0,127.0,3.00,0.00,0.00,3.00,4,3,4.35,3.26,4.00,3.00
,,,Debt,Rival,Necrotic Nerds,Ghoul School,Solar,78.0,997,63,0.617,0.635,40,23,26218,15480,10738,69,48,85,193,35.8%,400.5,236.5,164.0,1.05,0.73,1.30,2.95,416.2,245.7,170.4,1.10,0.76,1.35,3.06,195,145,2.98,2.22,3.10,2.30
,,,Going_Steddy,Rival,Blizzards,Storm,Solar,77.7,679,43,0.575,0.628,27,16,17384,10120,7264,43,30,56,152,28.3%,390.0,227.0,162.9,0.96,0.67,1.26,3.41,404.3,235.3,168.9,1.00,0.70,1.30,3.53,106,87,2.38,1.95,2.47,2.02
,,,Kyurmex.,Rival,Hammerheads,Shark Attack,Lunar,75.4,43,3,0.500,0.667,2,1,1094,590,504,2,2,4,9,22.2%,387.5,209.0,178.5,0.71,0.71,1.42,3.19,364.7,196.7,168.0,0.67,0.67,1.33,3.00,5,5,1.77,1.77,1.67,1.67
,,,Kushw,Rival,Vikings,The Sovereign,Lunar,75.0,750,49,0.579,0.551,27,22,19304,11130,8174,45,38,67,138,32.6%,392.0,226.0,166.0,0.91,0.77,1.36,2.80,394.0,227.1,166.8,0.92,0.78,1.37,2.82,131,107,2.66,2.17,2.67,2.18
,,,Jackowanou,Rival,Torte Reform,The Bakery,Solar,73.9,576,39,0.528,0.538,21,18,15631,9300,6331,46,22,51,105,43.8%,413.3,245.9,167.4,1.22,0.58,1.35,2.78,400.8,238.5,162.3,1.18,0.56,1.31,2.69,103,96,2.72,2.54,2.64,2.46
,,,Dribblingpenguin,Rival,Vicunas,The Herd,Lunar,73.6,830,55,0.570,0.582,32,23,21409,12710,8699,61,40,62,151,40.4%,392.9,233.2,159.6,1.12,0.73,1.14,2.77,389.3,231.1,158.2,1.11,0.73,1.13,2.75,147,123,2.70,2.26,2.67,2.24
,,,Terx,Rival,Fangtooths,The Abyss,Lunar,73.3,923,60,0.528,0.567,34,26,23371,13860,9511,66,39,67,196,33.7%,385.7,228.7,157.0,1.09,0.64,1.11,3.23,389.5,231.0,158.5,1.10,0.65,1.12,3.27,165,154,2.72,2.54,2.75,2.57
,,,Ayochil1,Rival,Vikings,The Sovereign,Lunar,71.7,580,38,0.549,0.526,20,18,14386,8540,5846,37,28,46,114,32.5%,377.8,224.3,153.5,0.97,0.74,1.21,2.99,378.6,224.7,153.8,0.97,0.74,1.21,3.00,103,91,2.70,2.39,2.71,2.39
,,,1Ssh1,Rival,Anubis,The Gods,Lunar,70.9,798,56,0.527,0.518,29,27,20964,11730,9234,53,27,69,163,32.5%,400.1,223.9,176.3,1.01,0.52,1.32,3.11,374.4,209.5,164.9,0.95,0.48,1.23,2.91,119,111,2.27,2.12,2.13,1.98
,,,Surge85,Rival,"Hue Heroes
Phantoms","Art Club
The Monster Mash",Lunar,67.5,732,48,0.533,0.458,22,26,18922,10510,8412,44,27,68,136,32.4%,393.7,218.7,175.0,0.92,0.56,1.41,2.83,394.2,219.0,175.3,0.92,0.56,1.42,2.83,109,100,2.27,2.08,2.27,2.08
,,,Caustic_Snow420,Rival,Vikings,The Sovereign,Lunar,66.5,735,49,0.622,0.633,31,18,18486,11240,7246,55,30,58,134,41.0%,383.1,232.9,150.2,1.14,0.62,1.20,2.78,377.3,229.4,147.9,1.12,0.61,1.18,2.73,146,107,3.03,2.22,2.98,2.18
,,,Suckiest Sucker,Rival,Hue Heroes,Art Club,Solar,66.1,939,59,0.542,0.492,29,30,24052,13920,10132,58,36,93,167,34.7%,390.2,225.8,164.4,0.94,0.58,1.51,2.71,407.7,235.9,171.7,0.98,0.61,1.58,2.83,157,141,2.55,2.29,2.66,2.39
,,,Mckiwi,Rival,Lust,Seven Deadly Sins,Lunar,65.6,876,63,0.464,0.460,29,34,22060,11710,10350,45,38,76,151,29.8%,383.6,203.6,180.0,0.78,0.66,1.32,2.63,350.2,185.9,164.3,0.71,0.60,1.21,2.40,122,134,2.12,2.33,1.94,2.13
,,,Dandemko,Rival,Swiss Swindlers,Cheese Guild,Solar,64.9,632,40,0.548,0.600,24,16,15602,9040,6562,33,27,65,114,28.9%,376.0,217.9,158.1,0.80,0.65,1.57,2.75,390.1,226.0,164.1,0.83,0.68,1.63,2.85,104,92,2.51,2.22,2.60,2.30
