Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Challenger,RSC003815,Donkmedaddy,"Spartans
Triceratops
Void
Toucans
Squalls
Limbo
Glide
Destroyah
Metal
Schnauzers
Smooth Mint
Killer Bees
Arctic Foxes
Chia Pets
Flares
Helium
Guardians of the Galaxy
Solar Flares
Panda Bears
Aurora","The Sovereign
Dino Park
The Shadows
The Jungle
Storm
Inferno
The Soundtrack
Kaiju
The Elements
Puppy Paradise
Minty Fresh
The Swarm
Polar Vortex
As Seen on TV!
Fallout Shelter
Group Zero
The Comic Crusaders
North American Soccar Club
The Bear Den
The Cosmos",Solar,67.7,465.0,32.0,0.594,0.625,20.0,12.0,11770.0,6710.0,5060.0,29.0,23.0,38.0,76.0,38.20%,356.7,203.3,153.3,0.88,0.7,1.15,2.3,367.8,209.7,158.1,0.91,0.72,1.19,2.38,82.0,64.0,2.48,1.94,2.56,2.0
Challenger,RSC004060,Rhys,"Schnauzers
Glide
Panda Bears
Penne Patrol
Paperboys
Chia Pets","Puppy Paradise
The Soundtrack
The Bear Den
Italian Battalion
8-Bit Brigade
As Seen on TV!",Lunar,67.4,91.0,6.0,0.598,0.333,2.0,4.0,2521.0,1390.0,1131.0,7.0,1.0,10.0,14.0,50.00%,390.4,215.2,175.1,1.08,0.15,1.55,2.17,420.2,231.7,188.5,1.17,0.17,1.67,2.33,18.0,14.0,2.79,2.17,3.0,2.33
Challenger,RSC003964,Stay Frosty Af,"Threshers
Schnauzers
Panda Bears
Glide
Triceratops
Paperboys
Isopods
Hephaestus
Aurora
Flares
Penne Patrol
Toucans
Smooth Mint
Killer Bees
Breadsticks
Pawberry Pancakes
Chimps","Shark Attack
Puppy Paradise
The Bear Den
The Soundtrack
Dino Park
8-Bit Brigade
The Abyss
Olympus
The Cosmos
Fallout Shelter
Italian Battalion
The Jungle
Minty Fresh
The Swarm
Fifty-Fifty Pizzeria
The Cat Cafe
Planet of the Apes",Solar,64.6,308.0,23.0,0.608,0.609,14.0,9.0,7543.0,4520.0,3023.0,23.0,11.0,20.0,67.0,34.30%,345.1,206.8,138.3,1.05,0.5,0.92,3.07,328.0,196.5,131.4,1.0,0.48,0.87,2.91,62.0,47.0,2.84,2.15,2.7,2.04
Challenger,RSC002301,Raymondpart1,"Aurora
Isopods
Saturn
Chimps
Kraits
Metal
Spartans
Hephaestus
Void
Shock
Schnauzers
Timber Wolves
Destroyah
Panda Bears
Threshers
Penne Patrol
Chia Pets
Helium
Limbo
Flares
Breadsticks
Arctic Foxes","The Cosmos
The Abyss
Milky Way
Planet of the Apes
The Serpents
The Elements
The Sovereign
Olympus
The Shadows
Electric Mayhem
Puppy Paradise
The Forest
Kaiju
The Bear Den
Shark Attack
Italian Battalion
As Seen on TV!
Group Zero
Inferno
Fallout Shelter
Fifty-Fifty Pizzeria
Polar Vortex",Lunar,64.5,370.0,25.0,0.541,0.64,16.0,9.0,9558.0,5770.0,3788.0,29.0,11.0,33.0,67.0,43.30%,364.0,219.7,144.3,1.1,0.42,1.26,2.55,382.3,230.8,151.5,1.16,0.44,1.32,2.68,71.0,64.0,2.7,2.44,2.84,2.56
Challenger,RSC003382,Whymer,"Solar Flares
Metal
Void
Killer Bees
Shock
Smooth Mint
Timber Wolves
Chimps
Penne Patrol
Schnauzers
Panda Bears
Spartans
Triceratops
Guardians of the Galaxy
Glide
Helium
Kraits","North American Soccar Club
The Elements
The Shadows
The Swarm
Electric Mayhem
Minty Fresh
The Forest
Planet of the Apes
Italian Battalion
Puppy Paradise
The Bear Den
The Sovereign
Dino Park
The Comic Crusaders
The Soundtrack
Group Zero
The Serpents",Lunar,64.3,378.0,26.0,0.526,0.5,13.0,13.0,9434.0,5460.0,3974.0,19.0,19.0,41.0,56.0,33.90%,351.7,203.5,148.1,0.71,0.71,1.53,2.09,362.8,210.0,152.8,0.73,0.73,1.58,2.15,62.0,58.0,2.31,2.16,2.38,2.23
Challenger,RSC000759,Skiddlydiddly16,"Timber Wolves
Paperboys
Triceratops
Isopods
Helium
Smooth Mint
Panda Bears
Glide
Penne Patrol
Toucans
Metal
Chimps
Pawberry Pancakes
Shock
Hephaestus
Void
Spartans
Aurora
Limbo
Breadsticks
Arctic Foxes","The Forest
8-Bit Brigade
Dino Park
The Abyss
Group Zero
Minty Fresh
The Bear Den
The Soundtrack
Italian Battalion
The Jungle
The Elements
Planet of the Apes
The Cat Cafe
Electric Mayhem
Olympus
The Shadows
The Sovereign
The Cosmos
Inferno
Fifty-Fifty Pizzeria
Polar Vortex",Lunar,63.9,449.0,34.0,0.47,0.441,15.0,19.0,11313.0,6350.0,4963.0,30.0,18.0,34.0,75.0,40.00%,355.0,199.3,155.8,0.94,0.56,1.07,2.35,332.7,186.8,146.0,0.88,0.53,1.0,2.21,75.0,81.0,2.35,2.54,2.21,2.38
Challenger,RSC002882,.Pyyros,"Limbo
Glide
Penne Patrol
Paperboys
Destroyah","Inferno
The Soundtrack
Italian Battalion
8-Bit Brigade
Kaiju",Solar,63.8,75.0,5.0,0.751,0.8,4.0,1.0,1743.0,1070.0,673.0,4.0,6.0,5.0,12.0,33.30%,327.5,201.0,126.4,0.75,1.13,0.94,2.25,348.6,214.0,134.6,0.8,1.2,1.0,2.4,18.0,9.0,3.38,1.69,3.6,1.8
Challenger,RSC001942,Dendro,"Chimps
Threshers
Timber Wolves
Void
Arctic Foxes
Pawberry Pancakes
Solar Flares
Guardians of the Galaxy
Breadsticks
Kraits
Hephaestus
Glide
Triceratops
Smooth Mint
Isopods
Shock
Paperboys
Destroyah
Chia Pets
Metal
Killer Bees
Penne Patrol
Saturn","Planet of the Apes
Shark Attack
The Forest
The Shadows
Polar Vortex
The Cat Cafe
North American Soccar Club
The Comic Crusaders
Fifty-Fifty Pizzeria
The Serpents
Olympus
The Soundtrack
Dino Park
Minty Fresh
The Abyss
Electric Mayhem
8-Bit Brigade
Kaiju
As Seen on TV!
The Elements
The Swarm
Italian Battalion
Milky Way",Lunar,63.8,465.0,34.0,0.485,0.441,15.0,19.0,11459.0,6690.0,4769.0,30.0,18.0,38.0,89.0,33.70%,347.3,202.7,144.5,0.91,0.55,1.15,2.7,337.0,196.8,140.3,0.88,0.53,1.12,2.62,78.0,81.0,2.36,2.45,2.29,2.38
Challenger,RSC000763,Rogueum,"Arctic Foxes
Schnauzers
Squalls
Void
Paperboys
Aurora
Threshers
Chia Pets
Helium
Guardians of the Galaxy
Flares
Penne Patrol
Metal
Destroyah
Kraits
Limbo
Chimps
Glide
Isopods","Polar Vortex
Puppy Paradise
Storm
The Shadows
8-Bit Brigade
The Cosmos
Shark Attack
As Seen on TV!
Group Zero
The Comic Crusaders
Fallout Shelter
Italian Battalion
The Elements
Kaiju
The Serpents
Inferno
Planet of the Apes
The Soundtrack
The Abyss",Lunar,63.0,360.0,28.0,0.559,0.536,15.0,13.0,8721.0,4860.0,3861.0,20.0,13.0,30.0,71.0,28.20%,341.4,190.2,151.1,0.78,0.51,1.17,2.78,311.5,173.6,137.9,0.71,0.46,1.07,2.54,63.0,54.0,2.47,2.11,2.25,1.93
Challenger,RSC001576,Polarpandah,"Schnauzers
Timber Wolves
Metal
Saturn
Triceratops
Killer Bees
Chia Pets
Aurora
Threshers
Hephaestus
Panda Bears
Pawberry Pancakes
Paperboys","Puppy Paradise
The Forest
The Elements
Milky Way
Dino Park
The Swarm
As Seen on TV!
The Cosmos
Shark Attack
Olympus
The Bear Den
The Cat Cafe
8-Bit Brigade",Lunar,62.9,274.0,18.0,0.62,0.667,12.0,6.0,6768.0,4070.0,2698.0,16.0,12.0,28.0,47.0,34.00%,348.1,209.3,138.8,0.82,0.62,1.44,2.42,376.0,226.1,149.9,0.89,0.67,1.56,2.61,47.0,34.0,2.42,1.75,2.61,1.89
Challenger,RSC001002,Zar235,"Breadsticks
Destroyah
Aurora
Penne Patrol
Paperboys
Threshers
Saturn
Limbo
Chia Pets
Kraits
Solar Flares
Isopods
Toucans
Glide
Hephaestus
Triceratops
Schnauzers
Helium
Smooth Mint
Metal
Pawberry Pancakes","Fifty-Fifty Pizzeria
Kaiju
The Cosmos
Italian Battalion
8-Bit Brigade
Shark Attack
Milky Way
Inferno
As Seen on TV!
The Serpents
North American Soccar Club
The Abyss
The Jungle
The Soundtrack
Olympus
Dino Park
Puppy Paradise
Group Zero
Minty Fresh
The Elements
The Cat Cafe",Solar,62.8,526.0,38.0,0.528,0.474,18.0,20.0,12706.0,7110.0,5596.0,29.0,26.0,40.0,91.0,31.90%,340.4,190.5,149.9,0.78,0.7,1.07,2.44,334.4,187.1,147.3,0.76,0.68,1.05,2.39,86.0,80.0,2.3,2.14,2.26,2.11
Challenger,RSC003515,89Ken,"Killer Bees
Schnauzers
Spartans
Metal
Arctic Foxes
Aurora
Threshers
Squalls
Pawberry Pancakes
Timber Wolves
Void
Triceratops
Chia Pets
Helium
Isopods
Penne Patrol
Guardians of the Galaxy
Chimps
Destroyah
Saturn
Flares
Breadsticks
Glide","The Swarm
Puppy Paradise
The Sovereign
The Elements
Polar Vortex
The Cosmos
Shark Attack
Storm
The Cat Cafe
The Forest
The Shadows
Dino Park
As Seen on TV!
Group Zero
The Abyss
Italian Battalion
The Comic Crusaders
Planet of the Apes
Kaiju
Milky Way
Fallout Shelter
Fifty-Fifty Pizzeria
The Soundtrack",Lunar,62.6,480.0,35.0,0.515,0.486,17.0,18.0,11870.0,6630.0,5240.0,32.0,15.0,35.0,93.0,34.40%,348.5,194.6,153.8,0.94,0.44,1.03,2.73,339.1,189.4,149.7,0.91,0.43,1.0,2.66,79.0,76.0,2.32,2.23,2.26,2.17
Challenger,RSC002633,Titan,"Schnauzers
Arctic Foxes
Breadsticks
Panda Bears
Isopods
Penne Patrol
Helium
Toucans
Limbo
Killer Bees
Chia Pets
Void
Destroyah
Smooth Mint
Hephaestus
Timber Wolves
Triceratops
Squalls","Puppy Paradise
Polar Vortex
Fifty-Fifty Pizzeria
The Bear Den
The Abyss
Italian Battalion
Group Zero
The Jungle
Inferno
The Swarm
As Seen on TV!
The Shadows
Kaiju
Minty Fresh
Olympus
The Forest
Dino Park
Storm",Solar,61.5,413.0,32.0,0.478,0.469,15.0,17.0,9802.0,5470.0,4332.0,22.0,19.0,31.0,77.0,28.60%,334.4,186.6,147.8,0.75,0.65,1.06,2.63,306.3,170.9,135.4,0.69,0.59,0.97,2.41,71.0,75.0,2.42,2.56,2.22,2.34
Challenger,RSC004185,Gaither11,"Solar Flares
Kraits
Shock
Triceratops
Destroyah
Timber Wolves
Helium
Smooth Mint
Guardians of the Galaxy
Killer Bees
Flares
Breadsticks
Spartans
Void","North American Soccar Club
The Serpents
Electric Mayhem
Dino Park
Kaiju
The Forest
Group Zero
Minty Fresh
The Comic Crusaders
The Swarm
Fallout Shelter
Fifty-Fifty Pizzeria
The Sovereign
The Shadows",Lunar,61.2,245.0,17.0,0.491,0.471,8.0,9.0,5998.0,3420.0,2578.0,17.0,6.0,18.0,52.0,32.70%,345.0,196.7,148.3,0.98,0.35,1.04,2.99,352.8,201.2,151.6,1.0,0.35,1.06,3.06,43.0,44.0,2.47,2.53,2.53,2.59
Challenger,RSC000348,Prem1X,"Timber Wolves
Shock
Spartans
Limbo
Helium
Destroyah
Guardians of the Galaxy
Paperboys
Glide
Breadsticks
Arctic Foxes
Isopods","The Forest
Electric Mayhem
The Sovereign
Inferno
Group Zero
Kaiju
The Comic Crusaders
8-Bit Brigade
The Soundtrack
Fifty-Fifty Pizzeria
Polar Vortex
The Abyss",Lunar,61.1,315.0,21.0,0.589,0.667,14.0,7.0,7783.0,4600.0,3183.0,20.0,12.0,29.0,55.0,36.40%,348.2,205.8,142.4,0.89,0.54,1.3,2.46,370.6,219.0,151.6,0.95,0.57,1.38,2.62,58.0,46.0,2.59,2.06,2.76,2.19
Challenger,RSC004419,Miro,"Smooth Mint
Chia Pets
Guardians of the Galaxy
Isopods
Chimps
Metal","Minty Fresh
As Seen on TV!
The Comic Crusaders
The Abyss
Planet of the Apes
The Elements",Lunar,61.0,96.0,7.0,0.543,0.571,4.0,3.0,2306.0,1390.0,916.0,5.0,6.0,9.0,14.0,35.70%,338.5,204.0,134.5,0.73,0.88,1.32,2.05,329.4,198.6,130.9,0.71,0.86,1.29,2.0,20.0,18.0,2.94,2.64,2.86,2.57
Challenger,RSC003726,Made By Miraj,"Flares
Isopods
Metal
Pawberry Pancakes
Hephaestus
Panda Bears
Chia Pets
Killer Bees
Kraits
Timber Wolves
Arctic Foxes","Fallout Shelter
The Abyss
The Elements
The Cat Cafe
Olympus
The Bear Den
As Seen on TV!
The Swarm
The Serpents
The Forest
Polar Vortex",Solar,60.9,164.0,12.0,0.514,0.5,6.0,6.0,4061.0,2220.0,1841.0,11.0,4.0,12.0,32.0,34.40%,348.9,190.7,158.2,0.95,0.34,1.03,2.75,338.4,185.0,153.4,0.92,0.33,1.0,2.67,28.0,27.0,2.41,2.32,2.33,2.25
Challenger,RSC003094,Galvarino,"Triceratops
Squalls
Toucans
Destroyah
Timber Wolves
Smooth Mint
Metal
Killer Bees
Paperboys
Chia Pets
Solar Flares
Flares
Helium
Hephaestus
Guardians of the Galaxy
Schnauzers
Arctic Foxes
Aurora","Dino Park
Storm
The Jungle
Kaiju
The Forest
Minty Fresh
The Elements
The Swarm
8-Bit Brigade
As Seen on TV!
North American Soccar Club
Fallout Shelter
Group Zero
Olympus
The Comic Crusaders
Puppy Paradise
Polar Vortex
The Cosmos",Solar,60.7,445.0,32.0,0.462,0.406,13.0,19.0,10781.0,6040.0,4741.0,26.0,13.0,38.0,89.0,29.20%,341.4,191.3,150.1,0.82,0.41,1.2,2.82,336.9,188.8,148.2,0.81,0.41,1.19,2.78,68.0,75.0,2.15,2.37,2.13,2.34
Challenger,RSC002324,Chazzthedr,"Chimps
Helium
Arctic Foxes
Breadsticks
Kraits
Toucans","Planet of the Apes
Group Zero
Polar Vortex
Fifty-Fifty Pizzeria
The Serpents
The Jungle",Lunar,60.6,119.0,8.0,0.648,0.75,6.0,2.0,2947.0,1600.0,1347.0,7.0,4.0,10.0,20.0,35.00%,349.0,189.5,159.5,0.83,0.47,1.18,2.37,368.4,200.0,168.4,0.88,0.5,1.25,2.5,21.0,14.0,2.49,1.66,2.63,1.75
Challenger,RSC000728,Gatman,"Solar Flares
Threshers
Penne Patrol
Schnauzers","North American Soccar Club
Shark Attack
Italian Battalion
Puppy Paradise",Solar,60.2,58.0,4.0,0.5,0.5,2.0,2.0,1374.0,820.0,554.0,3.0,2.0,6.0,12.0,25.00%,333.8,199.2,134.6,0.73,0.49,1.46,2.92,343.5,205.0,138.5,0.75,0.5,1.5,3.0,8.0,8.0,1.94,1.94,2.0,2.0
Challenger,RSC003032,X3Dx Toasty,"Toucans
Panda Bears
Timber Wolves
Isopods
Chia Pets
Destroyah
Paperboys
Flares
Penne Patrol
Threshers
Metal
Squalls
Pawberry Pancakes
Shock
Chimps
Schnauzers
Aurora
Hephaestus
Void
Arctic Foxes
Spartans
Smooth Mint","The Jungle
The Bear Den
The Forest
The Abyss
As Seen on TV!
Kaiju
8-Bit Brigade
Fallout Shelter
Italian Battalion
Shark Attack
The Elements
Storm
The Cat Cafe
Electric Mayhem
Planet of the Apes
Puppy Paradise
The Cosmos
Olympus
The Shadows
Polar Vortex
The Sovereign
Minty Fresh",Solar,60.2,429.0,33.0,0.601,0.545,18.0,15.0,10542.0,5560.0,4982.0,26.0,16.0,29.0,71.0,36.60%,346.3,182.6,163.6,0.85,0.53,0.95,2.33,319.5,168.5,151.0,0.79,0.48,0.88,2.15,83.0,64.0,2.73,2.1,2.52,1.94
Challenger,RSC000448,Col,"Chimps
Pawberry Pancakes
Threshers
Squalls
Chia Pets
Guardians of the Galaxy
Metal
Smooth Mint
Isopods
Flares
Void
Aurora
Toucans
Saturn
Breadsticks
Penne Patrol","Planet of the Apes
The Cat Cafe
Shark Attack
Storm
As Seen on TV!
The Comic Crusaders
The Elements
Minty Fresh
The Abyss
Fallout Shelter
The Shadows
The Cosmos
The Jungle
Milky Way
Fifty-Fifty Pizzeria
Italian Battalion",Lunar,59.9,286.0,20.0,0.579,0.6,12.0,8.0,6939.0,3920.0,3019.0,20.0,9.0,18.0,57.0,35.10%,341.9,193.1,148.7,0.99,0.44,0.89,2.81,347.0,196.0,151.0,1.0,0.45,0.9,2.85,47.0,38.0,2.32,1.87,2.35,1.9
Challenger,RSC003823,Brettwhitt,"Threshers
Helium
Glide
Limbo
Arctic Foxes
Triceratops
Panda Bears
Toucans
Isopods
Breadsticks
Shock
Paperboys
Smooth Mint
Chia Pets","Shark Attack
Group Zero
The Soundtrack
Inferno
Polar Vortex
Dino Park
The Bear Den
The Jungle
The Abyss
Fifty-Fifty Pizzeria
Electric Mayhem
8-Bit Brigade
Minty Fresh
As Seen on TV!",Lunar,59.5,293.0,19.0,0.436,0.421,8.0,11.0,7101.0,4150.0,2951.0,19.0,8.0,25.0,60.0,31.70%,341.5,199.6,141.9,0.91,0.38,1.2,2.89,373.7,218.4,155.3,1.0,0.42,1.32,3.16,44.0,52.0,2.12,2.5,2.32,2.74
Challenger,RSC002797,Mini,"Saturn
Penne Patrol
Destroyah
Schnauzers
Chimps
Limbo
Guardians of the Galaxy
Spartans
Smooth Mint
Squalls
Helium
Breadsticks
Isopods
Hephaestus
Threshers
Arctic Foxes
Chia Pets
Kraits
Killer Bees
Timber Wolves","Milky Way
Italian Battalion
Kaiju
Puppy Paradise
Planet of the Apes
Inferno
The Comic Crusaders
The Sovereign
Minty Fresh
Storm
Group Zero
Fifty-Fifty Pizzeria
The Abyss
Olympus
Shark Attack
Polar Vortex
As Seen on TV!
The Serpents
The Swarm
The Forest",Lunar,59.5,495.0,35.0,0.476,0.486,17.0,18.0,11712.0,6120.0,5592.0,21.0,20.0,43.0,87.0,24.10%,333.4,174.2,159.2,0.6,0.57,1.22,2.48,334.6,174.9,159.8,0.6,0.57,1.23,2.49,76.0,81.0,2.16,2.31,2.17,2.31
Challenger,RSC004409,Coreybirdo,"Timber Wolves
Helium
Arctic Foxes
Killer Bees
Glide
Smooth Mint
Breadsticks","The Forest
Group Zero
Polar Vortex
The Swarm
The Soundtrack
Minty Fresh
Fifty-Fifty Pizzeria",Solar,59.3,137.0,9.0,0.436,0.333,3.0,6.0,3486.0,2100.0,1386.0,11.0,3.0,12.0,25.0,44.00%,358.6,216.0,142.6,1.13,0.31,1.23,2.57,387.3,233.3,154.0,1.22,0.33,1.33,2.78,23.0,27.0,2.37,2.78,2.56,3.0
Challenger,RSC002408,Gmoney,"Solar Flares
Void
Killer Bees
Shock
Saturn
Paperboys
Timber Wolves
Panda Bears
Hephaestus
Threshers
Limbo
Spartans
Guardians of the Galaxy
Isopods
Aurora
Schnauzers
Kraits","North American Soccar Club
The Shadows
The Swarm
Electric Mayhem
Milky Way
8-Bit Brigade
The Forest
The Bear Den
Olympus
Shark Attack
Inferno
The Sovereign
The Comic Crusaders
The Abyss
The Cosmos
Puppy Paradise
The Serpents",Lunar,59.2,376.0,27.0,0.423,0.481,13.0,14.0,9272.0,5580.0,3692.0,26.0,10.0,35.0,73.0,35.60%,347.5,209.1,138.4,0.97,0.37,1.31,2.74,343.4,206.7,136.7,0.96,0.37,1.3,2.7,60.0,73.0,2.25,2.74,2.22,2.7
Challenger,RSC001052,Cubbyybbuc,"Toucans
Squalls
Pawberry Pancakes
Triceratops
Aurora
Metal
Schnauzers
Smooth Mint
Killer Bees
Timber Wolves
Flares
Destroyah
Helium
Guardians of the Galaxy
Solar Flares
Arctic Foxes
Chia Pets","The Jungle
Storm
The Cat Cafe
Dino Park
The Cosmos
The Elements
Puppy Paradise
Minty Fresh
The Swarm
The Forest
Fallout Shelter
Kaiju
Group Zero
The Comic Crusaders
North American Soccar Club
Polar Vortex
As Seen on TV!",Solar,59.1,457.0,32.0,0.631,0.719,23.0,9.0,11302.0,6400.0,4902.0,27.0,18.0,42.0,70.0,38.60%,348.5,197.3,151.2,0.83,0.56,1.3,2.16,353.2,200.0,153.2,0.84,0.56,1.31,2.19,85.0,60.0,2.62,1.85,2.66,1.88
Challenger,RSC003976,Creamysteve,"Triceratops
Void
Saturn
Isopods
Guardians of the Galaxy
Smooth Mint
Kraits
Timber Wolves
Metal
Solar Flares
Paperboys
Toucans
Flares
Pawberry Pancakes
Penne Patrol
Squalls","Dino Park
The Shadows
Milky Way
The Abyss
The Comic Crusaders
Minty Fresh
The Serpents
The Forest
The Elements
North American Soccar Club
8-Bit Brigade
The Jungle
Fallout Shelter
The Cat Cafe
Italian Battalion
Storm",Solar,58.9,396.0,26.0,0.507,0.538,14.0,12.0,9948.0,5850.0,4098.0,27.0,7.0,41.0,75.0,36.00%,354.0,208.2,145.8,0.96,0.25,1.46,2.67,382.6,225.0,157.6,1.04,0.27,1.58,2.88,57.0,56.0,2.03,1.99,2.19,2.15
Challenger,RSC002386,Gidderrrs,"Destroyah
Panda Bears
Schnauzers
Spartans
Guardians of the Galaxy
Saturn
Paperboys
Glide
Solar Flares
Isopods
Squalls
Metal
Limbo
Breadsticks
Penne Patrol
Threshers
Aurora
Timber Wolves
Chia Pets","Kaiju
The Bear Den
Puppy Paradise
The Sovereign
The Comic Crusaders
Milky Way
8-Bit Brigade
The Soundtrack
North American Soccar Club
The Abyss
Storm
The Elements
Inferno
Fifty-Fifty Pizzeria
Italian Battalion
Shark Attack
The Cosmos
The Forest
As Seen on TV!",Solar,58.7,414.0,29.0,0.458,0.448,13.0,16.0,10206.0,5530.0,4676.0,25.0,11.0,35.0,73.0,34.20%,347.4,188.2,159.2,0.85,0.37,1.19,2.48,351.9,190.7,161.2,0.86,0.38,1.21,2.52,60.0,67.0,2.04,2.28,2.07,2.31
Challenger,RSC000005,Kli,"Spartans
Isopods
Killer Bees
Toucans
Penne Patrol
Arctic Foxes
Smooth Mint
Chimps
Triceratops
Pawberry Pancakes
Chia Pets
Aurora
Threshers
Solar Flares
Squalls
Hephaestus
Flares
Void
Metal
Schnauzers
Saturn
flares","The Sovereign
The Abyss
The Swarm
The Jungle
Italian Battalion
Polar Vortex
Minty Fresh
Planet of the Apes
Dino Park
The Cat Cafe
As Seen on TV!
The Cosmos
Shark Attack
North American Soccar Club
Storm
Olympus
Fallout Shelter
The Shadows
The Elements
Puppy Paradise
Milky Way
Fallout Shelter",Solar,58.4,502.0,33.0,0.552,0.636,21.0,12.0,11879.0,6880.0,4999.0,27.0,23.0,43.0,88.0,30.70%,333.4,193.1,140.3,0.76,0.65,1.21,2.47,360.0,208.5,151.5,0.82,0.7,1.3,2.67,87.0,76.0,2.44,2.13,2.64,2.3
Challenger,RSC000744,Risenwolfchamp,"Chimps
Chia Pets
Flares
Breadsticks
Saturn
Paperboys
Smooth Mint
Guardians of the Galaxy
Void
Metal
Killer Bees
Penne Patrol
Kraits","Planet of the Apes
As Seen on TV!
Fallout Shelter
Fifty-Fifty Pizzeria
Milky Way
8-Bit Brigade
Minty Fresh
The Comic Crusaders
The Shadows
The Elements
The Swarm
Italian Battalion
The Serpents",Lunar,58.4,249.0,18.0,0.5,0.5,9.0,9.0,5968.0,3230.0,2738.0,13.0,12.0,19.0,38.0,34.20%,337.7,182.8,154.9,0.74,0.68,1.08,2.15,331.6,179.4,152.1,0.72,0.67,1.06,2.11,43.0,43.0,2.43,2.43,2.39,2.39
Challenger,RSC000054,Blindvisionary,"Helium
Smooth Mint
Breadsticks
Arctic Foxes
Squalls
Chimps
Flares
Saturn
Destroyah
Timber Wolves
Kraits
Chia Pets
Panda Bears
Spartans
Toucans
Triceratops
Isopods
Threshers
Aurora","Group Zero
Minty Fresh
Fifty-Fifty Pizzeria
Polar Vortex
Storm
Planet of the Apes
Fallout Shelter
Milky Way
Kaiju
The Forest
The Serpents
As Seen on TV!
The Bear Den
The Sovereign
The Jungle
Dino Park
The Abyss
Shark Attack
The Cosmos",Solar,58.4,421.0,28.0,0.539,0.5,14.0,14.0,9979.0,5850.0,4129.0,24.0,19.0,35.0,75.0,32.00%,334.0,195.8,138.2,0.8,0.64,1.17,2.51,356.4,208.9,147.5,0.86,0.68,1.25,2.68,73.0,66.0,2.44,2.21,2.61,2.36
Challenger,RSC003172,Satch Malone,"Destroyah
Void
Timber Wolves
Hephaestus
Threshers
Shock
Chia Pets
Metal
Killer Bees
Aurora
Penne Patrol
Flares
Arctic Foxes","Kaiju
The Shadows
The Forest
Olympus
Shark Attack
Electric Mayhem
As Seen on TV!
The Elements
The Swarm
The Cosmos
Italian Battalion
Fallout Shelter
Polar Vortex",Solar,58.3,224.0,16.0,0.5,0.438,7.0,9.0,5232.0,3070.0,2162.0,9.0,9.0,26.0,42.0,21.40%,329.1,193.1,136.0,0.57,0.57,1.64,2.64,327.0,191.9,135.1,0.56,0.56,1.63,2.63,35.0,35.0,2.2,2.2,2.19,2.19
Challenger,RSC004211,Lynchmeister,"Smooth Mint
Guardians of the Galaxy
Flares
Paperboys
Kraits
Metal
Pawberry Pancakes
Triceratops
Toucans
Chia Pets
Breadsticks
Void
Helium
Aurora
Hephaestus
Killer Bees
Isopods
Limbo
Shock
Spartans
Penne Patrol","Minty Fresh
The Comic Crusaders
Fallout Shelter
8-Bit Brigade
The Serpents
The Elements
The Cat Cafe
Dino Park
The Jungle
As Seen on TV!
Fifty-Fifty Pizzeria
The Shadows
Group Zero
The Cosmos
Olympus
The Swarm
The Abyss
Inferno
Electric Mayhem
The Sovereign
Italian Battalion",Lunar,58.2,430.0,31.0,0.537,0.484,15.0,16.0,10555.0,6030.0,4525.0,22.0,15.0,48.0,68.0,32.40%,345.9,197.6,148.3,0.72,0.49,1.57,2.23,340.5,194.5,146.0,0.71,0.48,1.55,2.19,64.0,58.0,2.1,1.9,2.06,1.87
Challenger,RSC000172,Bill Nye The Cat Guru,"Aurora
Spartans
Pawberry Pancakes
Threshers
Smooth Mint
Triceratops
Isopods
Shock
Arctic Foxes
Glide
Helium
Destroyah
Guardians of the Galaxy
Solar Flares
Paperboys
Chimps
Penne Patrol
Panda Bears
Squalls","The Cosmos
The Sovereign
The Cat Cafe
Shark Attack
Minty Fresh
Dino Park
The Abyss
Electric Mayhem
Polar Vortex
The Soundtrack
Group Zero
Kaiju
The Comic Crusaders
North American Soccar Club
8-Bit Brigade
Planet of the Apes
Italian Battalion
The Bear Den
Storm",Lunar,57.1,358.0,24.0,0.481,0.583,14.0,10.0,8750.0,4810.0,3940.0,24.0,9.0,26.0,66.0,36.40%,344.4,189.3,155.1,0.94,0.35,1.02,2.6,364.6,200.4,164.2,1.0,0.38,1.08,2.75,62.0,65.0,2.44,2.56,2.58,2.71
Challenger,RSC002850,The Static,"Pawberry Pancakes
Chimps
Spartans
Threshers
Penne Patrol
Flares
Killer Bees
Metal
Toucans
Schnauzers
Guardians of the Galaxy
Saturn
Glide
Solar Flares
Isopods
Limbo
Paperboys
Chia Pets
Smooth Mint
Aurora","The Cat Cafe
Planet of the Apes
The Sovereign
Shark Attack
Italian Battalion
Fallout Shelter
The Swarm
The Elements
The Jungle
Puppy Paradise
The Comic Crusaders
Milky Way
The Soundtrack
North American Soccar Club
The Abyss
Inferno
8-Bit Brigade
As Seen on TV!
Minty Fresh
The Cosmos",Solar,56.9,359.0,24.0,0.616,0.625,15.0,9.0,8367.0,4730.0,3637.0,17.0,16.0,32.0,63.0,27.00%,328.4,185.7,142.8,0.67,0.63,1.26,2.47,348.6,197.1,151.5,0.71,0.67,1.33,2.63,64.0,47.0,2.51,1.84,2.67,1.96
