Tier,RSC ID,Player Name,Team(s),Franchise(s),Conf.,Div,SBV,TS,GP,TS/GP,PWE,W%,W,L,MVPs,P,SP,NP,G,A,Sv,Sh,Sh%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,PPG,SPPG,NPPG,GPG,APG,SvPG,ShPG,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
Elite,RSC008180,Seth,"Frostbite
Black-Holes","Sub Zero
The Cosmos","Solar
Lunar","Solar Mountain
Lunar Cloud",40.98,566,34,16.65,0.495,0.471,16,18,5,11610,6490,5120,22,17,51,89,0.247,324.48,181.39,143.10,0.61,0.48,1.43,2.49,341.47,190.88,150.59,0.65,0.50,1.50,2.62,83,86,2.32,2.40,2.44,2.53
Elite,RSC005508,Lil Windex,"Sloths
Teddy Bears","The Jungle
The Bear Den","Solar
Lunar","Solar Mountain
Lunar Mountain",66.66,950,58,16.38,0.500,0.534,31,27,12,21631,12810,8821,45,43,83,201,0.224,360.19,213.31,146.88,0.75,0.72,1.38,3.35,372.95,220.86,152.09,0.78,0.74,1.43,3.47,139,139,2.31,2.31,2.40,2.40
Elite,RSC006087,DoorTK,Sloths,The Jungle,Solar,Solar Mountain,45.95,977,60,16.28,0.494,0.517,31,29,7,20035,11520,8515,39,46,79,137,0.285,324.39,186.52,137.87,0.63,0.74,1.28,2.22,333.92,192.00,141.92,0.65,0.77,1.32,2.28,141,148,2.28,2.40,2.35,2.47
Elite,RSC005482,Benny!,Sloths,The Jungle,Solar,Solar Mountain,43.14,208,12,17.33,0.420,0.333,4,8,1,4418,2480,1938,6,8,25,23,0.261,336.00,188.61,147.39,0.46,0.61,1.90,1.75,368.17,206.67,161.50,0.50,0.67,2.08,1.92,25,38,1.90,2.89,2.08,3.17
Elite,RSC006395,Gizmo,Forge Defenders,Dwarf Haven,Solar,Solar Ocean,47.77,890,58,15.34,0.499,0.431,25,33,6,19493,10100,9393,35,30,77,125,0.280,346.47,179.52,166.95,0.62,0.53,1.37,2.22,336.09,174.14,161.95,0.60,0.52,1.33,2.16,127,128,2.26,2.28,2.19,2.21
Elite,RSC007882,mirage,Forge Defenders,Dwarf Haven,Solar,Solar Ocean,81.01,866,58,14.93,0.501,0.448,26,32,14,22803,13190,9613,55,33,85,179,0.307,416.54,240.94,175.60,1.00,0.60,1.55,3.27,393.16,227.41,165.74,0.95,0.57,1.47,3.09,130,129,2.37,2.36,2.24,2.22
Elite,RSC001889,Phelpsy,"Forge Defenders
Teddy Bears","Dwarf Haven
The Bear Den","Solar
Lunar","Solar Ocean
Lunar Mountain",39.58,723,45,16.07,0.505,0.467,21,24,3,14640,8680,5960,28,25,72,103,0.272,320.32,189.92,130.40,0.61,0.55,1.58,2.25,325.33,192.89,132.44,0.62,0.56,1.60,2.29,103,99,2.25,2.17,2.29,2.20
Elite,RSC005290,IMOLDGREG67,Expelled,Ghoul School,Lunar,Lunar Mountain,74.72,907,56,16.20,0.524,0.571,32,24,13,21897,12630,9267,52,39,68,208,0.250,381.90,220.28,161.63,0.91,0.68,1.19,3.63,391.02,225.54,165.48,0.93,0.70,1.21,3.71,137,112,2.39,1.95,2.45,2.00
Elite,RSC003360,flossy,Expelled,Ghoul School,Lunar,Lunar Mountain,56.60,1035,64,16.17,0.511,0.516,33,31,8,22722,13130,9592,44,47,93,173,0.254,347.28,200.68,146.60,0.67,0.72,1.42,2.64,355.03,205.16,149.88,0.69,0.73,1.45,2.70,155,141,2.37,2.16,2.42,2.20
Elite,RSC007295,TheLegendaryChance,Expelled,Ghoul School,Lunar,Lunar Mountain,50.10,938,58,16.17,0.517,0.534,31,27,11,20391,11490,8901,50,34,65,154,0.325,343.89,193.77,150.11,0.84,0.57,1.10,2.60,351.57,198.10,153.47,0.86,0.59,1.12,2.66,143,124,2.41,2.09,2.47,2.14
Elite,RSC007964,Buxter,Afterburners,Remove Before Flight,Lunar,Lunar Ocean,55.64,670,41,16.34,0.525,0.512,21,20,6,15110,8860,6250,35,27,59,106,0.330,356.75,209.19,147.56,0.83,0.64,1.39,2.50,368.54,216.10,152.44,0.85,0.66,1.44,2.59,113,94,2.67,2.22,2.76,2.29
Elite,RSC003055,Lad,"Afterburners
Fire
Cotija Cartel","Remove Before Flight
The Elements
Cheese Guild","Lunar
Solar
Lunar","Lunar Ocean
Solar Ember
Lunar Mountain",21.18,310,19,16.32,0.380,0.211,4,15,2,5714,3280,2434,11,8,29,33,0.333,291.58,167.37,124.20,0.56,0.41,1.48,1.68,300.74,172.63,128.11,0.58,0.42,1.53,1.74,34,69,1.73,3.52,1.79,3.63
Elite,RSC004917,Nahzey,Afterburners,Remove Before Flight,Lunar,Lunar Ocean,65.69,513,32,16.03,0.529,0.625,20,12,6,12170,7330,4840,30,25,45,83,0.361,375.28,226.03,149.25,0.93,0.77,1.39,2.56,380.31,229.06,151.25,0.94,0.78,1.41,2.59,82,67,2.53,2.07,2.56,2.09
Elite,RSC005754,Monty.,"Vortex Vesper
Dodos
Fire","5 O'clock Nowhere
Flightless Fowl
The Elements","Solar
Lunar
Solar","Solar Cloud
Lunar Cloud
Solar Ember",73.31,263,20,13.15,0.538,0.500,10,10,4,6685,3830,2855,14,13,28,38,0.368,402.09,230.37,171.72,0.84,0.78,1.68,2.29,334.25,191.50,142.75,0.70,0.65,1.40,1.90,44,35,2.65,2.11,2.20,1.75
Elite,RSC000626,President Plorpus.,Vortex Vesper,5 O'clock Nowhere,Solar,Solar Cloud,42.30,300,21,14.29,0.479,0.429,9,12,3,6274,3300,2974,11,9,26,45,0.244,330.83,174.01,156.82,0.58,0.47,1.37,2.37,298.76,157.14,141.62,0.52,0.43,1.24,2.14,35,40,1.85,2.11,1.67,1.90
Elite,RSC008223,GoldFish,Vortex Vesper,5 O'clock Nowhere,Solar,Solar Cloud,82.71,319,24,13.29,0.518,0.417,10,14,4,8326,4030,4296,10,15,34,58,0.172,412.88,199.84,213.04,0.50,0.74,1.69,2.88,346.92,167.92,179.00,0.42,0.63,1.42,2.42,45,40,2.23,1.98,1.88,1.67
Elite,RSC004698,Slvr.,Desolation,Event Horizon,Solar,Solar Ember,92.18,928,61,15.21,0.549,0.656,40,21,21,25842,15110,10732,66,40,90,201,0.328,440.51,257.57,182.94,1.13,0.68,1.53,3.43,423.64,247.70,175.93,1.08,0.66,1.48,3.30,167,111,2.85,1.89,2.74,1.82
Elite,RSC004022,Stakd,Desolation,Event Horizon,Solar,Solar Ember,33.55,926,61,15.18,0.548,0.656,40,21,4,17703,9550,8153,34,36,63,120,0.283,302.42,163.14,139.28,0.58,0.61,1.08,2.05,290.21,156.56,133.66,0.56,0.59,1.03,1.97,166,111,2.84,1.90,2.72,1.82
Elite,RSC007263,HardPointy,Desolation,Event Horizon,Solar,Solar Ember,98.81,804,53,15.17,0.551,0.660,35,18,15,22856,14210,8646,63,43,81,171,0.368,449.70,279.59,170.11,1.24,0.85,1.59,3.36,431.25,268.11,163.13,1.19,0.81,1.53,3.23,150,100,2.95,1.97,2.83,1.89
Elite,RSC006468,AlphaChuck,Teddy Bears,The Bear Den,Lunar,Lunar Mountain,66.69,1006,60,16.77,0.515,0.633,38,22,14,24127,14620,9507,54,41,107,182,0.297,379.39,229.89,149.49,0.85,0.64,1.68,2.86,402.12,243.67,158.45,0.90,0.68,1.78,3.03,147,129,2.31,2.03,2.45,2.15
Elite,RSC006783,ImSouperGreat,Teddy Bears,The Bear Den,Lunar,Lunar Mountain,45.55,803,48,16.73,0.523,0.625,30,18,10,17223,9180,8043,33,23,69,128,0.258,339.29,180.84,158.45,0.65,0.45,1.36,2.52,358.81,191.25,167.56,0.69,0.48,1.44,2.67,121,101,2.38,1.99,2.52,2.10
Elite,RSC005899,DJDancingDuckGif,"Teddy Bears
Frostbite","The Bear Den
Sub Zero","Lunar
Solar","Lunar Mountain
Solar Mountain",84.07,903,55,16.42,0.531,0.600,33,22,15,24164,14310,9854,55,45,100,156,0.353,423.31,250.69,172.62,0.96,0.79,1.75,2.73,439.35,260.18,179.16,1.00,0.82,1.82,2.84,159,124,2.79,2.17,2.89,2.25
Elite,RSC003178,Snack Time!,"Gelato
Ghastly Goombahs
Peerless Scarred","Fifty-Fifty Pizzeria
The Syndicate
The Rising","Lunar
Lunar
Solar","Lunar Ocean
Lunar Cloud
Solar Ember",71.90,278,17,16.35,0.504,0.412,7,10,4,7258,4260,2998,20,8,27,51,0.392,413.00,242.41,170.59,1.14,0.46,1.54,2.90,426.94,250.59,176.35,1.18,0.47,1.59,3.00,46,45,2.62,2.56,2.71,2.65
Elite,RSC006188,Billy_Man_Fi3h,Gelato,Fifty-Fifty Pizzeria,Lunar,Lunar Ocean,49.73,936,57,16.42,0.486,0.404,23,34,6,21280,11450,9830,39,22,100,145,0.269,359.64,193.51,166.13,0.66,0.37,1.69,2.45,373.33,200.88,172.46,0.68,0.39,1.75,2.54,118,133,1.99,2.25,2.07,2.33
Elite,RSC003561,Dooober,Gelato,Fifty-Fifty Pizzeria,Lunar,Lunar Ocean,46.07,743,45,16.51,0.495,0.467,21,24,8,16232,8740,7492,28,24,75,99,0.283,345.59,186.08,159.51,0.60,0.51,1.60,2.11,360.71,194.22,166.49,0.62,0.53,1.67,2.20,97,101,2.07,2.15,2.16,2.24
Elite,RSC008200,Cloudburst,Dodos,Flightless Fowl,Lunar,Lunar Cloud,63.58,782,48,16.29,0.558,0.625,30,18,11,18933,11120,7813,49,30,69,127,0.386,382.99,224.94,158.05,0.99,0.61,1.40,2.57,394.44,231.67,162.77,1.02,0.63,1.44,2.65,146,93,2.95,1.88,3.04,1.94
Elite,RSC001055,Scotti,Dodos,Flightless Fowl,Lunar,Lunar Cloud,79.67,910,56,16.25,0.531,0.571,32,24,13,22879,13680,9199,53,54,82,158,0.335,397.72,237.81,159.91,0.92,0.94,1.43,2.75,408.55,244.29,164.27,0.95,0.96,1.46,2.82,159,124,2.76,2.16,2.84,2.21
Elite,RSC003445,bosco,Dodos,Flightless Fowl,Lunar,Lunar Cloud,72.59,967,60,16.12,0.543,0.600,36,24,11,24394,14030,10364,62,37,83,183,0.339,399.06,229.51,169.54,1.01,0.61,1.36,2.99,406.57,233.83,172.73,1.03,0.62,1.38,3.05,176,124,2.88,2.03,2.93,2.07
Elite,RSC002729,snugcore,Thrashers,The Pit,Lunar,Lunar Ember,63.84,992,63,15.75,0.515,0.603,38,25,13,22771,12940,9831,53,44,71,189,0.280,363.12,206.35,156.77,0.85,0.70,1.13,3.01,361.44,205.40,156.05,0.84,0.70,1.13,3.00,165,146,2.63,2.33,2.62,2.32
Elite,RSC006668,kamui,Thrashers,The Pit,Lunar,Lunar Ember,37.27,800,51,15.69,0.515,0.588,30,21,6,15694,7850,7844,29,31,46,110,0.264,310.33,155.22,155.10,0.57,0.61,0.91,2.18,307.73,153.92,153.80,0.57,0.61,0.90,2.16,136,121,2.69,2.39,2.67,2.37
Elite,RSC000021,TyTy,"Thrashers
Vortex Vesper","The Pit
5 O'clock Nowhere","Lunar
Solar","Lunar Ember
Solar Cloud",4.92,189,12,15.75,0.299,0.000,0,12,0,3011,1480,1531,5,1,13,28,0.179,252.02,123.87,128.14,0.42,0.08,1.09,2.34,250.92,123.33,127.58,0.42,0.08,1.08,2.33,12,38,1.00,3.18,1.00,3.17
Elite,RSC007037,zoarny,"Peerless Scarred
Gelato","The Rising
Fifty-Fifty Pizzeria","Solar
Lunar","Solar Ember
Lunar Ocean",47.18,306,19,16.11,0.478,0.368,7,12,5,6753,4190,2563,19,7,28,54,0.352,349.10,216.61,132.50,0.98,0.36,1.45,2.79,355.42,220.53,134.89,1.00,0.37,1.47,2.84,44,50,2.27,2.58,2.32,2.63
Elite,RSC006713,SGE Nemesis,Peerless Scarred,The Rising,Solar,Solar Ember,44.48,868,54,16.07,0.504,0.519,28,26,6,17535,9690,7845,35,36,60,139,0.252,319.57,176.60,142.97,0.64,0.66,1.09,2.53,324.72,179.44,145.28,0.65,0.67,1.11,2.57,133,129,2.42,2.35,2.46,2.39
Elite,RSC006424,RSC Raven,Peerless Scarred,The Rising,Solar,Solar Ember,68.46,514,32,16.06,0.517,0.531,17,15,8,12137,7250,4887,29,22,44,105,0.276,373.53,223.13,150.40,0.89,0.68,1.35,3.23,379.28,226.56,152.72,0.91,0.69,1.38,3.28,79,70,2.43,2.15,2.47,2.19
Elite,RSC003082,Skulzy9,Drive-by,The Hood,Solar,Solar Cloud,53.17,997,63,15.83,0.487,0.492,31,32,11,22669,12300,10369,38,32,108,150,0.253,359.68,195.16,164.52,0.60,0.51,1.71,2.38,359.83,195.24,164.59,0.60,0.51,1.71,2.38,132,147,2.09,2.33,2.10,2.33
