Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Cjax,Rival,Longhorns,Ox Gaming,Solar,55.5,832,55,0.424,0.400,22,33,19750,11170,8580,38,31,89,137,27.7%,363.1,205.4,157.7,0.70,0.57,1.64,2.52,359.1,203.1,156.0,0.69,0.56,1.62,2.49,121,147,2.22,2.70,2.20,2.67
,,,Partyshark.,Rival,Wind,The Elements,Solar,55.3,250,17,0.325,0.176,3,14,6220,3430,2790,12,9,29,33,36.4%,380.6,209.9,170.7,0.73,0.55,1.77,2.02,365.9,201.8,164.1,0.71,0.53,1.71,1.94,33,52,2.02,3.18,1.94,3.06
,,,Rpgesus.,Rival,"Polaris
Swiss Swindlers
Snicker Doobles
Anubis","The Cosmos
Cheese Guild
The Bakery
The Gods",Lunar,55.0,627,41,0.546,0.463,19,22,15150,8500,6650,33,19,64,105,31.4%,369.6,207.4,162.2,0.81,0.46,1.56,2.56,369.5,207.3,162.2,0.80,0.46,1.56,2.56,96,85,2.34,2.07,2.34,2.07
,,,Blizzyy,Rival,"Werewolves
Chromium","The Forest
Metal",Solar,54.0,522,35,0.411,0.371,13,22,12164,6830,5334,26,19,48,88,29.5%,356.4,200.1,156.3,0.76,0.56,1.41,2.58,347.5,195.1,152.4,0.74,0.54,1.37,2.51,74,93,2.17,2.73,2.11,2.66
,,,Prismback.,Rival,Polar Bears,The Bear Den,Lunar,53.9,865,56,0.533,0.536,30,26,19719,11340,8379,47,36,68,144,32.6%,348.7,200.5,148.2,0.83,0.64,1.20,2.55,352.1,202.5,149.6,0.84,0.64,1.21,2.57,149,137,2.63,2.42,2.66,2.45
,,,Redline,Rival,"Surge
Hammerheads
Scorpius","Electric Mayhem
Shark Attack
The Nexus",Lunar,53.2,181,12,0.413,0.500,6,6,4127,2290,1837,9,11,13,19,47.4%,348.8,193.5,155.2,0.76,0.93,1.10,1.61,343.9,190.8,153.1,0.75,0.92,1.08,1.58,29,36,2.45,3.04,2.42,3.00
,,,Dread.,Rival,"Anubis
Phantoms
Wolf Spiders","The Gods
The Monster Mash
Eight Legged Freaks",Lunar,53.1,864,58,0.430,0.448,26,32,20557,11170,9387,47,21,77,157,29.9%,363.9,197.8,166.2,0.83,0.37,1.36,2.78,354.4,192.6,161.8,0.81,0.36,1.33,2.71,113,136,2.00,2.41,1.95,2.34
,,,King,Rival,Vikings,The Sovereign,Lunar,52.8,920,60,0.543,0.567,34,26,21038,11610,9428,54,32,60,161,33.5%,349.8,193.0,156.8,0.90,0.53,1.00,2.68,350.6,193.5,157.1,0.90,0.53,1.00,2.68,166,149,2.76,2.48,2.77,2.48
,,,Laguna,Rival,Quads,The Quad Dynasty,Lunar,52.0,961,59,0.474,0.492,29,30,21603,12350,9253,43,40,89,160,26.9%,343.8,196.6,147.3,0.68,0.64,1.42,2.55,366.2,209.3,156.8,0.73,0.68,1.51,2.71,143,153,2.28,2.44,2.42,2.59
,,,Tharealdub,Rival,"Vikings
Chromium","The Sovereign
Metal",Lunar,51.8,477,31,0.389,0.419,13,18,10881,6480,4401,29,18,38,78,37.2%,348.9,207.8,141.1,0.93,0.58,1.22,2.50,351.0,209.0,142.0,0.94,0.58,1.23,2.52,76,100,2.44,3.21,2.45,3.23
,,,Sabre,Rival,Werewolves,The Forest,Solar,51.6,824,52,0.410,0.423,22,30,18710,10250,8460,38,32,70,135,28.1%,347.3,190.3,157.0,0.71,0.59,1.30,2.51,359.8,197.1,162.7,0.73,0.62,1.35,2.60,116,146,2.15,2.71,2.23,2.81
,,,Daggumbigfoot,Rival,"Wyrm
Werewolves","Draconem
The Forest",Solar,51.5,495,31,0.485,0.516,16,15,11467,6730,4737,26,18,49,78,33.3%,354.3,208.0,146.4,0.80,0.56,1.51,2.41,369.9,217.1,152.8,0.84,0.58,1.58,2.52,74,77,2.29,2.38,2.39,2.48
,,,Donyvan,Rival,Wyrm,Draconem,Solar,51.2,969,61,0.492,0.541,33,28,22512,13440,9072,58,28,91,169,34.3%,355.4,212.2,143.2,0.92,0.44,1.44,2.67,369.0,220.3,148.7,0.95,0.46,1.49,2.77,140,143,2.21,2.26,2.30,2.34
,,,Z2Kay,Rival,Ocelots,The Jungle,Solar,50.8,790,52,0.691,0.692,36,16,16774,10120,6654,46,38,45,137,33.6%,324.8,195.9,128.8,0.89,0.74,0.87,2.65,322.6,194.6,128.0,0.88,0.73,0.87,2.63,161,97,3.12,1.88,3.10,1.87
,,,Reeky,Rival,Lacuna,Event Horizon,Solar,50.7,633,40,0.591,0.550,22,18,14480,7810,6670,33,21,48,106,31.1%,349.9,188.7,161.2,0.80,0.51,1.16,2.56,362.0,195.3,166.8,0.83,0.53,1.20,2.65,103,81,2.49,1.96,2.58,2.03
,,,D__E__R__K,Rival,Carrots,The Garden,Solar,49.6,649,46,0.553,0.565,26,20,14718,8560,6158,36,26,54,96,37.5%,346.9,201.7,145.1,0.85,0.61,1.27,2.26,320.0,186.1,133.9,0.78,0.57,1.17,2.09,111,97,2.62,2.29,2.41,2.11
,,,Hyper,Rival,Chromium,Metal,Solar,49.4,739,44,0.577,0.545,24,20,15447,9190,6257,32,40,56,119,26.9%,319.7,190.2,129.5,0.66,0.83,1.16,2.46,351.1,208.9,142.2,0.73,0.91,1.27,2.70,129,106,2.67,2.19,2.93,2.41
,,,Thenoobishlord,Rival,Radiant,Energy,Lunar,49.3,335,24,0.514,0.625,15,9,7316,4040,3276,17,11,23,64,26.6%,334.0,184.5,149.6,0.78,0.50,1.05,2.92,304.8,168.3,136.5,0.71,0.46,0.96,2.67,57,55,2.60,2.51,2.38,2.29
,,,Wendeezfofofo,Rival,Snicker Doobles,The Bakery,Lunar,48.8,630,41,0.617,0.683,28,13,14710,8610,6100,36,19,62,96,37.5%,357.1,209.0,148.1,0.87,0.46,1.51,2.33,358.8,210.0,148.8,0.88,0.46,1.51,2.34,105,77,2.55,1.87,2.56,1.88
,,,Darkstorm77,Rival,Bowheads,Whale Defense,Solar,48.6,263,17,0.355,0.353,6,11,6358,3790,2568,16,6,30,39,41.0%,369.8,220.4,149.4,0.93,0.35,1.74,2.27,374.0,222.9,151.1,0.94,0.35,1.76,2.29,35,51,2.04,2.97,2.06,3.00
,,,Rock Funk.,Rival,Hammerheads,Shark Attack,Lunar,48.5,700,47,0.470,0.426,20,27,15264,8320,6944,26,32,61,107,24.3%,333.5,181.8,151.7,0.57,0.70,1.33,2.34,324.8,177.0,147.7,0.55,0.68,1.30,2.28,97,105,2.12,2.29,2.06,2.23
,,,Enceyy,Rival,"Chromium
Vikings","Metal
The Sovereign",Lunar,48.3,753,47,0.542,0.532,25,22,16145,9370,6775,43,30,45,132,32.6%,328.0,190.3,137.6,0.87,0.61,0.91,2.68,343.5,199.4,144.1,0.91,0.64,0.96,2.81,128,115,2.60,2.34,2.72,2.45
,,,Drips,Rival,Cursed,Destined,Solar,48.0,718,49,0.625,0.653,32,17,16240,9590,6650,41,24,63,114,36.0%,346.0,204.3,141.7,0.87,0.51,1.34,2.43,331.4,195.7,135.7,0.84,0.49,1.29,2.33,124,89,2.64,1.90,2.53,1.82
,,,Rednovaultimate,Rival,Lacuna,Event Horizon,Solar,47.9,549,37,0.588,0.568,21,16,11390,6600,4790,32,17,27,120,26.7%,317.3,183.9,133.5,0.89,0.47,0.75,3.34,307.8,178.4,129.5,0.86,0.46,0.73,3.24,93,74,2.59,2.06,2.51,2.00
,,,Hayhay,Rival,Blizzards,Storm,Solar,47.2,969,64,0.495,0.484,31,33,21430,12350,9080,49,39,81,145,33.8%,338.3,194.9,143.3,0.77,0.62,1.28,2.29,334.8,193.0,141.9,0.77,0.61,1.27,2.27,149,151,2.35,2.38,2.33,2.36
,,,T Sant,Rival,Ruthless Racket,The Syndicate,Lunar,47.2,406,28,0.500,0.500,14,14,8816,4800,4016,19,13,30,75,25.3%,332.1,180.8,151.3,0.72,0.49,1.13,2.83,314.9,171.4,143.4,0.68,0.46,1.07,2.68,61,61,2.30,2.30,2.18,2.18
,,,Cob,Rival,Werewolves,The Forest,Solar,46.7,973,60,0.459,0.483,29,31,21321,12200,9121,48,37,80,155,31.0%,335.2,191.8,143.4,0.75,0.58,1.26,2.44,355.4,203.3,152.0,0.80,0.62,1.33,2.58,145,161,2.28,2.53,2.42,2.68
,,,The Instigant,Rival,Scorpius,The Nexus,Solar,46.5,678,45,0.414,0.400,18,27,15433,8350,7083,31,24,62,95,32.6%,348.2,188.4,159.8,0.70,0.54,1.40,2.14,343.0,185.6,157.4,0.69,0.53,1.38,2.11,92,115,2.08,2.59,2.04,2.56
,,,Heaaavy,Rival,Polaris,The Cosmos,Lunar,46.3,409,26,0.598,0.538,14,12,8581,4970,3611,20,15,29,77,26.0%,320.9,185.9,135.0,0.75,0.56,1.08,2.88,330.0,191.2,138.9,0.77,0.58,1.12,2.96,71,55,2.66,2.06,2.73,2.12
,,,Jj.Dunbar,Rival,Quads,The Quad Dynasty,Lunar,45.9,337,22,0.396,0.318,7,15,7641,4180,3461,17,8,30,58,29.3%,346.8,189.7,157.1,0.77,0.36,1.36,2.63,347.3,190.0,157.3,0.77,0.36,1.36,2.64,45,59,2.04,2.68,2.05,2.68
,,,Hisen,Rival,Ruthless Racket,The Syndicate,Lunar,45.7,835,55,0.576,0.564,31,24,17677,10380,7297,34,37,76,133,25.6%,323.8,190.1,133.7,0.62,0.68,1.39,2.44,321.4,188.7,132.7,0.62,0.67,1.38,2.42,133,109,2.44,2.00,2.42,1.98
,,,Willy Doo,Rival,Carrots,The Garden,Solar,45.4,660,43,0.540,0.558,24,19,14263,7940,6323,29,24,55,109,26.6%,330.6,184.0,146.5,0.67,0.56,1.27,2.53,331.7,184.7,147.0,0.67,0.56,1.28,2.53,100,90,2.32,2.09,2.33,2.09
,,,Modoz,Rival,Wyrm,Draconem,Solar,45.3,762,50,0.493,0.560,28,22,16227,8460,7767,27,30,60,126,21.4%,325.7,169.8,155.9,0.54,0.60,1.20,2.53,324.5,169.2,155.3,0.54,0.60,1.20,2.52,113,115,2.27,2.31,2.26,2.30
,,,Derrrrrrrrp,Rival,Blizzards,Storm,Solar,45.2,908,60,0.500,0.500,30,30,20188,11570,8618,39,32,94,137,28.5%,340.1,194.9,145.2,0.66,0.54,1.58,2.31,336.5,192.8,143.6,0.65,0.53,1.57,2.28,138,138,2.32,2.32,2.30,2.30
,,,R00Sh-E,Rival,Lu-Kthu,The Mythos,Lunar,45.1,448,33,0.529,0.576,19,14,9667,4860,4807,17,17,32,71,23.9%,330.1,165.9,164.1,0.58,0.58,1.09,2.42,292.9,147.3,145.7,0.52,0.52,0.97,2.15,70,65,2.39,2.22,2.12,1.97
,,,Wriitzy,Rival,Wyrm,Draconem,Solar,45.0,665,43,0.531,0.581,25,18,14409,8500,5909,33,25,58,105,31.4%,331.4,195.5,135.9,0.76,0.58,1.33,2.42,335.1,197.7,137.4,0.77,0.58,1.35,2.44,102,94,2.35,2.16,2.37,2.19
,,,Velocifaptor,Rival,Wind,The Elements,Solar,45.0,57,4,0.841,1.000,4,0,1341,810,531,4,2,5,6,66.7%,359.9,217.4,142.5,1.07,0.54,1.34,1.61,335.3,202.5,132.8,1.00,0.50,1.25,1.50,12,4,3.22,1.07,3.00,1.00
,,,San X Finesse,Rival,Peppermint,Minty Fresh,Solar,43.1,833,56,0.383,0.357,20,36,18070,9360,8710,29,33,73,116,25.0%,331.8,171.9,159.9,0.53,0.61,1.34,2.13,322.7,167.1,155.5,0.52,0.59,1.30,2.07,110,149,2.02,2.74,1.96,2.66
,,,Justlaben,Rival,Werewolves,The Forest,Solar,43.0,815,51,0.503,0.549,28,23,18399,10760,7639,38,26,91,111,34.2%,345.3,201.9,143.4,0.71,0.49,1.71,2.08,360.8,211.0,149.8,0.75,0.51,1.78,2.18,126,125,2.36,2.35,2.47,2.45
,,,Sthen0 -_-,Rival,Swiss Swindlers,Cheese Guild,Solar,42.5,591,38,0.548,0.526,20,18,12043,7170,4873,35,23,30,102,34.3%,311.7,185.6,126.1,0.91,0.60,0.78,2.64,316.9,188.7,128.2,0.92,0.61,0.79,2.68,94,83,2.43,2.15,2.47,2.18
,,,Am,Rival,Radiant,Energy,Lunar,42.4,888,62,0.472,0.516,32,30,19556,10990,8566,46,25,75,139,33.1%,336.9,189.3,147.6,0.79,0.43,1.29,2.39,315.4,177.3,138.2,0.74,0.40,1.21,2.24,132,142,2.27,2.45,2.13,2.29
,,,Redfire0817,Rival,Ruthless Racket,The Syndicate,Lunar,41.9,628,42,0.576,0.571,24,18,13310,7410,5900,34,21,39,101,33.7%,324.2,180.5,143.7,0.83,0.51,0.95,2.46,316.9,176.4,140.5,0.81,0.50,0.93,2.40,99,81,2.41,1.97,2.36,1.93
,,,Galvarino,Rival,Polar Bears,The Bear Den,Lunar,41.7,803,51,0.506,0.529,27,24,17402,9510,7892,41,29,57,111,36.9%,331.5,181.2,150.3,0.78,0.55,1.09,2.11,341.2,186.5,154.7,0.80,0.57,1.12,2.18,133,131,2.53,2.50,2.61,2.57
,,,Funke,Rival,Bowheads,Whale Defense,Solar,41.5,785,54,0.399,0.481,26,28,15984,8940,7044,36,30,50,134,26.9%,311.5,174.2,137.3,0.70,0.58,0.97,2.61,296.0,165.6,130.4,0.67,0.56,0.93,2.48,108,140,2.10,2.73,2.00,2.59
,,,Xlmlt,Rival,Scorpius,The Nexus,Solar,41.3,509,36,0.357,0.361,13,23,10890,6310,4580,24,18,45,76,31.6%,327.3,189.6,137.6,0.72,0.54,1.35,2.28,302.5,175.3,127.2,0.67,0.50,1.25,2.11,70,101,2.10,3.04,1.94,2.81
,,,Aztk_,Rival,Quads,The Quad Dynasty,Lunar,40.0,819,50,0.481,0.520,26,24,16250,9650,6600,38,30,57,150,25.3%,303.5,180.2,123.3,0.71,0.56,1.06,2.80,325.0,193.0,132.0,0.76,0.60,1.14,3.00,121,127,2.26,2.37,2.42,2.54
,,,Dr.Ukulele,Rival,Surge,Electric Mayhem,Lunar,39.6,894,62,0.297,0.306,19,43,19975,10880,9095,39,25,91,118,33.1%,341.8,186.2,155.6,0.67,0.43,1.56,2.02,322.2,175.5,146.7,0.63,0.40,1.47,1.90,113,193,1.93,3.30,1.82,3.11
,,,Dephin3D,Rival,Anubis,The Gods,Lunar,39.1,502,34,0.363,0.353,12,22,10786,6000,4786,21,15,48,75,28.0%,328.7,182.8,145.8,0.64,0.46,1.46,2.29,317.2,176.5,140.8,0.62,0.44,1.41,2.21,62,89,1.89,2.71,1.82,2.62
,,,Djras1996,Rival,Hot Wings,Fifty-Fifty Pizzeria,Lunar,38.9,891,54,0.459,0.519,28,26,18864,10270,8594,41,27,69,137,29.9%,323.8,176.3,147.5,0.70,0.46,1.18,2.35,349.3,190.2,159.1,0.76,0.50,1.28,2.54,123,137,2.11,2.35,2.28,2.54
,,,Garretbax,Rival,Longhorns,Ox Gaming,Solar,38.8,597,40,0.467,0.475,19,21,12442,6840,5602,26,21,46,89,29.2%,318.8,175.3,143.5,0.67,0.54,1.18,2.28,311.1,171.0,140.1,0.65,0.53,1.15,2.23,91,99,2.33,2.54,2.28,2.48
,,,Decky.,Rival,Polaris,The Cosmos,Lunar,38.2,1041,64,0.596,0.547,35,29,20398,12160,8238,52,43,62,171,30.4%,299.7,178.7,121.0,0.76,0.63,0.91,2.51,318.7,190.0,128.7,0.81,0.67,0.97,2.67,193,151,2.84,2.22,3.02,2.36
,,,Chulainn,Rival,Wind,The Elements,Solar,37.8,804,55,0.311,0.273,15,40,17148,9490,7658,37,23,69,119,31.1%,326.2,180.5,145.7,0.70,0.44,1.31,2.26,311.8,172.5,139.2,0.67,0.42,1.25,2.16,98,162,1.86,3.08,1.78,2.95
,,,Ziggy.,Rival,Scorpius,The Nexus,Solar,37.4,778,51,0.377,0.333,17,34,16075,8600,7475,28,29,65,110,25.5%,316.0,169.1,147.0,0.55,0.57,1.28,2.16,315.2,168.6,146.6,0.55,0.57,1.27,2.16,104,143,2.04,2.81,2.04,2.80
,,,Quaice,Rival,Anubis,The Gods,Lunar,37.4,526,36,0.442,0.444,16,20,11254,6130,5124,16,20,58,63,25.4%,327.3,178.3,149.0,0.47,0.58,1.69,1.83,312.6,170.3,142.3,0.44,0.56,1.61,1.75,74,86,2.15,2.50,2.06,2.39
,,,Nitro,Rival,Mozza Marauders,Italian Battalion,Lunar,36.9,859,52,0.557,0.500,26,26,16874,10100,6774,41,30,60,150,27.3%,300.5,179.8,120.6,0.73,0.53,1.07,2.67,324.5,194.2,130.3,0.79,0.58,1.15,2.88,138,119,2.46,2.12,2.65,2.29
,,,Treedreams,Rival,Quads,The Quad Dynasty,Lunar,36.4,922,57,0.473,0.491,28,29,19145,11320,7825,53,23,67,152,34.9%,317.6,187.8,129.8,0.88,0.38,1.11,2.52,335.9,198.6,137.3,0.93,0.40,1.18,2.67,137,147,2.27,2.44,2.40,2.58
,,,Pwapp,Rival,Ocelots,The Jungle,Solar,36.3,382,25,0.562,0.520,13,12,7948,4630,3318,24,9,23,63,38.1%,318.3,185.4,132.9,0.96,0.36,0.92,2.52,317.9,185.2,132.7,0.96,0.36,0.92,2.52,69,59,2.76,2.36,2.76,2.36
,,,47Lmao,Rival,Mozza Marauders,Italian Battalion,Lunar,36.2,566,34,0.471,0.441,15,19,10971,6420,4551,31,17,28,107,29.0%,296.5,173.5,123.0,0.84,0.46,0.76,2.89,322.7,188.8,133.9,0.91,0.50,0.82,3.15,77,83,2.08,2.24,2.26,2.44
,,,Ivighost,Rival,Phantoms,The Monster Mash,Lunar,35.9,672,42,0.332,0.310,13,29,13935,7650,6285,23,21,66,100,23.0%,317.2,174.1,143.1,0.52,0.48,1.50,2.28,331.8,182.1,149.6,0.55,0.50,1.57,2.38,82,128,1.87,2.91,1.95,3.05
,,,Fryder,Rival,Wind,The Elements,Solar,35.8,781,53,0.261,0.189,10,43,17274,9220,8054,32,21,81,92,34.8%,338.3,180.6,157.7,0.63,0.41,1.59,1.80,325.9,174.0,152.0,0.60,0.40,1.53,1.74,84,163,1.65,3.19,1.58,3.08
,,,Iamhoba,Rival,Anubis,The Gods,Lunar,35.7,753,53,0.437,0.453,24,29,15775,8150,7625,30,18,61,120,25.0%,320.4,165.6,154.9,0.61,0.37,1.24,2.44,297.6,153.8,143.9,0.57,0.34,1.15,2.26,99,117,2.01,2.38,1.87,2.21
,,,Ryo <3,Rival,Phantoms,The Monster Mash,Lunar,35.7,547,36,0.381,0.333,12,24,10989,6350,4639,25,17,42,90,27.8%,307.3,177.6,129.7,0.70,0.48,1.17,2.52,305.3,176.4,128.9,0.69,0.47,1.17,2.50,75,102,2.10,2.85,2.08,2.83
,,,Datdude0623,Rival,Bowheads,Whale Defense,Solar,35.3,365,25,0.346,0.440,11,14,7639,3660,3979,11,11,30,51,21.6%,320.1,153.4,166.7,0.46,0.46,1.26,2.14,305.6,146.4,159.2,0.44,0.44,1.20,2.04,40,61,1.68,2.56,1.60,2.44
,,,Langille_21,Rival,"Wind
Wyrm","The Elements
Draconem",Solar,35.0,507,32,0.339,0.313,10,22,10484,5800,4684,21,15,44,75,28.0%,316.3,175.0,141.3,0.63,0.45,1.33,2.26,327.6,181.3,146.4,0.66,0.47,1.38,2.34,62,95,1.87,2.87,1.94,2.97
,,,Heca,Rival,Fangtooths,The Abyss,Lunar,35.0,751,50,0.582,0.540,27,23,14676,7670,7006,20,31,60,112,17.9%,298.9,156.2,142.7,0.41,0.63,1.22,2.28,293.5,153.4,140.1,0.40,0.62,1.20,2.24,111,89,2.26,1.81,2.22,1.78
,,,Xblaniac,Rival,"Lu-Kthu
Cursed
Chromium
Ruthless Racket
Bowheads
Necrotic Nerds","The Mythos
Destined
Metal
The Syndicate
Whale Defense
Ghoul School",Solar,35.0,371,22,0.383,0.318,7,15,7750,4340,3410,20,10,26,54,37.0%,319.5,178.9,140.6,0.82,0.41,1.07,2.23,352.3,197.3,155.0,0.91,0.45,1.18,2.45,51,69,2.10,2.84,2.32,3.14
,,,Brockin_Out,Rival,Polar Bears,The Bear Den,Lunar,34.6,287,19,0.387,0.421,8,11,6064,3470,2594,14,7,26,42,33.3%,323.2,184.9,138.3,0.75,0.37,1.39,2.24,319.2,182.6,136.5,0.74,0.37,1.37,2.21,38,51,2.03,2.72,2.00,2.68
,,,Pant,Rival,Surge,Electric Mayhem,Lunar,34.1,28,2,0.108,0.000,0,2,672,440,232,1,0,6,4,25.0%,367.1,240.4,126.7,0.55,0.00,3.28,2.19,336.0,220.0,116.0,0.50,0.00,3.00,2.00,3,10,1.64,5.46,1.50,5.00
,,,Mattviaairwaves,Rival,Peppermint,Minty Fresh,Solar,33.9,593,40,0.355,0.350,14,26,12415,6530,5885,23,16,52,83,27.7%,320.2,168.4,151.8,0.59,0.41,1.34,2.14,310.4,163.3,147.1,0.58,0.40,1.30,2.08,72,106,1.86,2.73,1.80,2.65
,,,Jojomojo13,Rival,Chromium,Metal,Solar,33.8,942,55,0.593,0.545,30,25,18287,10850,7437,46,35,61,145,31.7%,296.9,176.2,120.8,0.75,0.57,0.99,2.35,332.5,197.3,135.2,0.84,0.64,1.11,2.64,170,134,2.76,2.18,3.09,2.44
,,,Nizzlepls,Rival,Hammerheads,Shark Attack,Lunar,31.8,89,4,0.559,0.500,2,2,1641,1030,611,5,4,4,13,38.5%,282.0,177.0,105.0,0.86,0.69,0.69,2.23,410.3,257.5,152.8,1.25,1.00,1.00,3.25,14,12,2.41,2.06,3.50,3.00
,,,Ghostie,Rival,Wolf Spiders,Eight Legged Freaks,Lunar,31.7,909,61,0.337,0.361,22,39,19034,9800,9234,31,23,87,120,25.8%,320.3,164.9,155.4,0.52,0.39,1.46,2.02,312.0,160.7,151.4,0.51,0.38,1.43,1.97,100,156,1.68,2.63,1.64,2.56
,,,Scias,Rival,Lu-Kthu,The Mythos,Lunar,31.4,646,42,0.479,0.452,19,23,13326,6800,6526,28,14,47,95,29.5%,315.5,161.0,154.5,0.66,0.33,1.11,2.25,317.3,161.9,155.4,0.67,0.33,1.12,2.26,88,93,2.08,2.20,2.10,2.21
,,,Frizz,Rival,"Longhorns
Vikings","Ox Gaming
The Sovereign",Solar,31.2,321,22,0.367,0.364,8,14,6353,3410,2943,11,12,26,41,26.8%,302.7,162.5,140.2,0.52,0.57,1.24,1.95,288.8,155.0,133.8,0.50,0.55,1.18,1.86,44,62,2.10,2.95,2.00,2.82
,,,Superduperbam,Rival,"Quads
Scorpius","The Quad Dynasty
The Nexus",Lunar,30.4,126,8,0.444,0.500,4,4,2292,1270,1022,6,6,4,17,35.3%,278.2,154.2,124.1,0.73,0.73,0.49,2.06,286.5,158.8,127.8,0.75,0.75,0.50,2.13,20,23,2.43,2.79,2.50,2.88
,,,Drprofessornoah,Rival,Fangtooths,The Abyss,Lunar,29.1,459,33,0.478,0.424,14,19,8750,4700,4050,18,16,29,65,27.7%,291.6,156.6,135.0,0.60,0.53,0.97,2.17,265.2,142.4,122.7,0.55,0.48,0.88,1.97,69,73,2.30,2.43,2.09,2.21
,,,Tragic Event,Rival,Longhorns,Ox Gaming,Solar,29.1,685,45,0.394,0.400,18,27,14041,7900,6141,38,14,49,95,40.0%,313.5,176.4,137.1,0.85,0.31,1.09,2.12,312.0,175.6,136.5,0.84,0.31,1.09,2.11,92,121,2.05,2.70,2.04,2.69
,,,Tryhard Goblin,Rival,Wind,The Elements,Solar,28.9,607,42,0.314,0.238,10,32,12764,6360,6404,16,18,65,61,26.2%,321.6,160.3,161.4,0.40,0.45,1.64,1.54,303.9,151.4,152.5,0.38,0.43,1.55,1.45,71,117,1.79,2.95,1.69,2.79
,,,Mysty,Rival,Radiant,Energy,Lunar,28.2,65,5,0.080,0.000,0,5,1443,590,853,0,2,9,4,0.0%,339.6,138.8,200.7,0.00,0.47,2.12,0.94,288.6,118.0,170.6,0.00,0.40,1.80,0.80,3,15,0.71,3.53,0.60,3.00
,,,Jean_Christ,Rival,Bowheads,Whale Defense,Solar,28.1,470,32,0.447,0.469,15,17,9535,5090,4445,18,14,41,54,33.3%,310.3,165.7,144.7,0.59,0.46,1.33,1.76,298.0,159.1,138.9,0.56,0.44,1.28,1.69,68,78,2.21,2.54,2.13,2.44
,,,Vega,Rival,Hammerheads,Shark Attack,Lunar,27.5,790,50,0.418,0.360,18,32,14445,8240,6205,30,29,52,119,25.2%,279.7,159.5,120.1,0.58,0.56,1.01,2.30,288.9,164.8,124.1,0.60,0.58,1.04,2.38,104,129,2.01,2.50,2.08,2.58
,,,Ttv_Nova_Ghostfy,Rival,Wolf Spiders,Eight Legged Freaks,Lunar,26.8,540,35,0.302,0.343,12,23,11199,6130,5069,18,9,63,73,24.7%,317.2,173.6,143.6,0.51,0.25,1.78,2.07,320.0,175.1,144.8,0.51,0.26,1.80,2.09,54,94,1.53,2.66,1.54,2.69
,,,Sweetnlow120,Rival,Peppermint,Minty Fresh,Solar,25.6,688,47,0.444,0.404,19,28,13585,7150,6435,27,15,55,95,28.4%,302.0,159.0,143.1,0.60,0.33,1.22,2.11,289.0,152.1,136.9,0.57,0.32,1.17,2.02,96,111,2.13,2.47,2.04,2.36
,,,Avgjohnson,Rival,"Phantoms
Anubis","The Monster Mash
The Gods",Lunar,25.5,730,49,0.350,0.327,16,33,14035,7650,6385,31,18,52,105,29.5%,294.1,160.3,133.8,0.65,0.38,1.09,2.20,286.4,156.1,130.3,0.63,0.37,1.06,2.14,81,122,1.70,2.56,1.65,2.49
,,,Beanie_92,Rival,Snicker Doobles,The Bakery,Lunar,23.2,64,4,0.189,0.250,1,3,1128,650,478,3,2,3,10,30.0%,269.6,155.3,114.2,0.72,0.48,0.72,2.39,282.0,162.5,119.5,0.75,0.50,0.75,2.50,6,15,1.43,3.58,1.50,3.75
,,,Norcho Rivers,Rival,Hammerheads,Shark Attack,Lunar,23.1,446,28,0.414,0.286,8,20,8477,4680,3797,20,10,31,63,31.7%,290.7,160.5,130.2,0.69,0.34,1.06,2.16,302.8,167.1,135.6,0.71,0.36,1.11,2.25,60,75,2.06,2.57,2.14,2.68
,,,Dinnindu,Rival,Surge,Electric Mayhem,Lunar,23.1,33,2,0.042,0.000,0,2,571,310,261,0,1,4,6,0.0%,264.7,143.7,121.0,0.00,0.46,1.85,2.78,285.5,155.0,130.5,0.00,0.50,2.00,3.00,1,8,0.46,3.71,0.50,4.00
,,,Bill Nye The Cat Guy,Rival,Necrotic Nerds,Ghoul School,Solar,22.8,789,51,0.525,0.549,28,23,13676,7290,6386,24,37,42,94,25.5%,265.1,141.3,123.8,0.47,0.72,0.81,1.82,268.2,142.9,125.2,0.47,0.73,0.82,1.84,128,120,2.48,2.33,2.51,2.35
,,,Pooka2854,Rival,Phantoms,The Monster Mash,Lunar,22.6,724,48,0.348,0.271,13,35,13653,7470,6183,31,15,51,107,29.0%,288.4,157.8,130.6,0.65,0.32,1.08,2.26,284.4,155.6,128.8,0.65,0.31,1.06,2.23,86,129,1.82,2.73,1.79,2.69
,,,Zachs Vibes,Rival,Wolf Spiders,Eight Legged Freaks,Lunar,21.2,724,48,0.396,0.375,18,30,14148,8080,6068,26,17,76,83,31.3%,298.9,170.7,128.2,0.55,0.36,1.61,1.75,294.8,168.3,126.4,0.54,0.35,1.58,1.73,88,116,1.86,2.45,1.83,2.42
