Filter(s),,,Name,Tier,Team(s),Franchise(s),Conference,SBV,TS,GP,PWE,WP,W,L,P,SP,NP,G,A,Sv,S,S%,P/A,SP/A,NP/A,G/A,A/A,Sv/A,S/A,P/G,SP/G,NP/G,G/G,A/G,Sv/G,S/G,tm_G,opp_G,tm_G/A,opp_G/A,tm_G/G,opp_G/G
,,,Link,Veteran,Taurus,The Nexus,Solar,45.4,696,45,0.496,0.444,20,25,15355,9260,6095,41,29,51,116,35.3%,334.3,201.6,132.7,0.89,0.63,1.11,2.53,341.2,205.8,135.4,0.91,0.64,1.13,2.58,111,112,2.42,2.44,2.47,2.49
,,,Spoilt,Veteran,"Gouda Gangsters
X-ray","Cheese Guild
The Wavelengths",Solar,45.4,612,43,0.353,0.349,15,28,13791,7740,6051,31,27,48,89,34.8%,341.5,191.6,149.8,0.77,0.67,1.19,2.20,320.7,180.0,140.7,0.72,0.63,1.12,2.07,85,124,2.10,3.07,1.98,2.88
,,,Mr.Numb3Rz,Veteran,"Lightning
Rollin Cannolis","Electric Mayhem
The Bakery",Lunar,44.6,472,32,0.511,0.563,18,14,10463,5970,4493,21,21,42,72,29.2%,335.9,191.7,144.2,0.67,0.67,1.35,2.31,327.0,186.6,140.4,0.66,0.66,1.31,2.25,74,72,2.38,2.31,2.31,2.25
,,,Jackk,Veteran,Yellow Jackets,The Swarm,Solar,44.6,860,53,0.565,0.660,35,18,18907,10910,7997,41,38,71,136,30.1%,333.2,192.2,140.9,0.72,0.67,1.25,2.40,356.7,205.8,150.9,0.77,0.72,1.34,2.57,143,121,2.52,2.13,2.70,2.28
,,,Cameron,Veteran,Thermal,Energy,Solar,44.4,543,36,0.492,0.444,16,20,12323,6950,5373,29,19,45,85,34.1%,343.9,194.0,149.9,0.81,0.53,1.26,2.37,342.3,193.1,149.3,0.81,0.53,1.25,2.36,94,96,2.62,2.68,2.61,2.67
,,,Wallaby Gangsta,Veteran,Grizzly Bears,The Bear Den,Lunar,44.1,912,59,0.555,0.559,33,26,19928,11830,8098,53,39,62,148,35.8%,331.1,196.6,134.6,0.88,0.65,1.03,2.46,337.8,200.5,137.3,0.90,0.66,1.05,2.51,150,130,2.49,2.16,2.54,2.20
,,,Joez,Veteran,Humpbacks,Whale Defense,Solar,43.7,1012,63,0.543,0.571,36,27,21255,12930,8325,59,47,58,178,33.1%,318.3,193.6,124.7,0.88,0.70,0.87,2.67,337.4,205.2,132.1,0.94,0.75,0.92,2.83,188,169,2.82,2.53,2.98,2.68
,,,Phil,Veteran,"Calzones
Fighters","Fifty-Fifty Pizzeria
Dungeons And Double Taps",Solar,42.6,435,31,0.408,0.355,11,20,9270,5340,3930,20,14,36,84,23.8%,322.9,186.0,136.9,0.70,0.49,1.25,2.93,299.0,172.3,126.8,0.65,0.45,1.16,2.71,59,75,2.06,2.61,1.90,2.42
,,,Rebel,Veteran,Dobermans,Puppy Paradise,Lunar,42.4,671,45,0.407,0.333,15,30,15050,7730,7320,26,25,58,98,26.5%,339.9,174.6,165.3,0.59,0.56,1.31,2.21,334.4,171.8,162.7,0.58,0.56,1.29,2.18,87,111,1.96,2.51,1.93,2.47
,,,Capricious,Veteran,Dobermans,Puppy Paradise,Lunar,42.2,386,27,0.255,0.222,6,21,9034,4500,4534,12,8,46,60,20.0%,354.7,176.7,178.0,0.47,0.31,1.81,2.36,334.6,166.7,167.9,0.44,0.30,1.70,2.22,33,68,1.30,2.67,1.22,2.52
,,,Dovahkiin,Veteran,"Gouda Gangsters
Gorillas","Cheese Guild
The Jungle",Solar,42.1,719,48,0.299,0.271,13,35,16874,9180,7694,31,19,82,103,30.1%,355.6,193.5,162.2,0.65,0.40,1.73,2.17,351.5,191.3,160.3,0.65,0.40,1.71,2.15,83,143,1.75,3.01,1.73,2.98
,,,Atlasxv,Veteran,Taurus,The Nexus,Solar,41.8,868,55,0.503,0.473,26,29,19323,11040,8283,51,26,64,144,35.4%,337.3,192.7,144.6,0.89,0.45,1.12,2.51,351.3,200.7,150.6,0.93,0.47,1.16,2.62,143,142,2.50,2.48,2.60,2.58
,,,Lmao Beer Me,Veteran,Hades,The Gods,Lunar,41.2,968,62,0.421,0.419,26,36,20999,11520,9479,48,29,71,172,27.9%,328.7,180.3,148.4,0.75,0.45,1.11,2.69,338.7,185.8,152.9,0.77,0.47,1.15,2.77,132,162,2.07,2.54,2.13,2.61
,,,Draxz2Time,Veteran,Titanium,Metal,Solar,41.0,537,36,0.554,0.583,21,15,11666,6420,5246,25,24,39,77,32.5%,329.2,181.2,148.0,0.71,0.68,1.10,2.17,324.1,178.3,145.7,0.69,0.67,1.08,2.14,93,81,2.62,2.29,2.58,2.25
,,,Sirtommynoble,Veteran,Peppers,The Garden,Solar,40.6,633,41,0.580,0.659,27,14,13567,7860,5707,34,28,42,96,35.4%,324.8,188.2,136.6,0.81,0.67,1.01,2.30,330.9,191.7,139.2,0.83,0.68,1.02,2.34,114,93,2.73,2.23,2.78,2.27
,,,Machu,Veteran,"Valencias Wrath
Gorillas","Seas Despair
The Jungle",Solar,40.3,731,47,0.329,0.255,12,35,15734,8690,7044,34,27,55,119,28.6%,326.2,180.1,146.0,0.70,0.56,1.14,2.47,334.8,184.9,149.9,0.72,0.57,1.17,2.53,99,154,2.05,3.19,2.11,3.28
,,,Chronic Lies,Veteran,Gladiators,The Sovereign,Lunar,39.9,403,28,0.559,0.536,15,13,8835,5030,3805,19,14,36,63,30.2%,332.2,189.1,143.1,0.71,0.53,1.35,2.37,315.5,179.6,135.9,0.68,0.50,1.29,2.25,62,53,2.33,1.99,2.21,1.89
,,,Bovi,Veteran,Valencias Wrath,Seas Despair,Lunar,39.7,874,56,0.556,0.571,32,24,18704,10620,8084,47,28,60,152,30.9%,324.3,184.1,140.2,0.81,0.49,1.04,2.64,334.0,189.6,144.4,0.84,0.50,1.07,2.71,150,130,2.60,2.25,2.68,2.32
,,,Ghostie,Veteran,Seadevils,The Abyss,Lunar,39.5,843,54,0.332,0.296,16,38,18392,10220,8172,38,27,74,137,27.7%,330.6,183.7,146.9,0.68,0.49,1.33,2.46,340.6,189.3,151.3,0.70,0.50,1.37,2.54,111,172,2.00,3.09,2.06,3.19
,,,Jestergg,Veteran,Linguini Lancers,Italian Battalion,Lunar,38.5,71,4,0.342,0.500,2,2,1533,850,683,3,3,6,10,30.0%,327.2,181.4,145.8,0.64,0.64,1.28,2.13,383.3,212.5,170.8,0.75,0.75,1.50,2.50,10,15,2.13,3.20,2.50,3.75
,,,Nathanry,Veteran,Supernova,The Cosmos,Lunar,38.0,151,10,0.252,0.200,2,8,3041,1660,1381,5,9,10,21,23.8%,305.2,166.6,138.6,0.50,0.90,1.00,2.11,304.1,166.0,138.1,0.50,0.90,1.00,2.10,16,32,1.61,3.21,1.60,3.20
,,,Slam!,Veteran,Hades,The Gods,Lunar,37.5,221,13,0.301,0.154,2,11,4765,2710,2055,11,9,17,31,35.5%,326.7,185.8,140.9,0.75,0.62,1.17,2.13,366.5,208.5,158.1,0.85,0.69,1.31,2.38,25,43,1.71,2.95,1.92,3.31
,,,Duke Of Chutney,Veteran,Grizzly Bears,The Bear Den,Lunar,37.0,592,38,0.539,0.526,20,18,12286,6580,5706,24,22,42,98,24.5%,314.5,168.4,146.1,0.61,0.56,1.08,2.51,323.3,173.2,150.2,0.63,0.58,1.11,2.58,94,85,2.41,2.18,2.47,2.24
,,,Mccool,Veteran,Humpbacks,Whale Defense,Solar,36.9,469,30,0.570,0.633,19,11,10158,6230,3928,31,15,33,73,42.5%,328.2,201.3,126.9,1.00,0.48,1.07,2.36,338.6,207.7,130.9,1.03,0.50,1.10,2.43,96,81,3.10,2.62,3.20,2.70
,,,Keiko,Veteran,"Banshees
Seadevils","The Monster Mash
The Abyss",Lunar,36.6,548,35,0.349,0.343,12,23,12013,6790,5223,31,13,43,89,34.8%,332.2,187.8,144.4,0.86,0.36,1.19,2.46,343.2,194.0,149.2,0.89,0.37,1.23,2.54,70,104,1.94,2.88,2.00,2.97
,,,Venom,Veteran,Typhoons,Storm,Solar,36.5,412,25,0.582,0.640,16,9,8825,4910,3915,16,13,40,66,24.2%,324.6,180.6,144.0,0.59,0.48,1.47,2.43,353.0,196.4,156.6,0.64,0.52,1.60,2.64,67,54,2.46,1.99,2.68,2.16
,,,Sly,Veteran,Makos,Shark Attack,Lunar,36.4,957,63,0.497,0.476,30,33,20550,11970,8580,52,32,74,147,35.4%,325.4,189.5,135.9,0.82,0.51,1.17,2.33,326.2,190.0,136.2,0.83,0.51,1.17,2.33,155,156,2.45,2.47,2.46,2.48
,,,Hawkish,Veteran,Werewolves,The Forest,Lunar,35.7,697,49,0.485,0.551,27,22,15203,8060,7143,32,21,56,101,31.7%,330.5,175.2,155.3,0.70,0.46,1.22,2.20,310.3,164.5,145.8,0.65,0.43,1.14,2.06,103,107,2.24,2.33,2.10,2.18
,,,Mayhem,Veteran,Water,The Elements,Solar,35.5,444,28,0.457,0.429,12,16,9046,4930,4116,16,22,32,63,25.4%,308.7,168.3,140.5,0.55,0.75,1.09,2.15,323.1,176.1,147.0,0.57,0.79,1.14,2.25,71,79,2.42,2.70,2.54,2.82
,,,Monty,Veteran,Valencias Wrath,Seas Despair,Lunar,34.5,158,9,0.244,0.222,2,7,3482,1960,1522,7,5,16,21,33.3%,334.0,188.0,146.0,0.67,0.48,1.53,2.01,386.9,217.8,169.1,0.78,0.56,1.78,2.33,19,38,1.82,3.64,2.11,4.22
,,,Steeltoehammer,Veteran,"Gouda Gangsters
Water","Cheese Guild
The Elements",Solar,33.7,238,16,0.563,0.688,11,5,4807,2530,2277,12,9,10,38,31.6%,306.1,161.1,145.0,0.76,0.57,0.64,2.42,300.4,158.1,142.3,0.75,0.56,0.63,2.38,40,34,2.55,2.16,2.50,2.13
,,,A Legit Bunee,Veteran,Cobras,The Serpents,Solar,33.4,465,29,0.387,0.345,10,19,9599,5300,4299,19,22,34,60,31.7%,312.8,172.7,140.1,0.62,0.72,1.11,1.96,331.0,182.8,148.2,0.66,0.76,1.17,2.07,70,93,2.28,3.03,2.41,3.21
,,,Tigertopaz,Veteran,Marshmallow Mob,Snack Syndicate,Lunar,33.3,239,16,0.585,0.563,9,7,4951,2850,2101,12,7,18,40,30.0%,313.9,180.7,133.2,0.76,0.44,1.14,2.54,309.4,178.1,131.3,0.75,0.44,1.13,2.50,40,32,2.54,2.03,2.50,2.00
,,,Rozi-,Veteran,Taurus,The Nexus,Solar,32.9,652,42,0.440,0.405,17,25,13484,7610,5874,25,25,58,96,26.0%,313.4,176.9,136.5,0.58,0.58,1.35,2.23,321.0,181.2,139.9,0.60,0.60,1.38,2.29,97,113,2.25,2.63,2.31,2.69
,,,Google Girth,Veteran,"Gouda Gangsters
Calzones
Banshees","Cheese Guild
Fifty-Fifty Pizzeria
The Monster Mash",Solar,32.7,503,35,0.362,0.400,14,21,10682,5770,4912,21,16,43,72,29.2%,321.8,173.8,148.0,0.63,0.48,1.30,2.17,305.2,164.9,140.3,0.60,0.46,1.23,2.06,64,92,1.93,2.77,1.83,2.63
,,,Tterb86,Veteran,Calzones,Fifty-Fifty Pizzeria,Solar,32.6,817,54,0.384,0.370,20,34,16635,9010,7625,37,30,51,126,29.4%,308.5,167.1,141.4,0.69,0.56,0.95,2.34,308.1,166.9,141.2,0.69,0.56,0.94,2.33,116,156,2.15,2.89,2.15,2.89
,,,Tuxedo Marx,Veteran,Gouda Gangsters,Cheese Guild,Solar,31.0,512,35,0.306,0.257,9,26,10700,5550,5150,17,20,44,65,26.2%,316.7,164.3,152.4,0.50,0.59,1.30,1.92,305.7,158.6,147.1,0.49,0.57,1.26,1.86,66,110,1.95,3.26,1.89,3.14
,,,Aos Arctic,Veteran,Posessed,Destined,Solar,30.6,45,3,0.559,0.667,2,1,943,550,393,3,2,2,5,60.0%,317.6,185.2,132.3,1.01,0.67,0.67,1.68,314.3,183.3,131.0,1.00,0.67,0.67,1.67,7,6,2.36,2.02,2.33,2.00
,,,Spiicy,Veteran,Humpbacks,Whale Defense,Solar,30.1,67,4,0.708,1.000,4,0,1201,680,521,2,3,4,13,15.4%,271.6,153.8,117.8,0.45,0.68,0.90,2.94,300.3,170.0,130.3,0.50,0.75,1.00,3.25,14,8,3.17,1.81,3.50,2.00
,,,Legacy,Veteran,Linguini Lancers,Italian Battalion,Lunar,30.0,297,20,0.434,0.450,9,11,6183,3300,2883,14,10,20,40,35.0%,315.5,168.4,147.1,0.71,0.51,1.02,2.04,309.2,165.0,144.2,0.70,0.50,1.00,2.00,43,51,2.19,2.60,2.15,2.55
,,,Qeetz,Veteran,Calzones,Fifty-Fifty Pizzeria,Solar,29.9,45,3,0.191,0.000,0,3,1034,620,414,3,0,5,7,42.9%,348.2,208.8,139.4,1.01,0.00,1.68,2.36,344.7,206.7,138.0,1.00,0.00,1.67,2.33,5,12,1.68,4.04,1.67,4.00
,,,St4Bb3Dxx,Veteran,Supernova,The Cosmos,Lunar,29.6,14,1,0.341,0.000,0,1,331,220,111,1,0,2,2,50.0%,358.3,238.1,120.1,1.08,0.00,2.16,2.16,331.0,220.0,111.0,1.00,0.00,2.00,2.00,2,3,2.16,3.25,2.00,3.00
,,,Rob Bee,Veteran,Linguini Lancers,Italian Battalion,Lunar,29.6,604,41,0.398,0.439,18,23,12468,6750,5718,24,20,50,85,28.2%,312.8,169.4,143.5,0.60,0.50,1.25,2.13,304.1,164.6,139.5,0.59,0.49,1.22,2.07,88,114,2.21,2.86,2.15,2.78
,,,Dimezach,Veteran,"Supernova
Linguini Lancers","The Cosmos
Italian Battalion",Lunar,28.7,106,8,0.662,0.500,4,4,2212,1310,902,4,5,11,11,36.4%,316.2,187.3,128.9,0.57,0.71,1.57,1.57,276.5,163.8,112.8,0.50,0.63,1.38,1.38,20,13,2.86,1.86,2.50,1.63
,,,Elite Ope,Veteran,"Water
Fighters","The Elements
Dungeons And Double Taps",Solar,28.6,396,24,0.375,0.333,8,16,7718,4270,3448,14,13,31,67,20.9%,295.3,163.4,131.9,0.54,0.50,1.19,2.56,321.6,177.9,143.7,0.58,0.54,1.29,2.79,52,72,1.99,2.76,2.17,3.00
,,,Croptopolis,Veteran,Linguini Lancers,Italian Battalion,Lunar,28.2,68,4,0.304,0.250,1,3,1386,890,496,3,5,6,4,75.0%,308.9,198.3,110.5,0.67,1.11,1.34,0.89,346.5,222.5,124.0,0.75,1.25,1.50,1.00,9,15,2.01,3.34,2.25,3.75
,,,Savant,Veteran,"Grizzly Bears
Banshees","The Bear Den
The Monster Mash",Lunar,27.2,390,26,0.401,0.423,11,15,8197,4310,3887,17,6,34,61,27.9%,318.5,167.5,151.0,0.66,0.23,1.32,2.37,315.3,165.8,149.5,0.65,0.23,1.31,2.35,50,65,1.94,2.53,1.92,2.50
,,,Jordton,Veteran,"Typhoons
Calzones","Storm
Fifty-Fifty Pizzeria",Solar,26.9,635,41,0.387,0.341,14,27,13308,7090,6218,25,17,58,84,29.8%,317.6,169.2,148.4,0.60,0.41,1.38,2.00,324.6,172.9,151.7,0.61,0.41,1.41,2.05,89,119,2.12,2.84,2.17,2.90
,,,Dvorl.Ttv,Veteran,Fighters,Dungeons And Double Taps,Solar,26.5,214,17,0.256,0.176,3,14,4731,2280,2451,2,5,32,23,8.7%,335.0,161.5,173.6,0.14,0.35,2.27,1.63,278.3,134.1,144.2,0.12,0.29,1.88,1.35,18,37,1.27,2.62,1.06,2.18
,,,Goose,Veteran,"Calzones
Typhoons","Fifty-Fifty Pizzeria
Storm",Solar,26.1,549,36,0.355,0.361,13,23,11440,6900,4540,32,12,46,80,40.0%,315.8,190.5,125.3,0.88,0.33,1.27,2.21,317.8,191.7,126.1,0.89,0.33,1.28,2.22,75,109,2.07,3.01,2.08,3.03
,,,Dfat22,Veteran,"Dobermans
Cobras","Puppy Paradise
The Serpents",Lunar,25.3,577,39,0.433,0.385,15,24,11247,6020,5227,20,19,44,87,23.0%,295.4,158.1,137.3,0.53,0.50,1.16,2.28,288.4,154.4,134.0,0.51,0.49,1.13,2.23,79,94,2.07,2.47,2.03,2.41
,,,Md,Veteran,Seadevils,The Abyss,Lunar,25.3,368,25,0.269,0.320,8,17,7606,4060,3546,14,11,33,46,30.4%,313.2,167.2,146.0,0.58,0.45,1.36,1.89,304.2,162.4,141.8,0.56,0.44,1.32,1.84,42,79,1.73,3.25,1.68,3.16
,,,Wittinghalo64,Veteran,"Fighters
Calzones","Dungeons And Double Taps
Fifty-Fifty Pizzeria",Solar,25.0,734,52,0.239,0.096,5,47,14809,7810,6999,28,17,61,111,25.2%,305.7,161.2,144.5,0.58,0.35,1.26,2.29,284.8,150.2,134.6,0.54,0.33,1.17,2.13,71,150,1.47,3.10,1.37,2.88
,,,Dooqal,Veteran,"Fighters
Rollin Cannolis","Dungeons And Double Taps
The Bakery",Solar,24.8,518,34,0.248,0.059,2,32,10524,5160,5364,17,7,45,86,19.8%,307.9,151.0,156.9,0.50,0.20,1.32,2.52,309.5,151.8,157.8,0.50,0.21,1.32,2.53,50,103,1.46,3.01,1.47,3.03
,,,Level 76 Metapod,Veteran,X-ray,The Wavelengths,Solar,24.7,734,49,0.451,0.449,22,27,14852,8340,6512,36,24,52,94,38.3%,306.6,172.2,134.4,0.74,0.50,1.07,1.94,303.1,170.2,132.9,0.73,0.49,1.06,1.92,115,130,2.37,2.68,2.35,2.65
,,,No U,Veteran,Gouda Gangsters,Cheese Guild,Solar,24.7,73,6,0.313,0.333,2,4,1581,770,811,3,2,6,7,42.9%,328.2,159.8,168.4,0.62,0.42,1.25,1.45,263.5,128.3,135.2,0.50,0.33,1.00,1.17,12,19,2.49,3.94,2.00,3.17
,,,Shai,Veteran,Banana Spiders,Eight Legged Freaks,Lunar,24.6,68,4,0.640,0.500,2,2,1521,980,541,4,1,9,8,50.0%,339.0,218.4,120.6,0.89,0.22,2.01,1.78,380.3,245.0,135.3,1.00,0.25,2.25,2.00,9,6,2.01,1.34,2.25,1.50
,,,Go Fig,Veteran,Hades,The Gods,Lunar,24.2,896,58,0.412,0.397,23,35,17669,9460,8209,29,29,77,126,23.0%,298.8,160.0,138.8,0.49,0.49,1.30,2.13,304.6,163.1,141.5,0.50,0.50,1.33,2.17,119,150,2.01,2.54,2.05,2.59
,,,Chulainn,Veteran,Water,The Elements,Solar,23.8,69,4,0.720,1.000,4,0,1155,530,625,2,3,1,13,15.4%,253.7,116.4,137.3,0.44,0.66,0.22,2.86,288.8,132.5,156.3,0.50,0.75,0.25,3.25,13,7,2.86,1.54,3.25,1.75
,,,Joeexotic,Veteran,Banshees,The Monster Mash,Lunar,23.5,696,46,0.328,0.348,16,30,13793,7330,6463,21,25,62,88,23.9%,300.3,159.6,140.7,0.46,0.54,1.35,1.92,299.8,159.3,140.5,0.46,0.54,1.35,1.91,84,133,1.83,2.90,1.83,2.89
,,,Nano,Veteran,Peppermint,Minty Fresh,Solar,21.0,151,9,0.580,0.556,5,4,2779,1640,1139,8,5,7,24,33.3%,278.9,164.6,114.3,0.80,0.50,0.70,2.41,308.8,182.2,126.6,0.89,0.56,0.78,2.67,27,22,2.71,2.21,3.00,2.44
,,,Beni Lava,Veteran,Linguini Lancers,Italian Battalion,Lunar,20.2,48,4,0.103,0.000,0,4,1043,440,603,1,1,5,4,25.0%,329.3,138.9,190.4,0.32,0.32,1.58,1.26,260.8,110.0,150.8,0.25,0.25,1.25,1.00,3,12,0.95,3.79,0.75,3.00
,,,Tmr99,Veteran,Banana Spiders,Eight Legged Freaks,Lunar,18.9,478,32,0.527,0.531,17,15,10102,5180,4922,13,10,58,48,27.1%,320.3,164.2,156.0,0.41,0.32,1.84,1.52,315.7,161.9,153.8,0.41,0.31,1.81,1.50,74,69,2.35,2.19,2.31,2.16
,,,Nully,Veteran,Gorillas,The Jungle,Solar,18.8,750,48,0.336,0.313,15,33,14258,7440,6818,21,31,59,84,25.0%,288.1,150.3,137.8,0.42,0.63,1.19,1.70,297.0,155.0,142.0,0.44,0.65,1.23,1.75,97,149,1.96,3.01,2.02,3.10
,,,Gillz,Veteran,Yellow Jackets,The Swarm,Solar,18.0,433,27,0.382,0.444,12,15,7739,4570,3169,17,11,31,77,22.1%,270.8,159.9,110.9,0.59,0.38,1.08,2.69,286.6,169.3,117.4,0.63,0.41,1.15,2.85,59,80,2.06,2.80,2.19,2.96
,,,Pythagorjags,Veteran,Banana Spiders,Eight Legged Freaks,Lunar,17.2,60,4,0.344,0.250,1,3,1356,760,596,3,0,8,6,50.0%,342.5,191.9,150.5,0.76,0.00,2.02,1.52,339.0,190.0,149.0,0.75,0.00,2.00,1.50,8,12,2.02,3.03,2.00,3.00
,,,Sush,Veteran,Calzones,Fifty-Fifty Pizzeria,Solar,16.3,14,1,0.115,0.000,0,1,245,110,135,0,1,1,1,0.0%,265.2,119.1,146.1,0.00,1.08,1.08,1.08,245.0,110.0,135.0,0.00,1.00,1.00,1.00,2,6,2.16,6.49,2.00,6.00
,,,Thenio,Veteran,X-ray,The Wavelengths,Solar,14.8,55,4,0.405,0.250,1,3,1046,630,416,3,1,4,8,37.5%,288.2,173.6,114.6,0.83,0.28,1.10,2.20,261.5,157.5,104.0,0.75,0.25,1.00,2.00,7,9,1.93,2.48,1.75,2.25
,,,Imperial,Veteran,Seadevils,The Abyss,Lunar,14.1,217,15,0.489,0.533,8,7,4083,2160,1923,9,4,15,31,29.0%,285.1,150.8,134.3,0.63,0.28,1.05,2.16,272.2,144.0,128.2,0.60,0.27,1.00,2.07,34,35,2.37,2.44,2.27,2.33
,,,Domino,Veteran,Dobermans,Puppy Paradise,Lunar,13.4,229,16,0.220,0.188,3,13,4624,2260,2364,6,3,25,26,23.1%,306.0,149.6,156.4,0.40,0.20,1.65,1.72,289.0,141.3,147.8,0.38,0.19,1.56,1.63,19,44,1.26,2.91,1.19,2.75
,,,Auryarts,Veteran,Seadevils,The Abyss,Lunar,8.9,481,31,0.329,0.290,9,22,9088,5200,3888,19,12,44,50,38.0%,286.3,163.8,122.5,0.60,0.38,1.39,1.58,293.2,167.7,125.4,0.61,0.39,1.42,1.61,62,97,1.95,3.06,2.00,3.13
,,,Sabre,Veteran,Cobras,The Serpents,Solar,8.6,763,49,0.430,0.388,19,30,14130,7760,6370,27,23,63,76,35.5%,280.6,154.1,126.5,0.54,0.46,1.25,1.51,288.4,158.4,130.0,0.55,0.47,1.29,1.55,112,134,2.22,2.66,2.29,2.73
,,,Nagz,Veteran,Fighters,Dungeons And Double Taps,Solar,6.9,842,60,0.261,0.117,7,53,14745,7270,7475,27,16,52,117,23.1%,265.4,130.8,134.5,0.49,0.29,0.94,2.11,245.8,121.2,124.6,0.45,0.27,0.87,1.95,82,162,1.48,2.92,1.37,2.70
,,,Suckiest Sucker,Veteran,"Banshees
Gorillas
Dobermans","The Monster Mash
The Jungle
Puppy Paradise",Lunar,5.3,278,19,0.360,0.421,8,11,5087,2590,2497,10,6,20,29,34.5%,277.3,141.2,136.1,0.55,0.33,1.09,1.58,267.7,136.3,131.4,0.53,0.32,1.05,1.53,36,52,1.96,2.83,1.89,2.74
,,,Ma410,Veteran,"Gouda Gangsters
Calzones","Cheese Guild
Fifty-Fifty Pizzeria",Solar,4.7,104,7,0.201,0.143,1,6,1803,680,1123,2,2,5,13,15.4%,262.7,99.1,163.6,0.29,0.29,0.73,1.89,257.6,97.1,160.4,0.29,0.29,0.71,1.86,9,22,1.31,3.21,1.29,3.14
,,,Armando,Veteran,"Posessed
Banshees
Gorillas","Destined
The Monster Mash
The Jungle",Solar,1.2,339,21,0.277,0.238,5,16,6059,3470,2589,12,6,32,37,32.4%,270.8,155.1,115.7,0.54,0.27,1.43,1.65,288.5,165.2,123.3,0.57,0.29,1.52,1.76,38,70,1.70,3.13,1.81,3.33
,,,Bradyk-,Veteran,Makos,Shark Attack,Lunar,-0.3,332,21,0.279,0.190,4,17,5582,2980,2602,11,10,21,33,33.3%,254.8,136.0,118.8,0.50,0.46,0.96,1.51,265.8,141.9,123.9,0.52,0.48,1.00,1.57,41,74,1.87,3.38,1.95,3.52
,,,Kousei,Veteran,"X-ray
Seadevils","The Wavelengths
The Abyss",Solar,-6.1,187,12,0.263,0.250,3,9,3282,1710,1572,4,5,19,11,36.4%,266.0,138.6,127.4,0.32,0.41,1.54,0.89,273.5,142.5,131.0,0.33,0.42,1.58,0.92,24,45,1.94,3.65,2.00,3.75
,,,Tenched,Veteran,Banshees,The Monster Mash,Lunar,-10.4,122,8,0.273,0.375,3,5,1954,960,994,6,0,4,16,37.5%,242.7,119.2,123.5,0.75,0.00,0.50,1.99,244.3,120.0,124.3,0.75,0.00,0.50,2.00,14,26,1.74,3.23,1.75,3.25
,,,Drip2Ez,Veteran,Linguini Lancers,Italian Battalion,Lunar,-10.9,48,4,0.103,0.000,0,4,730,220,510,0,0,3,7,0.0%,230.5,69.5,161.0,0.00,0.00,0.95,2.21,182.5,55.0,127.5,0.00,0.00,0.75,1.75,3,12,0.95,3.79,0.75,3.00
,,,Johnnygシ,Veteran,Linguini Lancers,Italian Battalion,Lunar,-15.6,66,4,0.417,0.500,2,2,874,480,394,1,2,4,8,12.5%,200.7,110.2,90.5,0.23,0.46,0.92,1.84,218.5,120.0,98.5,0.25,0.50,1.00,2.00,8,10,1.84,2.30,2.00,2.50
,,,Matrixzthebad,Veteran,Fighters,Dungeons And Double Taps,Solar,-16.8,47,3,0.102,0.000,0,3,624,230,394,1,0,1,8,12.5%,201.2,74.2,127.0,0.32,0.00,0.32,2.58,208.0,76.7,131.3,0.33,0.00,0.33,2.67,3,12,0.97,3.87,1.00,4.00
,,,Greengofantastic,Veteran,Linguini Lancers,Italian Battalion,Lunar,-25.2,48,4,0.103,0.000,0,4,655,360,295,2,0,2,6,33.3%,206.8,113.7,93.1,0.63,0.00,0.63,1.89,163.8,90.0,73.8,0.50,0.00,0.50,1.50,3,12,0.95,3.79,0.75,3.00
,,,Chugg,Veteran,Makos,Shark Attack,Lunar,-26.4,58,4,0.069,0.000,0,4,933,430,503,1,0,6,3,33.3%,243.8,112.3,131.4,0.26,0.00,1.57,0.78,233.3,107.5,125.8,0.25,0.00,1.50,0.75,2,12,0.52,3.14,0.50,3.00
,,,Tacobae,Veteran,Banshees,The Monster Mash,Lunar,-48.5,55,4,0.250,0.250,1,3,574,200,374,0,0,3,5,0.0%,158.1,55.1,103.0,0.00,0.00,0.83,1.38,143.5,50.0,93.5,0.00,0.00,0.75,1.25,6,12,1.65,3.31,1.50,3.00
,,,Chrismingle,Rival,Surge,Electric Mayhem,Lunar,102.6,20,2,0.500,0.500,1,1,702,340,362,1,0,4,4,25.0%,521.5,252.6,268.9,0.74,0.00,2.97,2.97,351.0,170.0,181.0,0.50,0.00,2.00,2.00,3,3,2.23,2.23,1.50,1.50
,,,Joe,Rival,Ocelots,The Jungle,Solar,99.7,339,22,0.615,0.682,15,7,9641,5760,3881,27,20,25,81,33.3%,422.6,252.5,170.1,1.18,0.88,1.10,3.55,438.2,261.8,176.4,1.23,0.91,1.14,3.68,62,46,2.72,2.02,2.82,2.09
,,,Dray,Rival,Snicker Doobles,The Bakery,Lunar,82.8,800,55,0.643,0.655,36,19,21581,11960,9621,52,37,63,176,29.5%,400.8,222.1,178.7,0.97,0.69,1.17,3.27,392.4,217.5,174.9,0.95,0.67,1.15,3.20,145,99,2.69,1.84,2.64,1.80
,,,Satella.,Rival,Chromium,Metal,Solar,82.1,63,4,0.672,0.750,3,1,1574,970,604,5,3,3,17,29.4%,371.2,228.8,142.5,1.18,0.71,0.71,4.01,393.5,242.5,151.0,1.25,0.75,0.75,4.25,14,9,3.30,2.12,3.50,2.25
