RSC ID,# of Seasons,First Season,Seasons Played
RSC003353,4,9,"[9, 14, 15, 21]"
RSC003355,1,10,[10]
RSC003357,2,9,"[9, 10]"
RSC003358,15,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
RSC003360,12,9,"[9, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC003361,2,9,"[9, 16]"
RSC003362,8,9,"[9, 10, 11, 12, 13, 14, 15, 16]"
RSC003366,6,9,"[9, 10, 11, 12, 13, 14]"
RSC003367,9,12,"[12, 14, 15, 16, 17, 18, 19, 20, 21]"
RSC003368,1,9,[9]
RSC003369,1,9,[9]
RSC003370,1,9,[9]
RSC003371,3,9,"[9, 10, 12]"
RSC003374,11,9,"[9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 22]"
RSC003375,1,9,[9]
RSC003376,4,9,"[9, 10, 11, 12]"
RSC003378,5,9,"[9, 10, 11, 12, 13]"
RSC003380,9,9,"[9, 10, 11, 12, 13, 15, 16, 17, 18]"
RSC003382,8,9,"[9, 10, 11, 12, 13, 15, 16, 17]"
RSC003385,1,9,[9]
RSC003387,17,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC003388,6,9,"[9, 10, 11, 12, 13, 16]"
RSC003389,1,9,[9]
RSC003391,5,9,"[9, 10, 11, 15, 16]"
RSC003392,1,9,[9]
RSC003394,4,9,"[9, 10, 11, 12]"
RSC003397,3,9,"[9, 10, 12]"
RSC003398,3,9,"[9, 10, 14]"
RSC003399,13,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22]"
RSC003400,1,9,[9]
RSC003401,1,9,[9]
RSC003402,5,9,"[9, 10, 13, 17, 19]"
RSC003405,11,10,"[10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22]"
RSC003406,2,9,"[9, 25]"
RSC003411,13,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24]"
RSC003412,19,1,"[1, 2, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC003413,3,9,"[9, 10, 17]"
RSC003414,2,9,"[9, 10]"
RSC003415,2,9,"[9, 10]"
RSC003416,15,9,"[9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 21, 22, 23, 24, 25]"
RSC003418,4,9,"[9, 13, 15, 25]"
RSC003419,3,9,"[9, 10, 11]"
RSC003420,2,9,"[9, 11]"
RSC003421,2,9,"[9, 10]"
RSC003423,1,9,[9]
RSC003424,14,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
RSC003425,1,16,[16]
RSC003427,14,9,"[9, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC003429,2,24,"[24, 25]"
RSC003430,4,9,"[9, 10, 11, 14]"
RSC003431,2,9,"[9, 10]"
RSC003432,12,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
RSC003433,11,9,"[9, 10, 11, 12, 13, 15, 16, 17, 19, 21, 23]"
RSC003434,1,9,[9]
RSC003436,2,9,"[9, 10]"
RSC003437,1,10,[10]
RSC003442,4,9,"[9, 10, 11, 14]"
RSC003444,1,9,[9]
RSC003445,14,9,"[9, 10, 11, 12, 14, 15, 16, 17, 18, 20, 22, 23, 24, 25]"
RSC003446,5,9,"[9, 10, 11, 12, 14]"
RSC003448,1,9,[9]
RSC003449,1,11,[11]
RSC003450,10,9,"[9, 10, 15, 16, 17, 18, 21, 22, 23, 25]"
RSC003453,1,12,[12]
RSC003456,6,12,"[12, 13, 14, 16, 21, 24]"
RSC003463,2,9,"[9, 10]"
RSC003464,2,9,"[9, 10]"
RSC003468,5,10,"[10, 11, 12, 13, 14]"
RSC003471,3,10,"[10, 11, 12]"
RSC003474,1,11,[11]
RSC003478,1,10,[10]
RSC003479,3,9,"[9, 10, 11]"
RSC003481,1,9,[9]
RSC003484,2,10,"[10, 11]"
RSC003486,3,9,"[9, 10, 11]"
RSC003488,2,9,"[9, 10]"
RSC003490,1,9,[9]
RSC003491,2,9,"[9, 10]"
RSC003495,3,10,"[10, 11, 12]"
RSC003498,15,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 24, 25]"
RSC003500,1,9,[9]
RSC003501,1,9,[9]
RSC003505,8,14,"[14, 15, 16, 17, 18, 19, 20, 21]"
RSC003506,4,10,"[10, 11, 13, 14]"
RSC003510,3,10,"[10, 11, 12]"
RSC003515,3,10,"[10, 11, 12]"
RSC003516,1,10,[10]
RSC003523,5,10,"[10, 11, 12, 13, 14]"
RSC003524,5,1,"[1, 2, 16, 17, 18]"
RSC003526,1,2,[2]
RSC003527,2,1,"[1, 2]"
RSC003529,1,2,[2]
RSC003531,1,2,[2]
RSC003532,1,2,[2]
RSC003534,1,2,[2]
RSC003535,1,1,[1]
RSC003536,3,23,"[23, 24, 25]"
RSC003537,1,2,[2]
RSC003540,1,1,[1]
RSC003542,1,2,[2]
RSC003543,1,1,[1]
RSC003545,2,1,"[1, 2]"
RSC003546,3,1,"[1, 2, 15]"
RSC003547,2,1,"[1, 2]"
RSC003551,2,1,"[1, 2]"
RSC003552,1,2,[2]
RSC003553,1,2,[2]
RSC003555,2,1,"[1, 2]"
RSC003556,1,2,[2]
RSC003557,1,1,[1]
RSC003559,1,1,[1]
RSC003560,1,2,[2]
RSC003561,10,2,"[2, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC003562,2,1,"[1, 2]"
RSC003565,1,1,[1]
RSC003567,3,1,"[1, 2, 11]"
RSC003568,1,2,[2]
RSC003569,1,2,[2]
RSC003570,1,1,[1]
RSC003571,2,1,"[1, 2]"
RSC003574,1,1,[1]
RSC003575,1,1,[1]
RSC003576,1,2,[2]
RSC003578,2,1,"[1, 2]"
RSC003579,1,1,[1]
RSC003580,1,2,[2]
RSC003582,1,2,[2]
RSC003583,1,2,[2]
RSC003584,2,1,"[1, 2]"
RSC003588,1,1,[1]
RSC003593,1,2,[2]
RSC003594,1,2,[2]
RSC003596,1,1,[1]
RSC003598,4,12,"[12, 15, 16, 17]"
RSC003599,1,1,[1]
RSC003601,1,2,[2]
RSC003602,1,1,[1]
RSC003603,1,1,[1]
RSC003604,1,1,[1]
RSC003606,2,1,"[1, 2]"
RSC003607,1,1,[1]
RSC003610,2,1,"[1, 2]"
RSC003611,1,2,[2]
RSC003612,1,1,[1]
RSC003613,1,2,[2]
RSC003615,1,1,[1]
RSC003617,2,1,"[1, 2]"
RSC003618,3,1,"[1, 2, 25]"
RSC003619,2,1,"[1, 2]"
RSC003620,1,2,[2]
RSC003622,1,2,[2]
RSC003623,1,2,[2]
RSC003624,1,1,[1]
RSC003627,1,1,[1]
RSC003628,2,1,"[1, 2]"
RSC003629,1,1,[1]
RSC003630,3,1,"[1, 2, 16]"
RSC003631,1,1,[1]
RSC003632,2,1,"[1, 2]"
RSC003633,1,1,[1]
RSC003635,1,1,[1]
RSC003636,2,2,"[2, 14]"
RSC003638,1,2,[2]
RSC003639,2,1,"[1, 2]"
RSC003640,1,1,[1]
RSC003645,2,1,"[1, 2]"
RSC003649,1,1,[1]
RSC003652,2,1,"[1, 2]"
RSC003655,1,2,[2]
RSC003656,2,16,"[16, 17]"
RSC003657,1,1,[1]
RSC003658,1,2,[2]
RSC003660,1,1,[1]
RSC003661,1,2,[2]
RSC003662,2,1,"[1, 2]"
RSC003666,1,2,[2]
RSC003667,1,1,[1]
RSC003669,1,2,[2]
RSC003671,1,14,[14]
RSC003673,1,1,[1]
RSC003674,1,1,[1]
RSC003676,1,2,[2]
RSC003677,1,2,[2]
RSC003684,2,1,"[1, 2]"
RSC003688,1,2,[2]
RSC003690,2,10,"[10, 11]"
RSC003692,1,10,[10]
RSC003694,12,10,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 22, 24]"
RSC003695,1,10,[10]
RSC003697,11,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 24]"
RSC003699,1,10,[10]
RSC003700,3,10,"[10, 11, 12]"
RSC003702,7,10,"[10, 11, 13, 14, 16, 17, 18]"
RSC003703,2,10,"[10, 11]"
RSC003704,5,10,"[10, 11, 18, 19, 20]"
RSC003705,8,10,"[10, 11, 12, 13, 15, 16, 17, 21]"
RSC003706,2,10,"[10, 11]"
RSC003707,2,10,"[10, 11]"
RSC003709,15,10,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC003710,3,10,"[10, 11, 12]"
RSC003711,1,12,[12]
RSC003716,1,10,[10]
RSC003717,4,10,"[10, 17, 18, 19]"
RSC003718,9,10,"[10, 11, 12, 13, 14, 16, 17, 22, 23]"
RSC003719,1,10,[10]
RSC003720,8,10,"[10, 11, 12, 13, 14, 15, 21, 22]"
RSC003721,11,10,"[10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22]"
RSC003722,1,10,[10]
RSC003723,2,10,"[10, 11]"
RSC003724,2,10,"[10, 11]"
RSC003726,4,10,"[10, 11, 13, 14]"
RSC003728,11,10,"[10, 11, 12, 13, 14, 15, 16, 18, 22, 23, 24]"
RSC003730,2,13,"[13, 14]"
RSC003732,1,10,[10]
RSC003733,2,17,"[17, 18]"
RSC003734,1,10,[10]
RSC003737,12,10,"[10, 11, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC003739,4,10,"[10, 11, 12, 13]"
RSC003740,1,10,[10]
RSC003743,11,10,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
RSC003745,1,10,[10]
RSC003746,11,11,"[11, 12, 13, 14, 15, 16, 17, 19, 20, 22, 23]"
RSC003747,3,10,"[10, 11, 12]"
RSC003748,2,10,"[10, 11]"
RSC003749,15,10,"[10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25]"
RSC003750,2,10,"[10, 11]"
RSC003752,2,10,"[10, 16]"
RSC003755,2,10,"[10, 11]"
RSC003757,2,10,"[10, 11]"
RSC003759,2,10,"[10, 11]"
RSC003760,7,10,"[10, 11, 12, 13, 14, 16, 17]"
RSC003761,1,10,[10]
RSC003762,6,10,"[10, 11, 12, 13, 17, 18]"
RSC003763,2,10,"[10, 13]"
RSC003764,2,10,"[10, 11]"
RSC003767,2,10,"[10, 11]"
RSC003768,1,10,[10]
RSC003769,1,10,[10]
RSC003770,2,10,"[10, 11]"
RSC003771,2,10,"[10, 11]"
RSC003774,1,12,[12]
RSC003777,5,10,"[10, 11, 12, 13, 14]"
RSC003779,1,10,[10]
RSC003780,14,10,"[10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25]"
RSC003782,3,10,"[10, 11, 12]"
RSC003784,11,10,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 21, 23]"
RSC003785,5,10,"[10, 11, 12, 13, 14]"
RSC003786,3,10,"[10, 11, 12]"
RSC003788,2,10,"[10, 11]"
RSC003789,9,10,"[10, 11, 12, 13, 14, 15, 16, 21, 22]"
RSC003790,2,10,"[10, 11]"
RSC003791,1,25,[25]
RSC003792,9,10,"[10, 11, 12, 13, 14, 15, 17, 20, 24]"
RSC003793,3,10,"[10, 18, 19]"
RSC003794,4,10,"[10, 11, 12, 25]"
RSC003795,1,11,[11]
RSC003797,1,11,[11]
RSC003799,11,10,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21]"
RSC003801,6,10,"[10, 11, 19, 20, 21, 22]"
RSC003803,6,10,"[10, 11, 12, 13, 14, 15]"
RSC003804,13,10,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22, 24, 25]"
RSC003806,2,10,"[10, 11]"
RSC003807,4,10,"[10, 11, 17, 18]"
RSC003811,1,10,[10]
RSC003812,4,10,"[10, 13, 14, 25]"
RSC003815,15,10,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25]"
RSC003816,10,10,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
RSC003818,2,10,"[10, 12]"
RSC003819,2,18,"[18, 20]"
RSC003823,3,10,"[10, 11, 12]"
RSC003825,1,10,[10]
RSC003826,1,10,[10]
RSC003827,8,10,"[10, 11, 12, 13, 14, 15, 16, 17]"
RSC003829,1,10,[10]
RSC003830,15,10,"[10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25]"
RSC003831,8,10,"[10, 11, 12, 14, 15, 22, 23, 24]"
RSC003833,3,10,"[10, 12, 13]"
RSC003834,2,10,"[10, 11]"
RSC003836,3,18,"[18, 23, 24]"
RSC003837,2,10,"[10, 12]"
RSC003840,1,10,[10]
RSC003842,3,10,"[10, 11, 12]"
RSC003843,1,13,[13]
RSC003845,1,10,[10]
RSC003848,8,10,"[10, 11, 12, 13, 15, 17, 19, 20]"
RSC003851,8,10,"[10, 11, 12, 13, 15, 16, 18, 19]"
RSC003856,3,10,"[10, 11, 12]"
RSC003861,4,10,"[10, 11, 12, 13]"
RSC003862,1,13,[13]
RSC003864,5,10,"[10, 11, 12, 13, 19]"
RSC003866,8,10,"[10, 11, 12, 13, 14, 15, 16, 17]"
RSC003867,1,10,[10]
RSC003868,1,10,[10]
RSC003870,3,10,"[10, 11, 12]"
RSC003871,4,11,"[11, 12, 13, 14]"
RSC003874,1,2,[2]
RSC003876,4,10,"[10, 11, 12, 14]"
RSC003880,4,10,"[10, 11, 12, 13]"
RSC003882,6,10,"[10, 11, 12, 13, 14, 15]"
RSC003883,2,11,"[11, 16]"
RSC003884,1,10,[10]
RSC003886,6,11,"[11, 17, 18, 19, 20, 21]"
RSC003887,12,10,"[10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22]"
RSC003888,7,10,"[10, 11, 13, 14, 17, 18, 23]"
RSC003892,10,11,"[11, 12, 13, 14, 15, 16, 17, 18, 20, 21]"
RSC003893,3,10,"[10, 11, 12]"
RSC003894,1,10,[10]
RSC003895,6,11,"[11, 12, 13, 14, 15, 16]"
RSC003897,11,10,"[10, 11, 12, 13, 14, 15, 16, 17, 20, 24, 25]"
RSC003898,3,10,"[10, 11, 12]"
RSC003900,16,10,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC003901,1,12,[12]
RSC003904,16,10,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC003906,6,10,"[10, 11, 13, 14, 18, 21]"
RSC003907,1,10,[10]
RSC003908,9,10,"[10, 11, 12, 13, 14, 15, 16, 17, 18]"
RSC003909,1,10,[10]
RSC003911,3,10,"[10, 11, 12]"
RSC003912,5,17,"[17, 18, 20, 21, 22]"
RSC003914,1,11,[11]
RSC003916,11,10,"[10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21]"
RSC003918,1,10,[10]
RSC003919,4,14,"[14, 15, 21, 25]"
RSC003922,3,10,"[10, 13, 14]"
RSC003923,1,10,[10]
RSC003925,1,10,[10]
RSC003926,4,10,"[10, 11, 18, 19]"
RSC003927,4,10,"[10, 11, 12, 14]"
RSC003928,8,10,"[10, 11, 12, 15, 16, 17, 19, 20]"
RSC003929,13,10,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23]"
RSC003932,1,10,[10]
RSC003937,1,10,[10]
RSC003938,2,10,"[10, 11]"
RSC003940,2,10,"[10, 11]"
RSC003941,2,10,"[10, 11]"
RSC003942,2,10,"[10, 11]"
RSC003944,2,10,"[10, 11]"
RSC003945,6,20,"[20, 21, 22, 23, 24, 25]"
RSC003947,1,10,[10]
RSC003948,1,10,[10]
RSC003953,7,10,"[10, 11, 21, 22, 23, 24, 25]"
RSC003956,2,10,"[10, 11]"
RSC003958,2,10,"[10, 11]"
RSC003959,2,11,"[11, 14]"
RSC003960,2,10,"[10, 11]"
RSC003963,1,10,[10]
RSC003964,6,10,"[10, 11, 12, 16, 17, 21]"
RSC003965,2,10,"[10, 11]"
RSC003966,2,10,"[10, 11]"
RSC003968,9,10,"[10, 11, 12, 13, 14, 15, 18, 19, 20]"
RSC003969,5,10,"[10, 11, 18, 19, 20]"
RSC003970,3,10,"[10, 11, 12]"
RSC003971,1,10,[10]
RSC003972,1,10,[10]
RSC003973,1,10,[10]
RSC003974,1,10,[10]
RSC003976,3,11,"[11, 12, 13]"
RSC003978,14,10,"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
RSC003979,1,10,[10]
RSC003980,1,10,[10]
RSC003981,10,10,"[10, 11, 12, 13, 16, 17, 18, 19, 20, 21]"
RSC003982,1,10,[10]
RSC003984,7,10,"[10, 11, 12, 13, 14, 17, 18]"
RSC003985,2,10,"[10, 11]"
RSC003986,9,10,"[10, 11, 12, 13, 14, 16, 21, 22, 24]"
RSC003987,6,10,"[10, 11, 12, 13, 14, 15]"
RSC003988,3,10,"[10, 11, 12]"
RSC003989,1,23,[23]
RSC003991,1,13,[13]
RSC003992,2,11,"[11, 12]"
RSC003994,1,10,[10]
RSC003995,3,11,"[11, 12, 13]"
RSC004001,3,11,"[11, 12, 13]"
RSC004004,8,10,"[10, 11, 12, 13, 14, 18, 19, 20]"
RSC004005,7,10,"[10, 11, 12, 13, 14, 15, 16]"
RSC004009,2,11,"[11, 12]"
RSC004010,1,10,[10]
RSC004012,15,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC004015,4,11,"[11, 15, 16, 17]"
RSC004017,1,11,[11]
RSC004022,4,11,"[11, 12, 22, 23]"
RSC004023,2,10,"[10, 11]"
RSC004025,1,11,[11]
RSC004027,2,10,"[10, 11]"
RSC004028,5,11,"[11, 12, 13, 14, 22]"
RSC004032,3,11,"[11, 12, 13]"
RSC004034,6,11,"[11, 12, 13, 14, 16, 18]"
RSC004035,4,12,"[12, 13, 24, 25]"
RSC004036,2,10,"[10, 12]"
RSC004037,6,10,"[10, 11, 14, 15, 17, 21]"
RSC004045,4,11,"[11, 12, 15, 16]"
RSC004048,1,11,[11]
RSC004050,6,12,"[12, 13, 14, 15, 16, 18]"
RSC004051,6,11,"[11, 12, 14, 15, 16, 19]"
RSC004055,2,10,"[10, 11]"
RSC004056,1,11,[11]
RSC004059,12,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
RSC004060,1,11,[11]
RSC004062,3,11,"[11, 12, 13]"
RSC004064,8,13,"[13, 14, 15, 16, 17, 18, 19, 20]"
RSC004065,6,11,"[11, 12, 13, 14, 15, 16]"
RSC004066,5,11,"[11, 12, 13, 18, 19]"
RSC004067,2,11,"[11, 12]"
RSC004070,6,12,"[12, 13, 14, 15, 19, 20]"
RSC004073,4,15,"[15, 16, 21, 22]"
RSC004075,2,10,"[10, 11]"
RSC004079,4,11,"[11, 12, 13, 22]"
RSC004081,1,12,[12]
RSC004088,3,11,"[11, 12, 17]"
RSC004089,4,11,"[11, 12, 13, 15]"
RSC004090,11,11,"[11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC004091,1,19,[19]
RSC004094,1,22,[22]
RSC004096,4,11,"[11, 12, 13, 14]"
RSC004097,4,11,"[11, 12, 13, 14]"
RSC004098,2,11,"[11, 12]"
RSC004099,5,11,"[11, 12, 13, 14, 15]"
RSC004100,2,11,"[11, 21]"
RSC004105,5,11,"[11, 16, 17, 18, 20]"
RSC004106,14,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25]"
RSC004107,4,11,"[11, 12, 15, 24]"
RSC004109,15,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC004111,2,11,"[11, 12]"
RSC004113,1,14,[14]
RSC004120,1,11,[11]
RSC004124,1,11,[11]
RSC004126,1,11,[11]
RSC004127,1,11,[11]
RSC004130,5,11,"[11, 12, 13, 14, 25]"
RSC004131,10,11,"[11, 15, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC004132,15,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC004135,4,11,"[11, 13, 16, 17]"
RSC004137,3,11,"[11, 13, 14]"
RSC004138,10,11,"[11, 12, 14, 15, 16, 17, 18, 19, 21, 24]"
RSC004141,2,11,"[11, 12]"
RSC004146,2,11,"[11, 12]"
RSC004147,7,11,"[11, 12, 13, 14, 15, 16, 17]"
RSC004148,5,11,"[11, 12, 13, 15, 16]"
RSC004149,9,11,"[11, 12, 13, 15, 16, 17, 19, 23, 24]"
RSC004153,3,12,"[12, 13, 14]"
RSC004155,2,11,"[11, 12]"
RSC004157,2,14,"[14, 15]"
RSC004163,5,11,"[11, 12, 14, 15, 16]"
RSC004164,2,11,"[11, 12]"
RSC004165,14,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25]"
RSC004166,8,11,"[11, 12, 13, 14, 15, 16, 17, 18]"
RSC004170,1,11,[11]
RSC004171,2,11,"[11, 12]"
RSC004176,1,11,[11]
RSC004177,10,11,"[11, 12, 13, 14, 15, 16, 17, 18, 24, 25]"
RSC004178,2,11,"[11, 19]"
RSC004180,2,11,"[11, 13]"
RSC004184,9,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19]"
RSC004185,1,11,[11]
RSC004188,8,11,"[11, 12, 13, 14, 22, 23, 24, 25]"
RSC004190,9,13,"[13, 16, 18, 19, 20, 21, 22, 23, 25]"
RSC004192,3,11,"[11, 12, 13]"
RSC004194,4,11,"[11, 12, 13, 14]"
RSC004195,2,11,"[11, 12]"
RSC004196,2,12,"[12, 13]"
RSC004198,10,11,"[11, 12, 13, 14, 15, 16, 17, 18, 21, 22]"
RSC004199,1,11,[11]
RSC004200,3,15,"[15, 16, 21]"
RSC004202,4,11,"[11, 12, 13, 14]"
RSC004204,2,12,"[12, 13]"
RSC004205,6,11,"[11, 12, 13, 14, 15, 16]"
RSC004206,3,11,"[11, 12, 14]"
RSC004207,7,13,"[13, 15, 16, 17, 18, 19, 20]"
RSC004208,9,15,"[15, 16, 17, 18, 19, 20, 23, 24, 25]"
RSC004209,2,13,"[13, 14]"
RSC004210,1,11,[11]
RSC004211,7,11,"[11, 12, 13, 14, 15, 16, 17]"
RSC004212,10,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
RSC004213,1,11,[11]
RSC004214,14,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC004215,4,11,"[11, 12, 24, 25]"
RSC004216,7,11,"[11, 12, 14, 19, 20, 21, 22]"
RSC004220,15,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC004221,2,12,"[12, 13]"
RSC004222,6,11,"[11, 12, 13, 15, 16, 18]"
RSC004223,1,11,[11]
RSC004224,3,11,"[11, 12, 13]"
RSC004225,4,11,"[11, 12, 13, 14]"
RSC004226,1,11,[11]
RSC004228,8,11,"[11, 12, 13, 14, 15, 16, 18, 23]"
RSC004229,5,11,"[11, 12, 13, 17, 22]"
RSC004232,1,11,[11]
RSC004234,6,11,"[11, 12, 13, 14, 15, 16]"
RSC004236,1,11,[11]
RSC004237,2,11,"[11, 12]"
RSC004238,2,12,"[12, 13]"
RSC004239,12,12,"[12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC004242,2,11,"[11, 12]"
RSC004243,2,11,"[11, 12]"
RSC004245,2,11,"[11, 12]"
RSC004247,2,12,"[12, 13]"
RSC004248,2,11,"[11, 12]"
RSC004249,3,11,"[11, 12, 13]"
RSC004254,5,11,"[11, 12, 13, 15, 16]"
RSC004255,10,11,"[11, 12, 13, 14, 15, 16, 17, 19, 20, 23]"
RSC004256,1,11,[11]
RSC004258,1,11,[11]
RSC004259,1,11,[11]
RSC004261,1,11,[11]
RSC004262,1,11,[11]
RSC004263,3,11,"[11, 14, 15]"
RSC004264,8,11,"[11, 12, 16, 17, 18, 19, 20, 21]"
RSC004265,1,11,[11]
RSC004269,3,15,"[15, 16, 17]"
RSC004271,1,11,[11]
RSC004272,4,13,"[13, 14, 15, 16]"
RSC004274,3,11,"[11, 12, 13]"
RSC004275,1,17,[17]
RSC004276,8,11,"[11, 12, 13, 14, 15, 16, 17, 18]"
RSC004277,2,11,"[11, 12]"
RSC004279,10,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
RSC004280,1,11,[11]
RSC004282,7,11,"[11, 12, 13, 14, 15, 16, 17]"
RSC004283,13,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]"
RSC004284,2,11,"[11, 12]"
RSC004285,2,11,"[11, 12]"
RSC004286,5,12,"[12, 13, 14, 19, 20]"
RSC004288,1,11,[11]
RSC004290,7,11,"[11, 12, 14, 15, 16, 18, 19]"
RSC004293,1,11,[11]
RSC004294,2,11,"[11, 12]"
RSC004295,6,11,"[11, 12, 13, 14, 15, 16]"
RSC004296,1,11,[11]
RSC004298,3,11,"[11, 12, 13]"
RSC004299,5,11,"[11, 14, 17, 21, 23]"
RSC004301,2,12,"[12, 13]"
RSC004303,15,11,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC004304,2,11,"[11, 14]"
RSC004305,1,11,[11]
RSC004306,7,13,"[13, 14, 16, 17, 19, 20, 21]"
RSC004309,1,11,[11]
RSC004312,2,11,"[11, 12]"
RSC004313,5,11,"[11, 20, 22, 23, 25]"
RSC004314,3,11,"[11, 15, 16]"
RSC004315,1,11,[11]
RSC004316,1,11,[11]
RSC004317,4,11,"[11, 12, 13, 14]"
RSC004318,2,11,"[11, 12]"
RSC004319,1,11,[11]
RSC004324,5,11,"[11, 14, 15, 16, 17]"
RSC004326,7,11,"[11, 12, 13, 14, 15, 16, 18]"
RSC004327,1,12,[12]
RSC004328,1,12,[12]
RSC004329,4,11,"[11, 12, 13, 18]"
RSC004330,4,11,"[11, 12, 14, 15]"
RSC004331,4,11,"[11, 13, 14, 15]"
RSC004332,10,11,"[11, 12, 13, 14, 15, 16, 17, 21, 22, 23]"
RSC004333,4,11,"[11, 12, 13, 22]"
RSC004341,1,11,[11]
RSC004342,1,11,[11]
RSC004345,1,21,[21]
RSC004347,2,13,"[13, 22]"
RSC004348,4,11,"[11, 12, 13, 14]"
RSC004350,3,11,"[11, 12, 13]"
RSC004351,2,11,"[11, 12]"
RSC004353,8,11,"[11, 12, 13, 14, 15, 16, 17, 18]"
RSC004354,1,12,[12]
RSC004355,5,11,"[11, 12, 13, 14, 15]"
RSC004356,7,11,"[11, 12, 13, 15, 16, 17, 18]"
RSC004358,1,11,[11]
RSC004359,2,11,"[11, 12]"
RSC004361,6,11,"[11, 12, 13, 14, 15, 16]"
RSC004364,1,11,[11]
RSC004365,9,11,"[11, 12, 13, 17, 18, 19, 20, 21, 22]"
RSC004366,3,11,"[11, 12, 13]"
RSC004367,6,11,"[11, 12, 13, 16, 24, 25]"
RSC004368,1,11,[11]
RSC004369,1,11,[11]
RSC004370,4,11,"[11, 20, 21, 22]"
RSC004371,6,11,"[11, 12, 13, 14, 16, 17]"
RSC004373,1,11,[11]
RSC004374,4,11,"[11, 12, 13, 21]"
RSC004375,4,11,"[11, 12, 13, 14]"
RSC004376,8,11,"[11, 12, 13, 14, 15, 16, 17, 18]"
RSC004377,1,11,[11]
RSC004383,1,11,[11]
RSC004385,11,11,"[11, 12, 13, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC004386,3,11,"[11, 12, 15]"
RSC004387,3,11,"[11, 12, 13]"
