RSC ID,# of Seasons,First Season,Seasons Played
RSC002451,1,8,[8]
RSC002452,2,8,"[8, 9]"
RSC002453,16,8,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002455,13,8,"[8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22]"
RSC002456,2,8,"[8, 9]"
RSC002457,4,8,"[8, 9, 12, 14]"
RSC002459,7,8,"[8, 10, 11, 12, 13, 14, 16]"
RSC002461,8,8,"[8, 9, 10, 11, 12, 13, 14, 15]"
RSC002467,12,8,"[8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 21, 23]"
RSC002471,2,8,"[8, 9]"
RSC002473,10,8,"[8, 10, 11, 12, 13, 14, 15, 16, 18, 19]"
RSC002474,2,8,"[8, 9]"
RSC002475,4,8,"[8, 9, 14, 15]"
RSC002476,15,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]"
RSC002477,11,1,"[1, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18]"
RSC002479,4,8,"[8, 9, 10, 11]"
RSC002480,10,8,"[8, 12, 13, 14, 15, 16, 17, 18, 19, 22]"
RSC002486,1,8,[8]
RSC002490,18,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002491,1,8,[8]
RSC002492,6,8,"[8, 10, 12, 14, 17, 18]"
RSC002493,7,8,"[8, 9, 10, 11, 12, 13, 16]"
RSC002494,7,11,"[11, 12, 13, 14, 15, 24, 25]"
RSC002496,4,9,"[9, 18, 19, 20]"
RSC002498,14,11,"[11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25]"
RSC002500,10,8,"[8, 11, 12, 13, 14, 15, 16, 21, 22, 25]"
RSC002501,1,8,[8]
RSC002505,3,8,"[8, 9, 10]"
RSC002507,1,23,[23]
RSC002508,1,8,[8]
RSC002511,10,8,"[8, 9, 10, 11, 12, 13, 14, 15, 24, 25]"
RSC002512,1,8,[8]
RSC002513,13,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
RSC002514,2,8,"[8, 10]"
RSC002515,5,8,"[8, 9, 10, 11, 12]"
RSC002521,1,8,[8]
RSC002525,1,8,[8]
RSC002531,2,8,"[8, 10]"
RSC002532,6,8,"[8, 9, 10, 11, 12, 13]"
RSC002533,1,2,[2]
RSC002534,2,11,"[11, 12]"
RSC002535,1,9,[9]
RSC002541,2,8,"[8, 9]"
RSC002542,14,8,"[8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 23]"
RSC002543,6,8,"[8, 9, 11, 12, 20, 21]"
RSC002544,17,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25]"
RSC002545,1,8,[8]
RSC002546,3,8,"[8, 10, 11]"
RSC002547,1,9,[9]
RSC002548,1,8,[8]
RSC002550,3,8,"[8, 9, 20]"
RSC002551,2,8,"[8, 9]"
RSC002553,1,8,[8]
RSC002554,7,8,"[8, 9, 10, 11, 16, 17, 18]"
RSC002557,1,19,[19]
RSC002558,5,8,"[8, 9, 10, 17, 18]"
RSC002559,7,8,"[8, 9, 16, 17, 18, 23, 24]"
RSC002560,6,8,"[8, 9, 10, 11, 12, 13]"
RSC002562,2,8,"[8, 9]"
RSC002563,2,13,"[13, 14]"
RSC002564,3,8,"[8, 9, 10]"
RSC002566,1,8,[8]
RSC002568,2,8,"[8, 9]"
RSC002569,5,8,"[8, 9, 10, 11, 12]"
RSC002570,2,8,"[8, 9]"
RSC002571,6,8,"[8, 9, 10, 13, 14, 15]"
RSC002572,3,9,"[9, 10, 17]"
RSC002574,3,8,"[8, 9, 11]"
RSC002575,1,8,[8]
RSC002576,3,14,"[14, 15, 16]"
RSC002579,7,8,"[8, 9, 10, 13, 23, 24, 25]"
RSC002580,5,8,"[8, 9, 10, 12, 13]"
RSC002581,1,8,[8]
RSC002583,4,8,"[8, 11, 16, 17]"
RSC002585,3,8,"[8, 9, 10]"
RSC002586,1,8,[8]
RSC002587,2,8,"[8, 9]"
RSC002590,2,8,"[8, 9]"
RSC002591,3,9,"[9, 10, 11]"
RSC002592,1,8,[8]
RSC002595,1,8,[8]
RSC002596,3,8,"[8, 9, 22]"
RSC002597,1,9,[9]
RSC002600,5,8,"[8, 9, 12, 13, 14]"
RSC002602,1,8,[8]
RSC002603,2,8,"[8, 9]"
RSC002605,1,8,[8]
RSC002607,4,8,"[8, 10, 11, 12]"
RSC002608,1,8,[8]
RSC002609,12,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
RSC002610,3,8,"[8, 9, 10]"
RSC002614,1,8,[8]
RSC002615,5,8,"[8, 9, 10, 13, 17]"
RSC002616,10,8,"[8, 9, 10, 15, 16, 19, 20, 21, 22, 23]"
RSC002617,4,8,"[8, 11, 19, 20]"
RSC002618,4,8,"[8, 9, 10, 11]"
RSC002619,1,8,[8]
RSC002620,17,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25]"
RSC002622,1,8,[8]
RSC002624,2,8,"[8, 9]"
RSC002625,1,8,[8]
RSC002627,1,9,[9]
RSC002628,1,8,[8]
RSC002630,2,8,"[8, 15]"
RSC002633,8,8,"[8, 9, 10, 11, 12, 18, 24, 25]"
RSC002635,1,19,[19]
RSC002636,7,8,"[8, 11, 13, 14, 15, 16, 25]"
RSC002639,3,8,"[8, 9, 12]"
RSC002640,9,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16]"
RSC002642,1,13,[13]
RSC002644,4,8,"[8, 9, 12, 13]"
RSC002645,1,8,[8]
RSC002646,1,8,[8]
RSC002648,5,8,"[8, 9, 11, 20, 23]"
RSC002649,1,2,[2]
RSC002650,1,8,[8]
RSC002651,5,8,"[8, 9, 11, 12, 13]"
RSC002653,1,8,[8]
RSC002654,4,8,"[8, 9, 12, 13]"
RSC002658,5,8,"[8, 9, 10, 11, 13]"
RSC002662,10,8,"[8, 9, 11, 12, 13, 14, 15, 16, 17, 18]"
RSC002663,4,8,"[8, 9, 10, 11]"
RSC002665,1,8,[8]
RSC002667,4,8,"[8, 9, 10, 12]"
RSC002668,10,8,"[8, 9, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002671,2,1,"[1, 2]"
RSC002672,1,12,[12]
RSC002673,4,8,"[8, 9, 10, 11]"
RSC002675,4,8,"[8, 9, 10, 11]"
RSC002676,6,8,"[8, 9, 10, 11, 12, 13]"
RSC002678,5,8,"[8, 9, 10, 19, 20]"
RSC002680,3,8,"[8, 9, 20]"
RSC002681,3,8,"[8, 9, 20]"
RSC002682,5,8,"[8, 9, 10, 12, 16]"
RSC002683,2,9,"[9, 10]"
RSC002684,6,8,"[8, 9, 10, 11, 12, 13]"
RSC002686,3,8,"[8, 9, 10]"
RSC002687,2,8,"[8, 9]"
RSC002688,4,8,"[8, 9, 10, 11]"
RSC002689,4,8,"[8, 9, 10, 11]"
RSC002690,4,8,"[8, 10, 11, 12]"
RSC002691,12,8,"[8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 25]"
RSC002693,6,8,"[8, 9, 10, 11, 12, 14]"
RSC002697,1,8,[8]
RSC002699,3,8,"[8, 9, 11]"
RSC002700,4,8,"[8, 9, 10, 11]"
RSC002702,2,8,"[8, 9]"
RSC002703,2,8,"[8, 9]"
RSC002704,2,8,"[8, 11]"
RSC002706,9,8,"[8, 11, 12, 13, 14, 15, 16, 23, 24]"
RSC002709,1,8,[8]
RSC002712,1,8,[8]
RSC002713,3,23,"[23, 24, 25]"
RSC002714,17,8,"[8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002716,1,8,[8]
RSC002718,6,8,"[8, 9, 10, 11, 12, 13]"
RSC002720,3,8,"[8, 9, 12]"
RSC002722,3,10,"[10, 11, 14]"
RSC002725,2,8,"[8, 9]"
RSC002726,1,8,[8]
RSC002729,14,9,"[9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21, 23, 24, 25]"
RSC002730,4,22,"[22, 23, 24, 25]"
RSC002731,4,8,"[8, 9, 10, 11]"
RSC002733,4,8,"[8, 15, 16, 19]"
RSC002734,2,8,"[8, 9]"
RSC002736,14,8,"[8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22]"
RSC002737,3,8,"[8, 9, 10]"
RSC002742,7,8,"[8, 9, 10, 11, 13, 14, 18]"
RSC002743,5,8,"[8, 9, 10, 11, 12]"
RSC002744,3,8,"[8, 9, 13]"
RSC002747,14,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22]"
RSC002749,1,8,[8]
RSC002750,5,1,"[1, 2, 12, 13, 20]"
RSC002753,4,8,"[8, 9, 10, 16]"
RSC002754,2,8,"[8, 9]"
RSC002755,1,8,[8]
RSC002756,7,11,"[11, 12, 13, 14, 15, 16, 17]"
RSC002757,3,8,"[8, 9, 10]"
RSC002758,2,8,"[8, 9]"
RSC002759,11,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20]"
RSC002760,11,8,"[8, 9, 11, 14, 16, 17, 20, 21, 22, 23, 25]"
RSC002762,8,8,"[8, 9, 10, 11, 13, 18, 19, 22]"
RSC002763,2,10,"[10, 11]"
RSC002767,4,8,"[8, 9, 10, 12]"
RSC002768,3,8,"[8, 9, 14]"
RSC002771,1,8,[8]
RSC002774,1,8,[8]
RSC002775,1,8,[8]
RSC002777,2,8,"[8, 9]"
RSC002779,1,8,[8]
RSC002780,15,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 24]"
RSC002782,8,8,"[8, 9, 10, 11, 12, 13, 16, 19]"
RSC002784,1,8,[8]
RSC002786,1,8,[8]
RSC002789,4,8,"[8, 9, 12, 13]"
RSC002790,2,8,"[8, 9]"
RSC002791,1,8,[8]
RSC002792,4,11,"[11, 13, 14, 15]"
RSC002793,9,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16]"
RSC002794,3,8,"[8, 9, 10]"
RSC002795,1,8,[8]
RSC002796,17,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25]"
RSC002797,5,8,"[8, 9, 10, 11, 13]"
RSC002798,1,8,[8]
RSC002799,2,8,"[8, 9]"
RSC002801,5,8,"[8, 9, 10, 12, 18]"
RSC002802,1,8,[8]
RSC002807,1,10,[10]
RSC002808,2,8,"[8, 9]"
RSC002809,18,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002810,3,8,"[8, 9, 10]"
RSC002812,7,8,"[8, 9, 11, 12, 13, 14, 15]"
RSC002814,3,8,"[8, 9, 11]"
RSC002815,3,8,"[8, 9, 12]"
RSC002816,4,8,"[8, 9, 10, 11]"
RSC002819,1,8,[8]
RSC002821,5,8,"[8, 11, 13, 14, 16]"
RSC002823,6,8,"[8, 9, 10, 11, 12, 21]"
RSC002827,1,8,[8]
RSC002828,13,8,"[8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21]"
RSC002829,2,8,"[8, 9]"
RSC002832,3,8,"[8, 9, 10]"
RSC002833,4,8,"[8, 9, 10, 13]"
RSC002834,7,9,"[9, 12, 13, 14, 15, 19, 22]"
RSC002836,9,8,"[8, 9, 10, 11, 12, 13, 15, 16, 17]"
RSC002837,12,8,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 23]"
RSC002838,1,8,[8]
RSC002839,2,10,"[10, 11]"
RSC002840,7,8,"[8, 9, 10, 11, 14, 15, 21]"
RSC002841,14,8,"[8, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002846,4,8,"[8, 10, 11, 12]"
RSC002847,7,8,"[8, 9, 10, 11, 12, 13, 21]"
RSC002849,11,8,"[8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 20]"
RSC002850,6,1,"[1, 2, 8, 9, 10, 11]"
RSC002853,3,8,"[8, 19, 20]"
RSC002856,4,8,"[8, 9, 10, 11]"
RSC002861,1,8,[8]
RSC002862,14,8,"[8, 9, 10, 12, 15, 16, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002863,9,8,"[8, 9, 10, 11, 12, 14, 17, 18, 19]"
RSC002864,8,8,"[8, 9, 10, 11, 12, 13, 15, 16]"
RSC002865,1,8,[8]
RSC002866,3,1,"[1, 2, 8]"
RSC002867,1,8,[8]
RSC002868,1,8,[8]
RSC002869,6,8,"[8, 9, 10, 11, 12, 13]"
RSC002871,9,8,"[8, 9, 10, 11, 14, 16, 17, 18, 19]"
RSC002872,1,8,[8]
RSC002873,3,8,"[8, 9, 11]"
RSC002875,1,8,[8]
RSC002877,11,8,"[8, 9, 10, 11, 18, 19, 20, 21, 22, 23, 24]"
RSC002880,4,8,"[8, 9, 10, 11]"
RSC002881,1,8,[8]
RSC002882,6,8,"[8, 9, 10, 11, 12, 13]"
RSC002883,1,8,[8]
RSC002886,1,8,[8]
RSC002888,20,1,"[1, 2, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002890,7,8,"[8, 15, 16, 17, 22, 23, 25]"
RSC002891,1,8,[8]
RSC002892,18,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002894,2,8,"[8, 9]"
RSC002896,1,8,[8]
RSC002897,17,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25]"
RSC002898,1,8,[8]
RSC002902,10,8,"[8, 9, 10, 11, 12, 13, 14, 23, 24, 25]"
RSC002906,7,8,"[8, 11, 21, 22, 23, 24, 25]"
RSC002908,3,8,"[8, 11, 17]"
RSC002909,6,8,"[8, 9, 10, 11, 12, 16]"
RSC002910,1,8,[8]
RSC002911,16,8,"[8, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002914,5,8,"[8, 9, 10, 11, 13]"
RSC002916,3,8,"[8, 9, 16]"
RSC002917,14,8,"[8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 20, 21, 22, 23]"
RSC002918,4,8,"[8, 9, 10, 11]"
RSC002922,1,8,[8]
RSC002923,1,8,[8]
RSC002924,2,1,"[1, 2]"
RSC002925,3,8,"[8, 12, 13]"
RSC002927,4,8,"[8, 9, 10, 11]"
RSC002928,3,9,"[9, 10, 11]"
RSC002930,4,17,"[17, 18, 22, 24]"
RSC002931,9,10,"[10, 11, 12, 13, 14, 16, 17, 19, 24]"
RSC002933,1,9,[9]
RSC002935,3,9,"[9, 10, 11]"
RSC002936,6,8,"[8, 9, 10, 11, 12, 14]"
RSC002937,16,9,"[9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002939,1,15,[15]
RSC002940,1,9,[9]
RSC002942,1,9,[9]
RSC002944,13,9,"[9, 10, 11, 12, 14, 17, 18, 19, 20, 21, 22, 23, 25]"
RSC002945,2,9,"[9, 13]"
RSC002949,9,8,"[8, 9, 10, 11, 13, 14, 15, 16, 17]"
RSC002951,1,9,[9]
RSC002956,11,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
RSC002958,4,2,"[2, 9, 10, 11]"
RSC002959,13,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22]"
RSC002960,18,8,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC002961,4,9,"[9, 11, 12, 13]"
RSC002963,2,9,"[9, 10]"
RSC002966,5,9,"[9, 10, 11, 12, 13]"
RSC002974,5,2,"[2, 8, 9, 10, 16]"
RSC002975,1,9,[9]
RSC002978,1,8,[8]
RSC002979,1,9,[9]
RSC002980,8,8,"[8, 9, 10, 11, 14, 15, 17, 18]"
RSC002981,1,9,[9]
RSC002982,9,8,"[8, 12, 14, 15, 16, 17, 18, 19, 24]"
RSC002986,2,8,"[8, 9]"
RSC002988,9,9,"[9, 12, 15, 16, 17, 20, 21, 23, 25]"
RSC002991,7,8,"[8, 9, 10, 11, 15, 16, 17]"
RSC002993,1,8,[8]
RSC002995,1,10,[10]
RSC002996,3,9,"[9, 10, 11]"
RSC002999,1,9,[9]
RSC003000,1,9,[9]
RSC003004,1,8,[8]
RSC003005,1,8,[8]
RSC003006,3,8,"[8, 9, 10]"
RSC003007,1,8,[8]
RSC003008,16,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 25]"
RSC003009,7,9,"[9, 10, 11, 12, 13, 14, 15]"
RSC003012,6,11,"[11, 12, 13, 14, 16, 17]"
RSC003013,3,9,"[9, 10, 11]"
RSC003014,9,8,"[8, 9, 10, 11, 12, 13, 15, 16, 17]"
RSC003017,4,9,"[9, 10, 12, 24]"
RSC003018,5,8,"[8, 9, 10, 11, 12]"
RSC003019,1,15,[15]
RSC003025,2,8,"[8, 9]"
RSC003026,1,8,[8]
RSC003027,6,17,"[17, 19, 20, 21, 22, 23]"
RSC003028,1,9,[9]
RSC003029,3,9,"[9, 11, 12]"
RSC003030,7,8,"[8, 9, 10, 11, 12, 14, 16]"
RSC003031,6,9,"[9, 10, 12, 13, 14, 22]"
RSC003032,5,8,"[8, 9, 10, 11, 12]"
RSC003034,1,8,[8]
RSC003036,3,9,"[9, 14, 15]"
RSC003040,13,8,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 19, 20, 21, 25]"
RSC003043,5,9,"[9, 11, 12, 13, 19]"
RSC003045,1,9,[9]
RSC003046,2,10,"[10, 11]"
RSC003049,3,8,"[8, 11, 12]"
RSC003054,8,8,"[8, 9, 10, 11, 12, 13, 14, 15]"
RSC003055,12,9,"[9, 13, 14, 15, 16, 17, 18, 19, 20, 23, 24, 25]"
RSC003056,1,9,[9]
RSC003057,1,9,[9]
RSC003059,2,8,"[8, 10]"
RSC003060,1,9,[9]
RSC003064,8,9,"[9, 10, 11, 12, 13, 14, 15, 16]"
RSC003067,2,10,"[10, 11]"
RSC003073,11,9,"[9, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21]"
RSC003077,3,9,"[9, 10, 12]"
RSC003080,1,16,[16]
RSC003081,1,9,[9]
RSC003082,14,9,"[9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25]"
RSC003086,1,8,[8]
RSC003093,3,8,"[8, 9, 10]"
RSC003094,13,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22]"
RSC003101,12,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]"
RSC003102,1,9,[9]
RSC003103,1,9,[9]
RSC003104,15,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 24, 25]"
RSC003106,5,9,"[9, 10, 11, 19, 20]"
RSC003108,1,9,[9]
RSC003109,17,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC003110,14,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22]"
RSC003111,4,9,"[9, 15, 16, 17]"
RSC003112,7,9,"[9, 10, 11, 12, 13, 14, 16]"
RSC003113,16,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25]"
RSC003117,2,9,"[9, 11]"
RSC003118,17,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC003119,6,9,"[9, 10, 11, 13, 14, 20]"
RSC003120,4,9,"[9, 10, 11, 12]"
RSC003122,8,10,"[10, 11, 12, 19, 20, 21, 23, 24]"
RSC003123,1,13,[13]
RSC003125,11,9,"[9, 10, 11, 16, 19, 20, 21, 22, 23, 24, 25]"
RSC003127,6,9,"[9, 10, 19, 20, 21, 22]"
RSC003129,6,9,"[9, 10, 11, 12, 13, 16]"
RSC003133,5,9,"[9, 10, 11, 12, 13]"
RSC003134,7,9,"[9, 10, 11, 12, 13, 14, 15]"
RSC003135,3,9,"[9, 10, 11]"
RSC003137,2,9,"[9, 10]"
RSC003141,4,10,"[10, 11, 12, 13]"
RSC003142,14,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23]"
RSC003143,8,9,"[9, 10, 11, 18, 19, 23, 24, 25]"
RSC003146,6,9,"[9, 10, 11, 12, 15, 19]"
RSC003150,11,9,"[9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20]"
RSC003153,14,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 25]"
RSC003155,2,9,"[9, 10]"
RSC003156,4,9,"[9, 10, 11, 13]"
RSC003157,1,9,[9]
RSC003158,1,9,[9]
RSC003159,5,9,"[9, 10, 11, 17, 18]"
RSC003161,3,9,"[9, 10, 11]"
RSC003162,1,11,[11]
RSC003163,2,9,"[9, 10]"
RSC003167,9,9,"[9, 10, 11, 12, 14, 15, 17, 18, 19]"
RSC003168,11,9,"[9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20]"
RSC003169,5,9,"[9, 10, 12, 13, 14]"
RSC003171,1,9,[9]
RSC003172,4,9,"[9, 10, 11, 13]"
RSC003173,1,9,[9]
RSC003175,2,20,"[20, 21]"
RSC003178,16,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25]"
RSC003179,1,9,[9]
RSC003180,2,9,"[9, 10]"
RSC003184,1,9,[9]
RSC003185,3,9,"[9, 10, 11]"
RSC003186,16,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25]"
RSC003189,2,9,"[9, 13]"
RSC003192,2,9,"[9, 10]"
RSC003193,17,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC003194,2,9,"[9, 10]"
RSC003195,1,9,[9]
RSC003197,1,9,[9]
RSC003198,1,9,[9]
RSC003199,3,9,"[9, 10, 14]"
RSC003201,7,10,"[10, 11, 12, 13, 14, 15, 16]"
RSC003202,4,9,"[9, 10, 11, 12]"
RSC003203,7,9,"[9, 10, 11, 12, 13, 14, 15]"
RSC003204,3,9,"[9, 10, 12]"
RSC003206,4,10,"[10, 11, 12, 16]"
RSC003207,8,9,"[9, 10, 11, 12, 13, 14, 15, 16]"
RSC003208,1,9,[9]
RSC003209,5,9,"[9, 10, 11, 12, 13]"
RSC003210,3,9,"[9, 10, 11]"
RSC003211,2,9,"[9, 10]"
RSC003212,2,9,"[9, 10]"
RSC003213,5,9,"[9, 11, 12, 13, 14]"
RSC003216,4,9,"[9, 11, 12, 13]"
RSC003218,1,9,[9]
RSC003220,4,9,"[9, 10, 13, 14]"
RSC003223,14,10,"[10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC003224,4,9,"[9, 10, 11, 12]"
RSC003228,2,12,"[12, 25]"
RSC003229,6,9,"[9, 10, 11, 12, 13, 14]"
RSC003230,2,9,"[9, 10]"
RSC003232,1,9,[9]
RSC003233,3,9,"[9, 10, 11]"
RSC003235,1,9,[9]
RSC003237,4,9,"[9, 10, 11, 12]"
RSC003238,10,9,"[9, 10, 14, 16, 18, 20, 21, 22, 23, 24]"
RSC003239,13,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 22, 23, 25]"
RSC003243,6,9,"[9, 10, 11, 12, 13, 25]"
RSC003244,2,9,"[9, 10]"
RSC003245,1,9,[9]
RSC003247,8,9,"[9, 10, 12, 13, 14, 15, 16, 17]"
RSC003249,2,9,"[9, 10]"
RSC003250,16,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC003252,4,9,"[9, 10, 11, 17]"
RSC003254,5,9,"[9, 10, 11, 18, 19]"
RSC003255,13,10,"[10, 11, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC003256,2,9,"[9, 10]"
RSC003258,1,9,[9]
RSC003261,5,9,"[9, 10, 11, 12, 15]"
RSC003262,1,9,[9]
RSC003263,6,9,"[9, 10, 12, 18, 19, 20]"
RSC003264,1,9,[9]
RSC003265,4,9,"[9, 10, 12, 16]"
RSC003266,10,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 25]"
RSC003268,1,9,[9]
RSC003269,2,9,"[9, 10]"
RSC003270,1,9,[9]
RSC003271,2,15,"[15, 16]"
RSC003272,13,9,"[9, 10, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC003273,3,2,"[2, 9, 10]"
RSC003274,1,9,[9]
RSC003275,1,9,[9]
RSC003276,9,9,"[9, 10, 11, 12, 13, 14, 15, 17, 18]"
RSC003277,5,12,"[12, 13, 14, 22, 25]"
RSC003279,9,9,"[9, 10, 11, 12, 13, 14, 17, 18, 19]"
RSC003280,2,9,"[9, 11]"
RSC003281,1,9,[9]
RSC003283,3,9,"[9, 10, 11]"
RSC003285,1,9,[9]
RSC003286,2,9,"[9, 10]"
RSC003288,6,9,"[9, 11, 12, 13, 14, 15]"
RSC003290,4,9,"[9, 10, 11, 12]"
RSC003291,2,9,"[9, 10]"
RSC003293,1,9,[9]
RSC003295,7,9,"[9, 10, 11, 20, 21, 22, 23]"
RSC003297,3,9,"[9, 11, 12]"
RSC003298,7,9,"[9, 10, 11, 12, 17, 19, 20]"
RSC003299,2,9,"[9, 10]"
RSC003300,3,10,"[10, 11, 17]"
RSC003301,1,9,[9]
RSC003302,1,9,[9]
RSC003303,7,9,"[9, 10, 11, 13, 14, 15, 19]"
RSC003305,5,9,"[9, 10, 11, 22, 23]"
RSC003307,6,9,"[9, 10, 11, 12, 15, 16]"
RSC003308,9,10,"[10, 11, 12, 13, 14, 15, 18, 22, 23]"
RSC003309,2,9,"[9, 10]"
RSC003310,4,9,"[9, 10, 11, 12]"
RSC003311,2,9,"[9, 10]"
RSC003313,1,9,[9]
RSC003314,3,9,"[9, 10, 14]"
RSC003315,2,9,"[9, 10]"
RSC003320,10,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 22]"
RSC003321,10,9,"[9, 11, 12, 13, 14, 15, 17, 18, 19, 23]"
RSC003322,2,16,"[16, 17]"
RSC003323,16,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]"
RSC003324,5,9,"[9, 10, 11, 12, 13]"
RSC003326,1,9,[9]
RSC003328,2,9,"[9, 10]"
RSC003329,4,9,"[9, 10, 11, 12]"
RSC003330,5,9,"[9, 10, 11, 12, 13]"
RSC003331,4,7,"[7, 9, 22, 24]"
RSC003332,1,9,[9]
RSC003333,3,9,"[9, 23, 24]"
RSC003334,14,9,"[9, 10, 11, 12, 13, 14, 15, 17, 19, 20, 21, 22, 23, 25]"
RSC003335,13,9,"[9, 11, 12, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]"
RSC003337,1,9,[9]
RSC003338,1,10,[10]
RSC003339,9,9,"[9, 10, 11, 12, 13, 14, 19, 20, 23]"
RSC003340,1,9,[9]
RSC003343,1,10,[10]
RSC003344,4,9,"[9, 12, 13, 16]"
RSC003345,2,9,"[9, 10]"
RSC003347,3,9,"[9, 10, 11]"
RSC003349,2,9,"[9, 10]"
RSC003350,1,21,[21]
RSC003351,5,9,"[9, 10, 11, 12, 13]"
RSC003352,2,9,"[9, 15]"
